 t       A(O)      A(F)
 2.80  8.777722  4.731989
 2.81  8.777309  4.731571
 2.82  8.776918  4.731183
 2.83  8.776522  4.730791
 2.84  8.776129  4.730372
 2.85  8.775745  4.729983
 2.86  8.775357  4.729590
 2.87  8.774981  4.729231
 2.88  8.774605  4.728842
 2.89  8.774233  4.728452
 2.90  8.773870  4.728092
 2.91  8.773506  4.727733
 2.92  8.773151  4.727377
 2.93  8.772796  4.727017
 2.94  8.772444  4.726656
 2.95  8.772097  4.726296
 2.96  8.771759  4.725970
 2.97  8.771415  4.725609
 2.98  8.771085  4.725282
 2.99  8.770750  4.724951
 3.00  8.770424  4.724594
 3.01  8.770102  4.724267
 3.02  8.769779  4.723966
 3.03  8.769461  4.723639
 3.04  8.769152  4.723311
 3.05  8.768842  4.723015
 3.06  8.768532  4.722687
 3.07  8.768231  4.722389
 3.08  8.767930  4.722092
 3.09  8.767633  4.721795
 3.10  8.767340  4.721497
 3.11  8.767051  4.721199
 3.12  8.766763  4.720901
 3.13  8.766483  4.720607
 3.14  8.766198  4.720340
 3.15  8.765918  4.720041
 3.16  8.765646  4.719778
 3.17  8.765374  4.719479
 3.18  8.765102  4.719212
 3.19  8.764839  4.718948
 3.20  8.764576  4.718684
 3.21  8.764312  4.718416
 3.22  8.764058  4.718152
 3.23  8.763799  4.717884
 3.24  8.763548  4.717651
 3.25  8.763298  4.717386
 3.26  8.763052  4.717122
 3.27  8.762805  4.716884
 3.28  8.762563  4.716651
 3.29  8.762326  4.716386
 3.30  8.762092  4.716152
 3.31  8.761859  4.715919
 3.32  8.761626  4.715685
 3.33  8.761397  4.715451
 3.34  8.761172  4.715217
 3.35  8.760947  4.714983
 3.36  8.760727  4.714780
 3.37  8.760506  4.714546
 3.38  8.760295  4.714347
 3.39  8.760079  4.714113
 3.40  8.759867  4.713910
 3.41  8.759655  4.713675
 3.42  8.759452  4.713476
 3.43  8.759245  4.713273
 3.44  8.759042  4.713070
 3.45  8.758843  4.712871
 3.46  8.758644  4.712667
 3.47  8.758450  4.712468
 3.48  8.758256  4.712264
 3.49  8.758066  4.712065
 3.50  8.757871  4.711861
 3.51  8.757686  4.711661
 3.52  8.757504  4.711494
 3.53  8.757314  4.711289
 3.54  8.757138  4.711122
 3.55  8.756956  4.710922
 3.56  8.756779  4.710749
 3.57  8.756603  4.710581
 3.58  8.756430  4.710381
 3.59  8.756258  4.710213
 3.60  8.756090  4.710045
 3.61  8.755922  4.709876
 3.62  8.755754  4.709703
 3.63  8.755590  4.709535
 3.64  8.755426  4.709366
 3.65  8.755267  4.709198
 3.66  8.755108  4.709029
 3.67  8.754949  4.708892
 3.68  8.754794  4.708723
 3.69  8.754639  4.708555
 3.70  8.754489  4.708418
 3.71  8.754338  4.708249
 3.72  8.754192  4.708116
 3.73  8.754042  4.707947
 3.74  8.753896  4.707810
 3.75  8.753755  4.707673
 3.76  8.753609  4.707504
 3.77  8.753472  4.707371
 3.78  8.753330  4.707234
 3.79  8.753193  4.707097
 3.80  8.753056  4.706927
 3.81  8.752923  4.706795
 3.82  8.752786  4.706657
 3.83  8.752654  4.706520
 3.84  8.752526  4.706387
 3.85  8.752397  4.706281
 3.86  8.752269  4.706148
 3.87  8.752141  4.706011
 3.88  8.752018  4.705873
 3.89  8.751894  4.705740
 3.90  8.751770  4.705635
 3.91  8.751651  4.705501
 3.92  8.751527  4.705364
 3.93  8.751413  4.705263
 3.94  8.751294  4.705125
 3.95  8.751179  4.705024
 3.96  8.751069  4.704890
 3.97  8.750949  4.704785
 3.98  8.750839  4.704683
 3.99  8.750725  4.704545
 4.00  8.750619  4.704444
 4.01  8.750513  4.704343
 4.02  8.750403  4.704205
 4.03  8.750297  4.704103
 4.04  8.750192  4.704002
 4.05  8.750091  4.703901
 4.06  8.749985  4.703795
 4.07  8.749884  4.703693
 4.08  8.749782  4.703592
 4.09  8.749686  4.703491
 4.10  8.749585  4.703385
 4.11  8.749488  4.703283
 4.12  8.749391  4.703182
 4.13  8.749299  4.703080
 4.14  8.749202  4.702978
 4.15  8.749110  4.702877
 4.16  8.749014  4.702803
 4.17  8.748926  4.702701
 4.18  8.748834  4.702600
 4.19  8.748746  4.702498
 4.20  8.748659  4.702429
 4.21  8.748571  4.702327
 4.22  8.748483  4.702225
 4.23  8.748400  4.702156
 4.24  8.748313  4.702054
 4.25  8.748230  4.701985
 4.26  8.748147  4.701883
 4.27  8.748068  4.701814
 4.28  8.747985  4.701712
 4.29  8.747907  4.701643
 4.30  8.747823  4.701573
 4.31  8.747745  4.701471
 4.32  8.747666  4.701402
 4.33  8.747592  4.701300
 4.34  8.747514  4.701231
 4.35  8.747440  4.701161
 4.36  8.747371  4.701096
 4.37  8.747297  4.700994
 4.38  8.747223  4.700925
 4.39  8.747149  4.700855
 4.40  8.747075  4.700786
 4.41  8.747005  4.700716
 4.42  8.746936  4.700646
 4.43  8.746871  4.700581
 4.44  8.746802  4.700479
 4.45  8.746732  4.700410
 4.46  8.746663  4.700340
 4.47  8.746598  4.700271
 4.48  8.746533  4.700205
 4.49  8.746468  4.700136
 4.50  8.746403  4.700066
 4.51  8.746339  4.700029
 4.52  8.746278  4.699964
 4.53  8.746218  4.699894
 4.54  8.746153  4.699825
 4.55  8.746093  4.699755
 4.56  8.746037  4.699690
 4.57  8.745977  4.699620
 4.58  8.745917  4.699583
 4.59  8.745861  4.699518
 4.60  8.745801  4.699448
 4.61  8.745745  4.699378
 4.62  8.745689  4.699346
 4.63  8.745634  4.699276
 4.64  8.745578  4.699206
 4.65  8.745527  4.699174
 4.66  8.745471  4.699104
 4.67  8.745420  4.699071
 4.68  8.745365  4.699002
 4.69  8.745314  4.698932
 4.70  8.745262  4.698899
 4.71  8.745211  4.698829
 4.72  8.745165  4.698797
 4.73  8.745109  4.698727
 4.74  8.745058  4.698690
 4.75  8.745016  4.698624
 4.76  8.744965  4.698587
 4.77  8.744919  4.698522
 4.78  8.744872  4.698485
 4.79  8.744826  4.698419
 4.80  8.744779  4.698382
 4.81  8.744737  4.698349
 4.82  8.744686  4.698280
 4.83  8.744644  4.698247
 4.84  8.744598  4.698210
 4.85  8.744561  4.698144
 4.86  8.744514  4.698107
 4.87  8.744472  4.698074
 4.88  8.744431  4.698005
 4.89  8.744389  4.697972
 4.90  8.744347  4.697935
 4.91  8.744305  4.697902
 4.92  8.744263  4.697832
 4.93  8.744226  4.697799
 4.94  8.744189  4.697766
 4.95  8.744147  4.697729
 4.96  8.744109  4.697664
 4.97  8.744072  4.697627
 4.98  8.744035  4.697594
 4.99  8.743998  4.697557
 5.00  8.743961  4.697524
 5.01  8.743928  4.697491
 5.02  8.743886  4.697454
 5.03  8.743853  4.697421
 5.04  8.743816  4.697351
 5.05  8.743784  4.697318
 5.06  8.743751  4.697286
 5.07  8.743714  4.697248
 5.08  8.743681  4.697216
 5.09  8.743648  4.697183
 5.10  8.743616  4.697145
 5.11  8.743583  4.697113
 5.12  8.743555  4.697080
 5.13  8.743518  4.697043
 5.14  8.743490  4.697010
 5.15  8.743462  4.696977
 5.16  8.743425  4.696940
 5.17  8.743397  4.696907
 5.18  8.743369  4.696874
 5.19  8.743336  4.696870
 5.20  8.743308  4.696837
 5.21  8.743280  4.696804
 5.22  8.743248  4.696767
 5.23  8.743224  4.696734
 5.24  8.743196  4.696701
 5.25  8.743168  4.696668
 5.26  8.743140  4.696631
 5.27  8.743112  4.696598
 5.28  8.743089  4.696598
 5.29  8.743056  4.696561
 5.30  8.743033  4.696528
 5.31  8.743010  4.696495
 5.32  8.742986  4.696463
 5.33  8.742958  4.696458
 5.34  8.742935  4.696425
 5.35  8.742912  4.696392
 5.36  8.742888  4.696360
 5.37  8.742860  4.696322
 5.38  8.742837  4.696322
 5.39  8.742814  4.696289
 5.40  8.742790  4.696257
 5.41  8.742767  4.696252
 5.42  8.742744  4.696219
 5.43  8.742720  4.696186
 5.44  8.742702  4.696154
 5.45  8.742678  4.696154
 5.46  8.742655  4.696116
 5.47  8.742632  4.696083
 5.48  8.742613  4.696083
 5.49  8.742594  4.696050
 5.50  8.742571  4.696013
 5.51  8.742547  4.696013
 5.52  8.742529  4.695980
 5.53  8.742510  4.695947
 5.54  8.742491  4.695947
 5.55  8.742473  4.695915
 5.56  8.742449  4.695877
 5.57  8.742431  4.695877
 5.58  8.742417  4.695844
 5.59  8.742398  4.695844
 5.60  8.742379  4.695811
 5.61  8.742356  4.695774
 5.62  8.742342  4.695774
 5.63  8.742323  4.695741
 5.64  8.742304  4.695741
 5.65  8.742290  4.695708
 5.66  8.742272  4.695708
 5.67  8.742253  4.695671
 5.68  8.742234  4.695671
 5.69  8.742220  4.695638
 5.70  8.742206  4.695605
 5.71  8.742192  4.695605
 5.72  8.742174  4.695572
 5.73  8.742159  4.695572
 5.74  8.742141  4.695535
 5.75  8.742127  4.695535
 5.76  8.742113  4.695502
 5.77  8.742099  4.695502
 5.78  8.742085  4.695469
 5.79  8.742071  4.695469
 5.80  8.742057  4.695436
 5.81  8.742043  4.695436
 5.82  8.742024  4.695432
 5.83  8.742010  4.695399
 5.84  8.741996  4.695399
 5.85  8.741987  4.695366
 5.86  8.741972  4.695366
 5.87  8.741958  4.695333
 5.88  8.741944  4.695333
 5.89  8.741935  4.695300
 5.90  8.741921  4.695300
 5.91  8.741907  4.695296
 5.92  8.741893  4.695263
 5.93  8.741884  4.695263
 5.94  8.741870  4.695230
 5.95  8.741860  4.695230
 5.96  8.741846  4.695230
 5.97  8.741837  4.695197
 5.98  8.741827  4.695197
 5.99  8.741813  4.695164
 6.00  8.741804  4.695164
 6.01  8.741795  4.695164
 6.02  8.741785  4.695131
 6.03  8.741767  4.695127
 6.04  8.741757  4.695127
 6.05  8.741748  4.695094
 6.06  8.741739  4.695094
 6.07  8.741729  4.695094
 6.08  8.741720  4.695061
 6.09  8.741710  4.695061
 6.10  8.741701  4.695028
 6.11  8.741692  4.695028
 6.12  8.741682  4.695028
 6.13  8.741673  4.695028
 6.14  8.741664  4.694995
 6.15  8.741654  4.694995
 6.16  8.741645  4.694995
 6.17  8.741631  4.694957
 6.18  8.741626  4.694957
 6.19  8.741617  4.694957
 6.20  8.741607  4.694924
 6.21  8.741598  4.694924
 6.22  8.741593  4.694924
 6.23  8.741584  4.694892
 6.24  8.741575  4.694892
 6.25  8.741570  4.694892
 6.26  8.741561  4.694892
 6.27  8.741556  4.694859
 6.28  8.741546  4.694859
 6.29  8.741537  4.694859
 6.30  8.741532  4.694859
 6.31  8.741523  4.694826
 6.32  8.741518  4.694826
 6.33  8.741509  4.694826
 6.34  8.741504  4.694793
 6.35  8.741500  4.694793
 6.36  8.741490  4.694793
 6.37  8.741485  4.694793
 6.38  8.741476  4.694760
 6.39  8.741471  4.694760
 6.40  8.741467  4.694760
 6.41  8.741457  4.694760
 6.42  8.741448  4.694755
 6.43  8.741443  4.694722
 6.44  8.741439  4.694722
 6.45  8.741429  4.694722
 6.46  8.741425  4.694722
 6.47  8.741420  4.694689
 6.48  8.741415  4.694689
 6.49  8.741411  4.694689
 6.50  8.741406  4.694689
 6.51  8.741397  4.694689
 6.52  8.741392  4.694656
 6.53  8.741387  4.694656
 6.54  8.741382  4.694656
 6.55  8.741378  4.694656
 6.56  8.741373  4.694656
 6.57  8.741368  4.694623
 6.58  8.741364  4.694623
 6.59  8.741359  4.694623
 6.60  8.741354  4.694623
 6.61  8.741350  4.694623
 6.62  8.741345  4.694591
 6.63  8.741340  4.694591
 6.64  8.741336  4.694591
 6.65  8.741331  4.694591
 6.66  8.741326  4.694591
 6.67  8.741326  4.694591
 6.68  8.741321  4.694558
 6.69  8.741317  4.694558
 6.70  8.741312  4.694558
 6.71  8.741307  4.694558
 6.72  8.741303  4.694558
 6.73  8.741298  4.694558
 6.74  8.741298  4.694525
 6.75  8.741293  4.694525
 6.76  8.741289  4.694525
 6.77  8.741284  4.694525
 6.78  8.741284  4.694525
 6.79  8.741279  4.694525
 6.80  8.741275  4.694525
 6.81  8.741275  4.694492
 6.82  8.741270  4.694492
 6.83  8.741265  4.694492
 6.84  8.741260  4.694492
 6.85  8.741260  4.694492
 6.86  8.741256  4.694492
 6.87  8.741256  4.694492
 6.88  8.741251  4.694459
 6.89  8.741246  4.694459
 6.90  8.741246  4.694459
 6.91  8.741242  4.694459
 6.92  8.741237  4.694459
 6.93  8.741237  4.694459
 6.94  8.741232  4.694459
 6.95  8.741232  4.694426
 6.96  8.741228  4.694426
 6.97  8.741223  4.694426
 6.98  8.741223  4.694426
 6.99  8.741218  4.694426
 7.00  8.741218  4.694426
 7.01  8.741214  4.694426
 7.02  8.741214  4.694426
 7.03  8.741209  4.694426
 7.04  8.741213  4.694397
 7.05  8.741209  4.694397
 7.06  8.741209  4.694397
 7.07  8.741204  4.694397
 7.08  8.741204  4.694397
 7.09  8.741199  4.694397
 7.10  8.741199  4.694397
 7.11  8.741199  4.694397
 7.12  8.741195  4.694397
 7.13  8.741195  4.694364
 7.14  8.741190  4.694364
 7.15  8.741190  4.694364
 7.16  8.741190  4.694364
 7.17  8.741185  4.694364
 7.18  8.741185  4.694364
 7.19  8.741181  4.694364
 7.20  8.741181  4.694364
 7.21  8.741181  4.694364
 7.22  8.741176  4.694364
 7.23  8.741176  4.694364
 7.24  8.741176  4.694331
 7.25  8.741171  4.694331
 7.26  8.741171  4.694331
 7.27  8.741171  4.694331
 7.28  8.741171  4.694331
 7.29  8.741166  4.694331
 7.30  8.741166  4.694331
 7.31  8.741166  4.694331
 7.32  8.741162  4.694331
 7.33  8.741162  4.694331
 7.34  8.741162  4.694331
 7.35  8.741162  4.694331
 7.36  8.741162  4.694331
 7.37  8.741157  4.694298
 7.38  8.741157  4.694298
 7.39  8.741157  4.694298
 7.40  8.741157  4.694298
 7.41  8.741152  4.694298
 7.42  8.741152  4.694298
 7.43  8.741157  4.694303
 7.44  8.741157  4.694303
 7.45  8.741157  4.694303
 7.46  8.741157  4.694303
 7.47  8.741152  4.694303
 7.48  8.741152  4.694303
 7.49  8.741152  4.694303
 7.50  8.741152  4.694303
 7.51  8.741152  4.694303
 7.52  8.741152  4.694303
 7.53  8.741152  4.694270
 7.54  8.741152  4.694270
 7.55  8.741147  4.694270
 7.56  8.741147  4.694270
 7.57  8.741147  4.694270
 7.58  8.741147  4.694270
 7.59  8.741147  4.694270
 7.60  8.741147  4.694270
 7.61  8.741147  4.694270
 7.62  8.741147  4.694270
 7.63  8.741147  4.694270
 7.64  8.741147  4.694270
 7.65  8.741147  4.694270
 7.66  8.741147  4.694270
 7.67  8.741147  4.694270
 7.68  8.741147  4.694270
 7.69  8.741147  4.694274
 7.70  8.741147  4.694274
 7.71  8.741147  4.694274
 7.72  8.741147  4.694274
 7.73  8.741147  4.694274
 7.74  8.741147  4.694241
 7.75  8.741147  4.694241
 7.76  8.741147  4.694241
 7.77  8.741147  4.694241
 7.78  8.741147  4.694241
 7.79  8.741147  4.694241
 7.80  8.741147  4.694241
 7.81  8.741147  4.694241
 7.82  8.741147  4.694241
 7.83  8.741147  4.694241
 7.84  8.741147  4.694241
 7.85  8.741152  4.694241
 7.86  8.741152  4.694241
 7.87  8.741152  4.694241
 7.88  8.741152  4.694241
 7.89  8.741152  4.694241
 7.90  8.741152  4.694241
 7.91  8.741156  4.694246
 7.92  8.741156  4.694246
 7.93  8.741156  4.694246
 7.94  8.741156  4.694246
 7.95  8.741156  4.694246
 7.96  8.741156  4.694246
 7.97  8.741156  4.694246
 7.98  8.741156  4.694246
 7.99  8.741156  4.694246
 8.00  8.741156  4.694246
 8.01  8.741161  4.694246
 8.02  8.741161  4.694246
 8.03  8.741161  4.694246
 8.04  8.741161  4.694246
 8.05  8.741161  4.694246
 8.06  8.741161  4.694246
 8.07  8.741161  4.694246
 8.08  8.741161  4.694213
 8.09  8.741161  4.694213
 8.10  8.741166  4.694213
 8.11  8.741166  4.694213
 8.12  8.741170  4.694217
 8.13  8.741170  4.694217
 8.14  8.741170  4.694217
 8.15  8.741170  4.694217
 8.16  8.741170  4.694217
 8.17  8.741170  4.694217
 8.18  8.741175  4.694217
 8.19  8.741175  4.694217
 8.20  8.741175  4.694217
 8.21  8.741175  4.694217
 8.22  8.741175  4.694217
 8.23  8.741175  4.694217
 8.24  8.741180  4.694217
 8.25  8.741180  4.694217
 8.26  8.741180  4.694217
 8.27  8.741180  4.694217
 8.28  8.741180  4.694217
 8.29  8.741180  4.694217
 8.30  8.741184  4.694217
 8.31  8.741184  4.694217
 8.32  8.741189  4.694222
 8.33  8.741189  4.694222
 8.34  8.741189  4.694222
 8.35  8.741189  4.694222
 8.36  8.741194  4.694222
 8.37  8.741194  4.694222
 8.38  8.741194  4.694222
 8.39  8.741194  4.694222
 8.40  8.741194  4.694222
 8.41  8.741198  4.694222
 8.42  8.741198  4.694222
 8.43  8.741198  4.694222
 8.44  8.741198  4.694222
 8.45  8.741198  4.694222
 8.46  8.741203  4.694222
 8.47  8.741203  4.694222
 8.48  8.741203  4.694222
 8.49  8.741203  4.694222
 8.50  8.741203  4.694222
 8.51  8.741208  4.694222
 8.52  8.741212  4.694226
 8.53  8.741212  4.694226
 8.54  8.741212  4.694226
 8.55  8.741217  4.694226
 8.56  8.741217  4.694226
 8.57  8.741217  4.694226
 8.58  8.741217  4.694226
 8.59  8.741217  4.694226
 8.60  8.741222  4.694226
 8.61  8.741222  4.694226
 8.62  8.741222  4.694226
 8.63  8.741222  4.694226
 8.64  8.741226  4.694226
 8.65  8.741226  4.694226
 8.66  8.741226  4.694226
 8.67  8.741226  4.694226
 8.68  8.741231  4.694226
 8.69  8.741231  4.694226
 8.70  8.741231  4.694226
 8.71  8.741235  4.694231
 8.72  8.741240  4.694231
 8.73  8.741240  4.694231
 8.74  8.741240  4.694231
 8.75  8.741240  4.694231
 8.76  8.741245  4.694231
 8.77  8.741245  4.694231
 8.78  8.741245  4.694231
 8.79  8.741245  4.694231
 8.80  8.741250  4.694231
 8.81  8.741250  4.694231
 8.82  8.741250  4.694231
 8.83  8.741250  4.694231
 8.84  8.741254  4.694231
 8.85  8.741254  4.694231
 8.86  8.741254  4.694231
 8.87  8.741254  4.694231
 8.88  8.741259  4.694231
 8.89  8.741263  4.694235
 8.90  8.741263  4.694235
 8.91  8.741268  4.694235
 8.92  8.741268  4.694235
 8.93  8.741268  4.694235
 8.94  8.741268  4.694235
 8.95  8.741273  4.694235
 8.96  8.741273  4.694235
 8.97  8.741273  4.694235
 8.98  8.741273  4.694235
 8.99  8.741277  4.694235
 9.00  8.741277  4.694235
 9.01  8.741277  4.694235
 9.02  8.741282  4.694235
 9.03  8.741282  4.694235
 9.04  8.741282  4.694235
 9.05  8.741282  4.694235
 9.06  8.741287  4.694235
 9.07  8.741287  4.694235
 9.08  8.741291  4.694240
 9.09  8.741296  4.694240
 9.10  8.741296  4.694240
 9.11  8.741296  4.694240
 9.12  8.741296  4.694240
 9.13  8.741301  4.694240
 9.14  8.741301  4.694240
 9.15  8.741301  4.694240
 9.16  8.741305  4.694240
 9.17  8.741305  4.694240
 9.18  8.741305  4.694240
 9.19  8.741310  4.694240
 9.20  8.741310  4.694240
 9.21  8.741310  4.694240
 9.22  8.741310  4.694240
 9.23  8.741315  4.694240
 9.24  8.741315  4.694240
 9.25  8.741315  4.694240
 9.26  8.741324  4.694244
 9.27  8.741324  4.694244
 9.28  8.741324  4.694244
 9.29  8.741329  4.694244
 9.30  8.741329  4.694244
 9.31  8.741329  4.694244
 9.32  8.741329  4.694244
 9.33  8.741333  4.694244
