 t       A(O)      A(F)
 0.99  8.903649  4.357318
 1.00  8.906550  4.363401
 1.01  8.909304  4.369152
 1.02  8.902009  4.366856
 1.03  8.893851  4.363477
 1.04  8.885846  4.360146
 1.05  8.878161  4.357191
 1.06  8.870762  4.354506
 1.07  8.863593  4.352015
 1.08  8.856673  4.349727
 1.09  8.849975  4.347595
 1.10  8.843481  4.345610
 1.11  8.837160  4.343717
 1.12  8.831064  4.341901
 1.13  8.825120  4.340119
 1.14  8.819298  4.338403
 1.15  8.813686  4.336750
 1.16  8.808212  4.335183
 1.17  8.802879  4.333683
 1.18  8.797651  4.332244
 1.19  8.792578  4.330847
 1.20  8.787665  4.329493
 1.21  8.782826  4.328159
 1.22  8.778114  4.326845
 1.23  8.773530  4.325549
 1.24  8.769031  4.324249
 1.25  8.764627  4.322955
 1.26  8.760335  4.321647
 1.27  8.756137  4.320325
 1.28  8.752035  4.318981
 1.29  8.748019  4.317611
 1.30  8.744087  4.316219
 1.31  8.740245  4.314800
 1.32  8.736473  4.313343
 1.33  8.732788  4.311867
 1.34  8.729176  4.310370
 1.35  8.725641  4.308859
 1.36  8.722170  4.307327
 1.37  8.718778  4.305791
 1.38  8.715444  4.304246
 1.39  8.712183  4.302697
 1.40  8.708979  4.301131
 1.41  8.705841  4.299577
 1.42  8.702762  4.298018
 1.43  8.699737  4.296454
 1.44  8.696774  4.294889
 1.45  8.693867  4.293340
 1.46  8.691013  4.291786
 1.47  8.688210  4.290227
 1.48  8.685456  4.288684
 1.49  8.682753  4.287144
 1.50  8.680098  4.285607
 1.51  8.677491  4.284070
 1.52  8.674937  4.282549
 1.53  8.672418  4.281027
 1.54  8.669953  4.279525
 1.55  8.667519  4.278015
 1.56  8.665137  4.276513
 1.57  8.662791  4.275022
 1.58  8.660484  4.273536
 1.59  8.658219  4.272057
 1.60  8.655987  4.270583
 1.61  8.653794  4.269121
 1.62  8.651646  4.267668
 1.63  8.649523  4.266214
 1.64  8.647445  4.264773
 1.65  8.645392  4.263341
 1.66  8.643380  4.261909
 1.67  8.641396  4.260494
 1.68  8.639447  4.259079
 1.69  8.637530  4.257682
 1.70  8.635641  4.256285
 1.71  8.633789  4.254906
 1.72  8.631959  4.253523
 1.73  8.630168  4.252158
 1.74  8.628400  4.250802
 1.75  8.626660  4.249447
 1.76  8.624949  4.248105
 1.77  8.623267  4.246769
 1.78  8.621610  4.245438
 1.79  8.619976  4.244112
 1.80  8.618372  4.242805
 1.81  8.616792  4.241504
 1.82  8.615237  4.240207
 1.83  8.613707  4.238917
 1.84  8.612203  4.237640
 1.85  8.610723  4.236365
 1.86  8.609264  4.235101
 1.87  8.607831  4.233846
 1.88  8.606423  4.232598
 1.89  8.605030  4.231364
 1.90  8.603665  4.230137
 1.91  8.602324  4.228920
 1.92  8.601001  4.227704
 1.93  8.599703  4.226500
 1.94  8.598420  4.225311
 1.95  8.597160  4.224128
 1.96  8.595921  4.222961
 1.97  8.594698  4.221801
 1.98  8.593491  4.220648
 1.99  8.592311  4.219505
 2.00  8.591142  4.218374
 2.01  8.590001  4.217255
 2.02  8.588866  4.216147
 2.03  8.587758  4.215051
 2.04  8.586660  4.213962
 2.05  8.585586  4.212881
 2.06  8.584527  4.211820
 2.07  8.583480  4.210762
 2.08  8.582451  4.209721
 2.09  8.581443  4.208683
 2.10  8.580443  4.207657
 2.11  8.579464  4.206643
 2.12  8.578492  4.205642
 2.13  8.577542  4.204643
 2.14  8.576597  4.203652
 2.15  8.575669  4.202679
 2.16  8.574760  4.201713
 2.17  8.573856  4.200756
 2.18  8.572964  4.199796
 2.19  8.572083  4.198855
 2.20  8.571225  4.197936
 2.21  8.570367  4.197010
 2.22  8.569522  4.196093
 2.23  8.568693  4.195189
 2.24  8.567865  4.194298
 2.25  8.567060  4.193410
 2.26  8.566256  4.192536
 2.27  8.565469  4.191665
 2.28  8.564687  4.190813
 2.29  8.563913  4.189955
 2.30  8.563156  4.189120
 2.31  8.562405  4.188283
 2.32  8.561659  4.187466
 2.33  8.560926  4.186646
 2.34  8.560198  4.185846
 2.35  8.559483  4.185045
 2.36  8.558774  4.184263
 2.37  8.558071  4.183480
 2.38  8.557373  4.182705
 2.39  8.556682  4.181950
 2.40  8.556003  4.181194
 2.41  8.555331  4.180447
 2.42  8.554668  4.179703
 2.43  8.554008  4.178974
 2.44  8.553353  4.178255
 2.45  8.552709  4.177539
 2.46  8.552067  4.176839
 2.47  8.551430  4.176137
 2.48  8.550805  4.175439
 2.49  8.550181  4.174756
 2.50  8.549567  4.174088
 2.51  8.548956  4.173413
 2.52  8.548355  4.172753
 2.53  8.547753  4.172092
 2.54  8.547161  4.171447
 2.55  8.546572  4.170806
 2.56  8.545997  4.170174
 2.57  8.545416  4.169537
 2.58  8.544853  4.168914
 2.59  8.544290  4.168301
 2.60  8.543740  4.167698
 2.61  8.543190  4.167094
 2.62  8.542653  4.166511
 2.63  8.542116  4.165916
 2.64  8.541592  4.165342
 2.65  8.541068  4.164767
 2.66  8.540558  4.164203
 2.67  8.540047  4.163638
 2.68  8.539543  4.163083
 2.69  8.539045  4.162538
 2.70  8.538559  4.161996
 2.71  8.538067  4.161461
 2.72  8.537590  4.160925
 2.73  8.537116  4.160404
 2.74  8.536645  4.159888
 2.75  8.536181  4.159373
 2.76  8.535728  4.158871
 2.77  8.535270  4.158365
 2.78  8.534830  4.157874
 2.79  8.534386  4.157378
 2.80  8.533946  4.156896
 2.81  8.533519  4.156414
 2.82  8.533089  4.155938
 2.83  8.532669  4.155466
 2.84  8.532256  4.155005
 2.85  8.531844  4.154543
 2.86  8.531433  4.154088
 2.87  8.531034  4.153636
 2.88  8.530635  4.153195
 2.89  8.530243  4.152753
 2.90  8.529850  4.152322
 2.91  8.529472  4.151891
 2.92  8.529093  4.151471
 2.93  8.528714  4.151050
 2.94  8.528343  4.150628
 2.95  8.527978  4.150218
 2.96  8.527613  4.149807
 2.97  8.527255  4.149407
 2.98  8.526905  4.149007
 2.99  8.526554  4.148606
 3.00  8.526203  4.148216
 3.01  8.525859  4.147826
 3.02  8.525526  4.147451
 3.03  8.525189  4.147071
 3.04  8.524859  4.146691
 3.05  8.524529  4.146322
 3.06  8.524211  4.145957
 3.07  8.523888  4.145599
 3.08  8.523572  4.145229
 3.09  8.523261  4.144885
 3.10  8.522952  4.144526
 3.11  8.522655  4.144182
 3.12  8.522346  4.143834
 3.13  8.522051  4.143497
 3.14  8.521754  4.143163
 3.15  8.521459  4.142825
 3.16  8.521176  4.142492
 3.17  8.520889  4.142165
 3.18  8.520613  4.141842
 3.19  8.520333  4.141526
 3.20  8.520057  4.141202
 3.21  8.519788  4.140890
 3.22  8.519515  4.140585
 3.23  8.519253  4.140272
 3.24  8.518991  4.139971
 3.25  8.518733  4.139665
 3.26  8.518479  4.139375
 3.27  8.518224  4.139084
 3.28  8.517977  4.138794
 3.29  8.517725  4.138498
 3.30  8.517486  4.138219
 3.31  8.517246  4.137939
 3.32  8.517006  4.137659
 3.33  8.516769  4.137374
 3.34  8.516536  4.137106
 3.35  8.516304  4.136837
 3.36  8.516078  4.136567
 3.37  8.515861  4.136298
 3.38  8.515635  4.136040
 3.39  8.515417  4.135782
 3.40  8.515199  4.135524
 3.41  8.514989  4.135266
 3.42  8.514778  4.135019
 3.43  8.514567  4.134771
 3.44  8.514364  4.134524
 3.45  8.514161  4.134277
 3.46  8.513957  4.134041
 3.47  8.513762  4.133805
 3.48  8.513566  4.133569
 3.49  8.513370  4.133332
 3.50  8.513182  4.133096
 3.51  8.512985  4.132871
 3.52  8.512805  4.132646
 3.53  8.512616  4.132421
 3.54  8.512435  4.132196
 3.55  8.512258  4.131986
 3.56  8.512077  4.131761
 3.57  8.511904  4.131547
 3.58  8.511730  4.131333
 3.59  8.511556  4.131130
 3.60  8.511383  4.130916
 3.61  8.511221  4.130718
 3.62  8.511055  4.130515
 3.63  8.510888  4.130312
 3.64  8.510734  4.130113
 3.65  8.510580  4.129915
 3.66  8.510426  4.129727
 3.67  8.510271  4.129529
 3.68  8.510117  4.129341
 3.69  8.509970  4.129154
 3.70  8.509823  4.128978
 3.71  8.509633  4.128747
 3.72  8.509494  4.128571
 3.73  8.509355  4.128384
 3.74  8.509208  4.128208
 3.75  8.509076  4.128032
 3.76  8.508937  4.127867
 3.77  8.508805  4.127691
 3.78  8.508666  4.127527
 3.79  8.508534  4.127350
 3.80  8.508410  4.127186
 3.81  8.508278  4.127021
 3.82  8.508154  4.126856
 3.83  8.508030  4.126703
 3.84  8.507906  4.126538
 3.85  8.507781  4.126385
 3.86  8.507657  4.126220
 3.87  8.507541  4.126067
 3.88  8.507381  4.125870
 3.89  8.507264  4.125716
 3.90  8.507148  4.125575
 3.91  8.507031  4.125421
 3.92  8.506922  4.125268
 3.93  8.506805  4.125126
 3.94  8.506696  4.124984
 3.95  8.506587  4.124842
 3.96  8.506486  4.124700
 3.97  8.506377  4.124558
 3.98  8.506276  4.124416
 3.99  8.506167  4.124286
 4.00  8.506066  4.124144
 4.01  8.505964  4.124013
 4.02  8.505871  4.123883
 4.03  8.505769  4.123753
 4.04  8.505676  4.123622
 4.05  8.505574  4.123492
 4.06  8.505481  4.123361
 4.07  8.505387  4.123231
 4.08  8.505293  4.123112
 4.09  8.505207  4.122981
 4.10  8.505114  4.122863
 4.11  8.504984  4.122700
 4.12  8.504891  4.122582
 4.13  8.504805  4.122463
 4.14  8.504719  4.122344
 4.15  8.504633  4.122225
 4.16  8.504555  4.122106
 4.17  8.504468  4.121999
 4.18  8.504382  4.121880
 4.19  8.504304  4.121772
 4.20  8.504226  4.121653
 4.21  8.504148  4.121546
 4.22  8.504069  4.121439
 4.23  8.503991  4.121332
 4.24  8.503913  4.121224
 4.25  8.503842  4.121117
 4.26  8.503764  4.121010
 4.27  8.503693  4.120914
 4.28  8.503623  4.120807
 4.29  8.503545  4.120711
 4.30  8.503474  4.120604
 4.31  8.503403  4.120508
 4.32  8.503341  4.120413
 4.33  8.503270  4.120317
 4.34  8.503200  4.120210
 4.35  8.503137  4.120114
 4.36  8.503074  4.120030
 4.37  8.503003  4.119935
 4.38  8.502941  4.119839
 4.39  8.502878  4.119743
 4.40  8.502815  4.119659
 4.41  8.502752  4.119564
 4.42  8.502689  4.119480
 4.43  8.502634  4.119384
 4.44  8.502572  4.119300
 4.45  8.502517  4.119216
 4.46  8.502454  4.119133
 4.47  8.502399  4.119049
 4.48  8.502344  4.118965
 4.49  8.502289  4.118881
 4.50  8.502190  4.118754
 4.51  8.502135  4.118670
 4.52  8.502080  4.118586
 4.53  8.502025  4.118514
 4.54  8.501978  4.118430
 4.55  8.501923  4.118358
 4.56  8.501876  4.118274
 4.57  8.501821  4.118202
 4.58  8.501773  4.118118
 4.59  8.501726  4.118046
 4.60  8.501679  4.117973
 4.61  8.501632  4.117901
 4.62  8.501584  4.117829
 4.63  8.501537  4.117757
 4.64  8.501490  4.117685
 4.65  8.501451  4.117613
 4.66  8.501403  4.117541
 4.67  8.501356  4.117469
 4.68  8.501317  4.117409
 4.69  8.501277  4.117336
 4.70  8.501230  4.117264
 4.71  8.501191  4.117204
 4.72  8.501151  4.117132
 4.73  8.501112  4.117072
 4.74  8.501072  4.116999
 4.75  8.501033  4.116939
 4.76  8.500994  4.116879
 4.77  8.500954  4.116819
 4.78  8.500915  4.116746
 4.79  8.500883  4.116686
 4.80  8.500844  4.116626
 4.81  8.500804  4.116566
 4.82  8.500773  4.116506
 4.83  8.500733  4.116445
 4.84  8.500702  4.116385
 4.85  8.500670  4.116337
 4.86  8.500639  4.116276
 4.87  8.500599  4.116216
 4.88  8.500568  4.116156
 4.89  8.500536  4.116108
 4.90  8.500504  4.116047
 4.91  8.500473  4.115999
 4.92  8.500441  4.115939
 4.93  8.500418  4.115890
 4.94  8.500386  4.115830
 4.95  8.500354  4.115782
 4.96  8.500323  4.115733
 4.97  8.500299  4.115673
 4.98  8.500268  4.115625
 4.99  8.500244  4.115576
 5.00  8.500212  4.115528
 5.01  8.500189  4.115468
 5.02  8.500165  4.115419
 5.03  8.500133  4.115371
 5.04  8.500110  4.115323
 5.05  8.500086  4.115274
 5.06  8.500062  4.115226
 5.07  8.500039  4.115178
 5.08  8.500015  4.115141
 5.09  8.499991  4.115093
 5.10  8.499967  4.115045
 5.11  8.499944  4.114996
 5.12  8.499920  4.114960
 5.13  8.499896  4.114912
 5.14  8.499873  4.114863
 5.15  8.499849  4.114827
 5.16  8.499833  4.114778
 5.17  8.499809  4.114742
 5.18  8.499794  4.114694
 5.19  8.499770  4.114657
 5.20  8.499754  4.114609
 5.21  8.499730  4.114573
 5.22  8.499714  4.114524
 5.23  8.499691  4.114488
 5.24  8.499675  4.114452
 5.25  8.499659  4.114403
 5.26  8.499635  4.114367
 5.27  8.499620  4.114331
 5.28  8.499604  4.114294
 5.29  8.499588  4.114258
 5.30  8.499572  4.114209
 5.31  8.499556  4.114173
 5.32  8.499540  4.114137
 5.33  8.499525  4.114100
 5.34  8.499509  4.114064
 5.35  8.499493  4.114028
 5.36  8.499477  4.113991
 5.37  8.499461  4.113955
 5.38  8.499446  4.113918
 5.39  8.499430  4.113894
 5.40  8.499422  4.113858
 5.41  8.499406  4.113821
 5.42  8.499390  4.113785
 5.43  8.499374  4.113749
 5.44  8.499366  4.113724
 5.45  8.499351  4.113688
 5.46  8.499343  4.113652
 5.47  8.499327  4.113615
 5.48  8.499319  4.113591
 5.49  8.499303  4.113555
 5.50  8.499295  4.113530
 5.51  8.499279  4.113494
 5.52  8.499271  4.113457
 5.53  8.499264  4.113433
 5.54  8.499248  4.113397
 5.55  8.499240  4.113372
 5.56  8.499232  4.113348
 5.57  8.499224  4.113312
 5.58  8.499208  4.113288
 5.59  8.499200  4.113251
 5.60  8.499192  4.113227
 5.61  8.499184  4.113202
 5.62  8.499176  4.113166
 5.63  8.499169  4.113142
 5.64  8.499161  4.113117
 5.65  8.499153  4.113081
 5.66  8.499145  4.113057
 5.67  8.499137  4.113032
 5.68  8.499129  4.113008
 5.69  8.499121  4.112984
 5.70  8.499113  4.112947
 5.71  8.499105  4.112923
 5.72  8.499105  4.112899
 5.73  8.499097  4.112874
 5.74  8.499089  4.112850
 5.75  8.499081  4.112826
 5.76  8.499081  4.112802
 5.77  8.499074  4.112777
 5.78  8.499066  4.112753
 5.79  8.499066  4.112729
 5.80  8.499058  4.112704
 5.81  8.499050  4.112680
 5.82  8.499050  4.112656
 5.83  8.499042  4.112631
 5.84  8.499042  4.112607
 5.85  8.499034  4.112583
 5.86  8.499034  4.112570
 5.87  8.499026  4.112546
 5.88  8.499026  4.112522
 5.89  8.499018  4.112498
 5.90  8.499018  4.112473
 5.91  8.499010  4.112461
 5.92  8.499010  4.112437
 5.93  8.499054  4.112456
 5.94  8.499046  4.112431
 5.95  8.499046  4.112419
 5.96  8.499046  4.112395
 5.97  8.499038  4.112371
 5.98  8.499038  4.112358
 5.99  8.499038  4.112334
 6.00  8.499030  4.112310
 6.01  8.499030  4.112298
 6.02  8.499030  4.112273
 6.03  8.499030  4.112249
 6.04  8.499030  4.112237
 6.05  8.499022  4.112212
 6.06  8.499022  4.112200
 6.07  8.499022  4.112176
 6.08  8.499022  4.112164
 6.09  8.499022  4.112139
 6.10  8.499022  4.112127
 6.11  8.499022  4.112103
 6.12  8.499022  4.112091
 6.13  8.499022  4.112066
 6.14  8.499022  4.112054
 6.15  8.499022  4.112030
 6.16  8.499022  4.112018
 6.17  8.499022  4.111993
 6.18  8.499022  4.111981
 6.19  8.499022  4.111969
 6.20  8.499022  4.111944
 6.21  8.499022  4.111932
 6.22  8.499022  4.111920
 6.23  8.499022  4.111896
 6.24  8.499022  4.111884
 6.25  8.499022  4.111871
 6.26  8.499022  4.111847
 6.27  8.499030  4.111835
 6.28  8.499030  4.111823
 6.29  8.499030  4.111798
 6.30  8.499030  4.111786
 6.31  8.499030  4.111774
 6.32  8.499030  4.111762
 6.33  8.499038  4.111749
 6.34  8.499038  4.111725
 6.35  8.499038  4.111713
 6.36  8.499038  4.111701
 6.37  8.499046  4.111689
 6.38  8.499046  4.111676
 6.39  8.499046  4.111652
 6.40  8.499046  4.111640
 6.41  8.499054  4.111628
 6.42  8.499054  4.111615
 6.43  8.499054  4.111603
 6.44  8.499062  4.111591
 6.45  8.499062  4.111579
 6.46  8.499062  4.111554
 6.47  8.499069  4.111542
 6.48  8.499069  4.111530
 6.49  8.499069  4.111518
 6.50  8.499077  4.111506
 6.51  8.499077  4.111493
 6.52  8.499085  4.111481
 6.53  8.499085  4.111469
 6.54  8.499085  4.111457
 6.55  8.499093  4.111445
 6.56  8.499093  4.111433
 6.57  8.499101  4.111420
 6.58  8.499101  4.111408
 6.59  8.499109  4.111396
 6.60  8.499109  4.111384
 6.61  8.499117  4.111372
 6.62  8.499117  4.111359
 6.63  8.499125  4.111347
 6.64  8.499125  4.111335
 6.65  8.499133  4.111323
 6.66  8.499133  4.111311
 6.67  8.499141  4.111298
 6.68  8.499141  4.111286
 6.69  8.499149  4.111274
 6.70  8.499149  4.111262
 6.71  8.499157  4.111262
 6.72  8.499157  4.111250
 6.73  8.499164  4.111237
 6.74  8.499164  4.111225
 6.75  8.499172  4.111213
 6.76  8.499172  4.111201
 6.77  8.499180  4.111189
 6.78  8.499180  4.111176
 6.79  8.499188  4.111176
 6.80  8.499196  4.111164
 6.81  8.499196  4.111152
 6.82  8.499204  4.111140
 6.83  8.499247  4.111171
 6.84  8.499255  4.111159
 6.85  8.499263  4.111159
 6.86  8.499263  4.111147
 6.87  8.499271  4.111134
 6.88  8.499271  4.111122
 6.89  8.499279  4.111110
 6.90  8.499287  4.111110
 6.91  8.499287  4.111098
 6.92  8.499295  4.111085
 6.93  8.499303  4.111073
 6.94  8.499303  4.111061
 6.95  8.499311  4.111061
 6.96  8.499319  4.111049
 6.97  8.499319  4.111037
 6.98  8.499327  4.111024
 6.99  8.499335  4.111024
 7.00  8.499335  4.111012
 7.01  8.499342  4.111000
 7.02  8.499350  4.111000
 7.03  8.499350  4.110988
 7.04  8.499358  4.110976
 7.05  8.499366  4.110963
 7.06  8.499366  4.110963
 7.07  8.499374  4.110951
 7.08  8.499382  4.110939
 7.09  8.499390  4.110939
 7.10  8.499390  4.110927
 7.11  8.499398  4.110915
 7.12  8.499406  4.110915
 7.13  8.499414  4.110902
 7.14  8.499414  4.110890
 7.15  8.499422  4.110878
 7.16  8.499430  4.110878
 7.17  8.499437  4.110866
 7.18  8.499437  4.110866
 7.19  8.499445  4.110854
 7.20  8.499453  4.110841
 7.21  8.499461  4.110841
 7.22  8.499461  4.110829
 7.23  8.499469  4.110817
 7.24  8.499477  4.110817
 7.25  8.499485  4.110805
 7.26  8.499493  4.110792
 7.27  8.499493  4.110792
 7.28  8.499501  4.110780
 7.29  8.499509  4.110780
 7.30  8.499517  4.110768
 7.31  8.499524  4.110756
 7.32  8.499524  4.110756
 7.33  8.499532  4.110744
 7.34  8.499540  4.110744
 7.35  8.499548  4.110731
 7.36  8.499556  4.110719
 7.37  8.499564  4.110719
 7.38  8.499564  4.110707
 7.39  8.499572  4.110707
 7.40  8.499580  4.110695
 7.41  8.499588  4.110695
 7.42  8.499596  4.110682
 7.43  8.499604  4.110682
 7.44  8.499612  4.110670
 7.45  8.499612  4.110658
 7.46  8.499619  4.110658
 7.47  8.499627  4.110646
 7.48  8.499635  4.110646
 7.49  8.499643  4.110634
 7.50  8.499651  4.110634
 7.51  8.499659  4.110621
 7.52  8.499659  4.110621
 7.53  8.499667  4.110609
 7.54  8.499675  4.110609
 7.55  8.499683  4.110597
 7.56  8.499691  4.110597
 7.57  8.499699  4.110585
 7.58  8.499706  4.110585
 7.59  8.499714  4.110573
 7.60  8.499722  4.110573
 7.61  8.499722  4.110560
 7.62  8.499730  4.110560
 7.63  8.499738  4.110548
 7.64  8.499746  4.110548
 7.65  8.499754  4.110536
 7.66  8.499762  4.110536
 7.67  8.499813  4.110567
 7.68  8.499821  4.110567
 7.69  8.499829  4.110555
 7.70  8.499837  4.110555
 7.71  8.499837  4.110543
 7.72  8.499845  4.110543
 7.73  8.499853  4.110530
 7.74  8.499861  4.110530
 7.75  8.499868  4.110518
 7.76  8.499876  4.110518
 7.77  8.499884  4.110518
 7.78  8.499892  4.110506
 7.79  8.499900  4.110506
 7.80  8.499908  4.110494
 7.81  8.499916  4.110494
 7.82  8.499924  4.110481
 7.83  8.499932  4.110481
 7.84  8.499932  4.110469
 7.85  8.499940  4.110469
 7.86  8.499948  4.110469
 7.87  8.499955  4.110457
 7.88  8.499963  4.110457
 7.89  8.499971  4.110445
 7.90  8.499979  4.110445
 7.91  8.499987  4.110433
 7.92  8.499995  4.110433
 7.93  8.500003  4.110433
 7.94  8.500011  4.110420
 7.95  8.500019  4.110420
 7.96  8.500027  4.110408
 7.97  8.500034  4.110408
 7.98  8.500042  4.110408
 7.99  8.500050  4.110396
 8.00  8.500058  4.110396
 8.01  8.500066  4.110384
 8.02  8.500074  4.110384
 8.03  8.500074  4.110384
 8.04  8.500082  4.110371
 8.05  8.500090  4.110371
 8.06  8.500098  4.110359
 8.07  8.500106  4.110359
 8.08  8.500113  4.110359
 8.09  8.500121  4.110347
 8.10  8.500129  4.110347
 8.11  8.500137  4.110335
 8.12  8.500145  4.110335
 8.13  8.500153  4.110335
 8.14  8.500161  4.110323
 8.15  8.500169  4.110323
 8.16  8.500177  4.110323
 8.17  8.500185  4.110310
 8.18  8.500192  4.110310
 8.19  8.500200  4.110298
 8.20  8.500208  4.110298
 8.21  8.500216  4.110298
 8.22  8.500224  4.110286
 8.23  8.500232  4.110286
 8.24  8.500240  4.110286
 8.25  8.500248  4.110274
 8.26  8.500256  4.110274
 8.27  8.500264  4.110274
 8.28  8.500271  4.110261
 8.29  8.500279  4.110261
 8.30  8.500287  4.110249
 8.31  8.500295  4.110249
 8.32  8.500303  4.110249
 8.33  8.500303  4.110237
 8.34  8.500311  4.110237
 8.35  8.500319  4.110237
 8.36  8.500327  4.110225
 8.37  8.500335  4.110225
 8.38  8.500343  4.110225
 8.39  8.500350  4.110212
 8.40  8.500358  4.110212
 8.41  8.500366  4.110212
 8.42  8.500374  4.110200
 8.43  8.500382  4.110200
 8.44  8.500390  4.110200
 8.45  8.500398  4.110188
 8.46  8.500406  4.110188
 8.47  8.500414  4.110188
 8.48  8.500422  4.110176
 8.49  8.500429  4.110176
 8.50  8.500437  4.110176
 8.51  8.500445  4.110164
 8.52  8.500497  4.110207
 8.53  8.500504  4.110207
 8.54  8.500512  4.110195
 8.55  8.500520  4.110195
 8.56  8.500528  4.110195
 8.57  8.500536  4.110182
 8.58  8.500544  4.110182
 8.59  8.500552  4.110182
 8.60  8.500560  4.110182
 8.61  8.500568  4.110170
 8.62  8.500576  4.110170
 8.63  8.500583  4.110170
 8.64  8.500591  4.110158
 8.65  8.500599  4.110158
 8.66  8.500607  4.110158
 8.67  8.500615  4.110146
 8.68  8.500623  4.110146
 8.69  8.500631  4.110146
 8.70  8.500639  4.110146
 8.71  8.500647  4.110134
 8.72  8.500654  4.110134
 8.73  8.500662  4.110134
 8.74  8.500670  4.110121
 8.75  8.500678  4.110121
 8.76  8.500686  4.110121
 8.77  8.500694  4.110109
 8.78  8.500702  4.110109
 8.79  8.500710  4.110109
 8.80  8.500718  4.110109
 8.81  8.500725  4.110097
 8.82  8.500733  4.110097
 8.83  8.500741  4.110097
 8.84  8.500749  4.110085
 8.85  8.500757  4.110085
 8.86  8.500765  4.110085
 8.87  8.500765  4.110085
 8.88  8.500773  4.110072
 8.89  8.500781  4.110072
 8.90  8.500789  4.110072
 8.91  8.500797  4.110060
 8.92  8.500804  4.110060
 8.93  8.500812  4.110060
 8.94  8.500820  4.110060
 8.95  8.500828  4.110048
 8.96  8.500836  4.110048
 8.97  8.500844  4.110048
 8.98  8.500852  4.110048
 8.99  8.500860  4.110036
 9.00  8.500868  4.110036
 9.01  8.500875  4.110036
 9.02  8.500888  4.110028
 9.03  8.500896  4.110028
 9.04  8.500903  4.110028
 9.05  8.500911  4.110028
 9.06  8.500919  4.110015
 9.07  8.500927  4.110015
 9.08  8.500935  4.110015
 9.09  8.500943  4.110015
 9.10  8.500951  4.110003
 9.11  8.500963  4.110008
 9.12  8.500971  4.110008
 9.13  8.500979  4.110008
 9.14  8.500987  4.109995
 9.15  8.500995  4.109995
 9.16  8.501002  4.109995
 9.17  8.501010  4.109983
 9.18  8.501018  4.109983
 9.19  8.501026  4.109983
 9.20  8.501034  4.109983
 9.21  8.501046  4.109975
 9.22  8.501054  4.109975
 9.23  8.501062  4.109975
 9.24  8.501070  4.109975
 9.25  8.501078  4.109963
 9.26  8.501086  4.109963
 9.27  8.501093  4.109963
 9.28  8.501101  4.109963
 9.29  8.501109  4.109951
 9.30  8.501121  4.109955
 9.31  8.501129  4.109955
 9.32  8.501129  4.109955
 9.33  8.501137  4.109943
