 t       A(O)      A(F)
 9.30  8.623160  4.638493
 9.31  8.623177  4.638498
 9.32  8.623189  4.638535
 9.33  8.623201  4.638535
 9.34  8.623213  4.638535
 9.35  8.623231  4.638535
 9.36  8.623248  4.638539
 9.37  8.623260  4.638576
 9.38  8.623272  4.638576
 9.39  8.623284  4.638576
 9.40  8.623297  4.638576
 9.41  8.623309  4.638613
 9.42  8.623331  4.638618
 9.43  8.623343  4.638618
 9.44  8.623356  4.638618
 9.45  8.623368  4.638655
 9.46  8.623380  4.638655
 9.47  8.623396  4.638659
 9.48  8.623409  4.638659
 9.49  8.623421  4.638659
 9.50  8.623433  4.638696
 9.51  8.623451  4.638696
 9.52  8.623468  4.638700
 9.53  8.623480  4.638700
 9.54  8.623492  4.638737
 9.55  8.623504  4.638737
 9.56  8.623516  4.638737
 9.57  8.623528  4.638737
 9.58  8.623545  4.638742
 9.59  8.623557  4.638779
 9.60  8.623569  4.638779
 9.61  8.623581  4.638779
 9.62  8.623600  4.638779
 9.63  8.623616  4.638820
 9.64  8.623628  4.638820
 9.65  8.623640  4.638820
 9.66  8.623653  4.638820
 9.67  8.623665  4.638820
 9.68  8.623677  4.638857
 9.69  8.623693  4.638862
 9.70  8.623706  4.638862
 9.71  8.623718  4.638862
 9.72  8.623730  4.638899
 9.73  8.623742  4.638899
 9.74  8.623759  4.638903
 9.75  8.623771  4.638903
 9.76  8.623783  4.638903
 9.77  8.623795  4.638940
 9.78  8.623807  4.638940
 9.79  8.623819  4.638940
 9.80  8.623842  4.638944
 9.81  8.623854  4.638981
 9.82  8.623866  4.638981
 9.83  8.623878  4.638981
 9.84  8.623890  4.638981
 9.85  8.623907  4.638986
 9.86  8.623919  4.639023
 9.87  8.623931  4.639023
 9.88  8.623943  4.639023
 9.89  8.623956  4.639023
 9.90  8.623968  4.639060
 9.91  8.623984  4.639064
 9.92  8.623996  4.639064
 9.93  8.624008  4.639064
 9.94  8.624021  4.639064
 9.95  8.624033  4.639101
 9.96  8.624049  4.639106
 9.97  8.624061  4.639106
 9.98  8.624074  4.639106
 9.99  8.624086  4.639106
10.00  8.624098  4.639143
10.01  8.624110  4.639143
10.02  8.624127  4.639147
10.03  8.624139  4.639147
10.04  8.624151  4.639184
10.05  8.624163  4.639184
10.06  8.624175  4.639184
10.07  8.624192  4.639188
10.08  8.624204  4.639188
10.09  8.624216  4.639225
10.10  8.624228  4.639225
10.11  8.624240  4.639225
10.12  8.624252  4.639225
10.13  8.624263  4.639230
10.14  8.624275  4.639267
10.15  8.624287  4.639267
10.16  8.624299  4.639267
10.17  8.624311  4.639267
10.18  8.624323  4.639267
10.19  8.624340  4.639308
10.20  8.624352  4.639308
10.21  8.624364  4.639308
10.22  8.624376  4.639308
10.23  8.624388  4.639345
10.24  8.624400  4.639345
10.25  8.624417  4.639349
10.26  8.624429  4.639349
10.27  8.624441  4.639349
10.28  8.624453  4.639386
10.29  8.624465  4.639386
10.30  8.624478  4.639386
10.31  8.624488  4.639391
10.32  8.624500  4.639391
10.33  8.624512  4.639428
10.34  8.624524  4.639428
10.35  8.624537  4.639428
10.36  8.624553  4.639432
10.37  8.624565  4.639432
10.38  8.624577  4.639469
10.39  8.624589  4.639469
10.40  8.624602  4.639469
10.41  8.624614  4.639469
10.42  8.624624  4.639473
10.43  8.624636  4.639510
10.44  8.624648  4.639510
10.45  8.624660  4.639510
10.46  8.624673  4.639510
10.47  8.624685  4.639510
10.48  8.624701  4.639552
10.49  8.624713  4.639552
10.50  8.624725  4.639552
10.51  8.624732  4.639552
10.52  8.624744  4.639552
10.53  8.624756  4.639589
10.54  8.624772  4.639593
10.55  8.624784  4.639593
10.56  8.624797  4.639593
10.57  8.624809  4.639593
10.58  8.624821  4.639630
10.59  8.624827  4.639630
10.60  8.624843  4.639634
10.61  8.624855  4.639634
10.62  8.624868  4.639671
10.63  8.624880  4.639671
10.64  8.624892  4.639671
10.65  8.624904  4.639671
10.66  8.624914  4.639676
10.67  8.624926  4.639676
10.68  8.624939  4.639713
10.69  8.624951  4.639713
10.70  8.624963  4.639713
10.71  8.624975  4.639713
10.72  8.624981  4.639713
10.73  8.624997  4.639754
10.74  8.625010  4.639754
10.75  8.625022  4.639754
10.76  8.625034  4.639754
10.77  8.625046  4.639754
10.78  8.625052  4.639791
10.79  8.625068  4.639795
10.80  8.625081  4.639795
10.81  8.625093  4.639795
10.82  8.625105  4.639795
10.83  8.625111  4.639832
10.84  8.625123  4.639832
10.85  8.625139  4.639837
10.86  8.625152  4.639837
10.87  8.625164  4.639837
10.88  8.625176  4.639874
10.89  8.625182  4.639874
10.90  8.625194  4.639874
10.91  8.625210  4.639878
10.92  8.625223  4.639878
10.93  8.625235  4.639915
10.94  8.625241  4.639915
10.95  8.625253  4.639915
10.96  8.625265  4.639915
10.97  8.625277  4.639915
10.98  8.625287  4.639956
10.99  8.625300  4.639956
11.00  8.625312  4.639956
11.01  8.625324  4.639956
11.02  8.625336  4.639956
11.03  8.625342  4.639993
11.04  8.625358  4.639997
11.05  8.625370  4.639997
11.06  8.625383  4.639997
11.07  8.625389  4.639997
11.08  8.625401  4.639997
11.09  8.625413  4.640034
11.10  8.625425  4.640034
11.11  8.625435  4.640039
11.12  8.625447  4.640039
11.13  8.625460  4.640039
11.14  8.625472  4.640076
11.15  8.625478  4.640076
11.16  8.625490  4.640076
11.17  8.625506  4.640080
11.18  8.625518  4.640080
11.19  8.625524  4.640117
11.20  8.625537  4.640117
11.21  8.625549  4.640117
11.22  8.625561  4.640117
11.23  8.625567  4.640117
11.24  8.625583  4.640121
11.25  8.625595  4.640158
11.26  8.625601  4.640158
11.27  8.625614  4.640158
11.28  8.625626  4.640158
11.29  8.625638  4.640158
11.30  8.625648  4.640200
11.31  8.625660  4.640200
11.32  8.625672  4.640200
11.33  8.625684  4.640200
11.34  8.625690  4.640200
11.35  8.625703  4.640200
11.36  8.625715  4.640236
11.37  8.625725  4.640241
11.38  8.625737  4.640241
11.39  8.625749  4.640241
11.40  8.625755  4.640241
11.41  8.625767  4.640278
11.42  8.625779  4.640278
11.43  8.625792  4.640278
11.44  8.625802  4.640282
11.45  8.625814  4.640282
11.46  8.625826  4.640282
11.47  8.625832  4.640319
11.48  8.625844  4.640319
11.49  8.625856  4.640319
11.50  8.625867  4.640323
11.51  8.625879  4.640323
11.52  8.625891  4.640360
11.53  8.625897  4.640360
11.54  8.625909  4.640360
11.55  8.625921  4.640360
11.56  8.625927  4.640360
11.57  8.625944  4.640365
11.58  8.625956  4.640402
11.59  8.625962  4.640402
11.60  8.625974  4.640402
11.61  8.625986  4.640402
11.62  8.625992  4.640402
11.63  8.626004  4.640438
11.64  8.626021  4.640443
11.65  8.626027  4.640443
11.66  8.626039  4.640443
11.67  8.626051  4.640443
11.68  8.626057  4.640443
11.69  8.626069  4.640480
11.70  8.626081  4.640480
11.71  8.626092  4.640484
11.72  8.626104  4.640484
11.73  8.626116  4.640484
11.74  8.626122  4.640484
11.75  8.626134  4.640521
11.76  8.626140  4.640521
11.77  8.626152  4.640521
11.78  8.626168  4.640525
11.79  8.626174  4.640525
11.80  8.626187  4.640562
11.81  8.626199  4.640562
11.82  8.626205  4.640562
11.83  8.626217  4.640562
11.84  8.626223  4.640562
11.85  8.626235  4.640562
11.86  8.626251  4.640604
11.87  8.626257  4.640604
11.88  8.626269  4.640604
11.89  8.626282  4.640604
11.90  8.626288  4.640604
11.91  8.626300  4.640604
11.92  8.626306  4.640640
11.93  8.626322  4.640645
11.94  8.626334  4.640645
11.95  8.626340  4.640645
11.96  8.626352  4.640645
11.97  8.626358  4.640645
11.98  8.626370  4.640682
11.99  8.626383  4.640682
12.00  8.626393  4.640686
12.01  8.626405  4.640686
12.02  8.626411  4.640686
12.03  8.626423  4.640723
12.04  8.626435  4.640723
12.05  8.626441  4.640723
12.06  8.626453  4.640723
12.07  8.626464  4.640727
12.08  8.626476  4.640727
12.09  8.626482  4.640764
12.10  8.626494  4.640764
12.11  8.626506  4.640764
12.12  8.626512  4.640764
12.13  8.626524  4.640764
12.14  8.626530  4.640764
12.15  8.626547  4.640805
12.16  8.626553  4.640805
12.17  8.626565  4.640805
12.18  8.626577  4.640805
12.19  8.626583  4.640805
12.20  8.626595  4.640805
12.21  8.626601  4.640842
12.22  8.626617  4.640847
12.23  8.626623  4.640847
12.24  8.626635  4.640847
12.25  8.626648  4.640847
12.26  8.626654  4.640847
12.27  8.626666  4.640883
12.28  8.626672  4.640883
12.29  8.626684  4.640883
12.30  8.626694  4.640888
12.31  8.626706  4.640888
12.32  8.626712  4.640888
12.33  8.626724  4.640925
12.34  8.626730  4.640925
12.35  8.626742  4.640925
12.36  8.626748  4.640925
12.37  8.626765  4.640929
12.38  8.626777  4.640929
12.39  8.626783  4.640966
12.40  8.626795  4.640966
12.41  8.626801  4.640966
12.42  8.626813  4.640966
12.43  8.626819  4.640966
12.44  8.626831  4.640966
12.45  8.626842  4.640970
12.46  8.626854  4.641007
12.47  8.626860  4.641007
12.48  8.626872  4.641007
12.49  8.626878  4.641007
12.50  8.626890  4.641007
12.51  8.626896  4.641007
12.52  8.626908  4.641044
12.53  8.626918  4.641048
12.54  8.626931  4.641048
12.55  8.626937  4.641048
12.56  8.626949  4.641048
12.57  8.626955  4.641048
12.58  8.626967  4.641085
12.59  8.626973  4.641085
12.60  8.626985  4.641085
12.61  8.626995  4.641090
12.62  8.627007  4.641090
12.63  8.627013  4.641090
12.64  8.627025  4.641126
12.65  8.627031  4.641126
12.66  8.627043  4.641126
12.67  8.627049  4.641126
12.68  8.627062  4.641126
12.69  8.627072  4.641131
12.70  8.627084  4.641131
12.71  8.627090  4.641168
12.72  8.627102  4.641168
12.73  8.627108  4.641168
12.74  8.627120  4.641168
12.75  8.627126  4.641168
12.76  8.627138  4.641168
12.77  8.627149  4.641209
12.78  8.627161  4.641209
12.79  8.627167  4.641209
12.80  8.627173  4.641209
12.81  8.627185  4.641209
12.82  8.627191  4.641209
12.83  8.627203  4.641246
12.84  8.627209  4.641246
12.85  8.627225  4.641250
12.86  8.627231  4.641250
12.87  8.627243  4.641250
12.88  8.627249  4.641250
12.89  8.627256  4.641250
12.90  8.627268  4.641287
12.91  8.627274  4.641287
12.92  8.627286  4.641287
12.93  8.627296  4.641291
12.94  8.627308  4.641291
12.95  8.627314  4.641291
12.96  8.627320  4.641291
12.97  8.627332  4.641328
12.98  8.627338  4.641328
12.99  8.627350  4.641328
13.00  8.627356  4.641328
13.01  8.627362  4.641328
13.02  8.627379  4.641333
13.03  8.627385  4.641369
13.04  8.627397  4.641369
13.05  8.627403  4.641369
13.06  8.627409  4.641369
13.07  8.627421  4.641369
13.08  8.627427  4.641369
13.09  8.627439  4.641369
13.10  8.627445  4.641406
13.11  8.627461  4.641411
13.12  8.627468  4.641411
13.13  8.627474  4.641411
13.14  8.627486  4.641411
13.15  8.627492  4.641411
13.16  8.627504  4.641411
13.17  8.627510  4.641447
13.18  8.627516  4.641447
13.19  8.627528  4.641447
13.20  8.627538  4.641452
13.21  8.627550  4.641452
13.22  8.627556  4.641452
13.23  8.627562  4.641488
13.24  8.627574  4.641488
13.25  8.627580  4.641488
13.26  8.627592  4.641488
13.27  8.627598  4.641488
13.28  8.627604  4.641488
13.29  8.627621  4.641493
13.30  8.627627  4.641530
13.31  8.627633  4.641530
13.32  8.627645  4.641530
13.33  8.627651  4.641530
13.34  8.627663  4.641530
13.35  8.627669  4.641530
13.36  8.627675  4.641530
13.37  8.627687  4.641566
13.38  8.627697  4.641571
13.39  8.627710  4.641571
13.40  8.627716  4.641571
13.41  8.627722  4.641571
13.42  8.627734  4.641571
13.43  8.627740  4.641571
13.44  8.627746  4.641608
13.45  8.627758  4.641608
13.46  8.627764  4.641608
13.47  8.627780  4.641612
13.48  8.627786  4.641612
13.49  8.627792  4.641612
13.50  8.627804  4.641612
13.51  8.627810  4.641649
13.52  8.627816  4.641649
13.53  8.627828  4.641649
13.54  8.627834  4.641649
13.55  8.627846  4.641649
13.56  8.627857  4.641653
13.57  8.627863  4.641653
13.58  8.627875  4.641690
13.59  8.627881  4.641690
13.60  8.627887  4.641690
13.61  8.627899  4.641690
13.62  8.627905  4.641690
13.63  8.627911  4.641690
13.64  8.627923  4.641727
13.65  8.627929  4.641727
13.66  8.627945  4.641731
13.67  8.627951  4.641731
13.68  8.627957  4.641731
13.69  8.627969  4.641731
13.70  8.627975  4.641731
13.71  8.627981  4.641768
13.72  8.627993  4.641768
13.73  8.627999  4.641768
13.74  8.628005  4.641768
13.75  8.628022  4.641772
13.76  8.628028  4.641772
13.77  8.628034  4.641772
13.78  8.628046  4.641809
13.79  8.628052  4.641809
13.80  8.628064  4.641809
13.81  8.628070  4.641809
13.82  8.628076  4.641809
13.83  8.628088  4.641809
13.84  8.628094  4.641809
13.85  8.628105  4.641850
13.86  8.628117  4.641850
13.87  8.628123  4.641850
13.88  8.628129  4.641850
13.89  8.628141  4.641850
13.90  8.628147  4.641850
13.91  8.628153  4.641850
13.92  8.628165  4.641887
13.93  8.628171  4.641887
13.94  8.628177  4.641887
13.95  8.628193  4.641891
13.96  8.628199  4.641891
13.97  8.628205  4.641891
13.98  8.628217  4.641891
13.99  8.628223  4.641928
14.00  8.628229  4.641928
14.01  8.628241  4.641928
14.02  8.628247  4.641928
14.03  8.628253  4.641928
14.04  8.628270  4.641933
14.05  8.628276  4.641933
14.06  8.628282  4.641969
14.07  8.628294  4.641969
14.08  8.628300  4.641969
14.09  8.628306  4.641969
14.10  8.628318  4.641969
14.11  8.628324  4.641969
14.12  8.628330  4.641969
14.13  8.628342  4.641969
14.14  8.628348  4.642006
14.15  8.628358  4.642011
14.16  8.628370  4.642011
14.17  8.628376  4.642011
14.18  8.628382  4.642011
14.19  8.628394  4.642011
14.20  8.628400  4.642011
14.21  8.628406  4.642047
14.22  8.628418  4.642047
14.23  8.628424  4.642047
14.24  8.628430  4.642047
14.25  8.628441  4.642052
14.26  8.628453  4.642052
14.27  8.628459  4.642052
14.28  8.628465  4.642088
14.29  8.628477  4.642088
14.30  8.628483  4.642088
14.31  8.628489  4.642088
14.32  8.628501  4.642088
14.33  8.628507  4.642088
14.34  8.628513  4.642088
14.35  8.628529  4.642130
14.36  8.628535  4.642130
14.37  8.628541  4.642130
14.38  8.628553  4.642130
14.39  8.628559  4.642130
14.40  8.628565  4.642130
14.41  8.628571  4.642130
14.42  8.628583  4.642166
14.43  8.628589  4.642166
14.44  8.628595  4.642166
14.45  8.628607  4.642166
14.46  8.628618  4.642171
14.47  8.628624  4.642171
14.48  8.628636  4.642171
14.49  8.628642  4.642171
14.50  8.628648  4.642207
14.51  8.628654  4.642207
14.52  8.628666  4.642207
14.53  8.628672  4.642207
14.54  8.628678  4.642207
14.55  8.628690  4.642207
14.56  8.628696  4.642207
14.57  8.628706  4.642249
14.58  8.628712  4.642249
14.59  8.628724  4.642249
14.60  8.628730  4.642249
14.61  8.628736  4.642249
14.62  8.628748  4.642249
14.63  8.628754  4.642249
14.64  8.628760  4.642285
14.65  8.628766  4.642285
14.66  8.628778  4.642285
14.67  8.628784  4.642285
14.68  8.628795  4.642290
14.69  8.628807  4.642290
14.70  8.628813  4.642290
14.71  8.628819  4.642326
14.72  8.628825  4.642326
14.73  8.628837  4.642326
14.74  8.628843  4.642326
14.75  8.628849  4.642326
14.76  8.628861  4.642326
14.77  8.628867  4.642326
14.78  8.628873  4.642326
14.79  8.628879  4.642363
14.80  8.628895  4.642368
14.81  8.628901  4.642368
14.82  8.628907  4.642368
14.83  8.628913  4.642368
14.84  8.628925  4.642368
14.85  8.628931  4.642368
14.86  8.628937  4.642404
14.87  8.628949  4.642404
14.88  8.628955  4.642404
14.89  8.628961  4.642404
14.90  8.628967  4.642404
14.91  8.628984  4.642409
14.92  8.628990  4.642409
14.93  8.628996  4.642409
14.94  8.629002  4.642445
14.95  8.629014  4.642445
14.96  8.629020  4.642445
14.97  8.629026  4.642445
14.98  8.629032  4.642445
14.99  8.629044  4.642445
15.00  8.629050  4.642445
