 t       A(O)      A(F)
 5.09  8.174580  4.342494
 5.10  8.174547  4.342459
 5.11  8.174530  4.342416
 5.12  8.174497  4.342381
 5.13  8.174481  4.342338
 5.14  8.174464  4.342303
 5.15  8.174448  4.342260
 5.16  8.174414  4.342225
 5.17  8.174398  4.342189
 5.18  8.174381  4.342153
 5.19  8.174365  4.342118
 5.20  8.174348  4.342082
 5.21  8.174332  4.342047
 5.22  8.174298  4.342011
 5.23  8.174282  4.341976
 5.24  8.174265  4.341940
 5.25  8.174249  4.341905
 5.26  8.174232  4.341876
 5.27  8.174216  4.341841
 5.28  8.174199  4.341805
 5.29  8.174182  4.341777
 5.30  8.174166  4.341741
 5.31  8.174149  4.341713
 5.32  8.174133  4.341677
 5.33  8.174133  4.341649
 5.34  8.174116  4.341620
 5.35  8.174099  4.341592
 5.36  8.174083  4.341556
 5.37  8.174066  4.341528
 5.38  8.174050  4.341499
 5.39  8.174050  4.341471
 5.40  8.174033  4.341442
 5.41  8.174017  4.341414
 5.42  8.174000  4.341385
 5.43  8.174000  4.341357
 5.44  8.173983  4.341336
 5.45  8.173967  4.341307
 5.46  8.173967  4.341279
 5.47  8.173950  4.341250
 5.48  8.173934  4.341229
 5.49  8.173934  4.341200
 5.50  8.173917  4.341172
 5.51  8.173917  4.341151
 5.52  8.173900  4.341122
 5.53  8.173900  4.341101
 5.54  8.173884  4.341079
 5.55  8.173884  4.341051
 5.56  8.173867  4.341029
 5.57  8.173867  4.341008
 5.58  8.173851  4.340980
 5.59  8.173851  4.340958
 5.60  8.173834  4.340937
 5.61  8.173877  4.340959
 5.62  8.173860  4.340937
 5.63  8.173860  4.340916
 5.64  8.173860  4.340894
 5.65  8.173844  4.340873
 5.66  8.173844  4.340852
 5.67  8.173827  4.340830
 5.68  8.173827  4.340809
 5.69  8.173827  4.340787
 5.70  8.173827  4.340766
 5.71  8.173811  4.340745
 5.72  8.173811  4.340730
 5.73  8.173811  4.340709
 5.74  8.173794  4.340688
 5.75  8.173794  4.340666
 5.76  8.173794  4.340652
 5.77  8.173794  4.340631
 5.78  8.173777  4.340616
 5.79  8.173777  4.340595
 5.80  8.173777  4.340581
 5.81  8.173777  4.340559
 5.82  8.173777  4.340545
 5.83  8.173777  4.340524
 5.84  8.173761  4.340509
 5.85  8.173761  4.340488
 5.86  8.173761  4.340474
 5.87  8.173761  4.340459
 5.88  8.173761  4.340438
 5.89  8.173761  4.340424
 5.90  8.173761  4.340410
 5.91  8.173761  4.340395
 5.92  8.173761  4.340381
 5.93  8.173761  4.340360
 5.94  8.173761  4.340345
 5.95  8.173744  4.340331
 5.96  8.173744  4.340317
 5.97  8.173744  4.340302
 5.98  8.173744  4.340288
 5.99  8.173744  4.340274
 6.00  8.173744  4.340260
 6.01  8.173744  4.340245
 6.02  8.173744  4.340231
 6.03  8.173761  4.340217
 6.04  8.173761  4.340203
 6.05  8.173761  4.340195
 6.06  8.173761  4.340181
 6.07  8.173761  4.340167
 6.08  8.173761  4.340153
 6.09  8.173761  4.340138
 6.10  8.173761  4.340131
 6.11  8.173761  4.340117
 6.12  8.173761  4.340103
 6.13  8.173761  4.340095
 6.14  8.173761  4.340081
 6.15  8.173777  4.340067
 6.16  8.173777  4.340060
 6.17  8.173777  4.340046
 6.18  8.173777  4.340031
 6.19  8.173777  4.340024
 6.20  8.173777  4.340010
 6.21  8.173777  4.340003
 6.22  8.173794  4.339988
 6.23  8.173794  4.339981
 6.24  8.173794  4.339967
 6.25  8.173794  4.339960
 6.26  8.173794  4.339953
 6.27  8.173811  4.339938
 6.28  8.173811  4.339931
 6.29  8.173811  4.339917
 6.30  8.173811  4.339910
 6.31  8.173811  4.339903
 6.32  8.173827  4.339888
 6.33  8.173827  4.339881
 6.34  8.173827  4.339874
 6.35  8.173827  4.339860
 6.36  8.173844  4.339853
 6.37  8.173844  4.339846
 6.38  8.173844  4.339838
 6.39  8.173860  4.339831
 6.40  8.173860  4.339817
 6.41  8.173860  4.339810
 6.42  8.173860  4.339803
 6.43  8.173877  4.339796
 6.44  8.173877  4.339788
 6.45  8.173877  4.339781
 6.46  8.173894  4.339774
 6.47  8.173894  4.339767
 6.48  8.173894  4.339753
 6.49  8.173910  4.339746
 6.50  8.173953  4.339781
 6.51  8.173953  4.339774
 6.52  8.173970  4.339767
 6.53  8.173970  4.339760
 6.54  8.173970  4.339753
 6.55  8.173986  4.339746
 6.56  8.173986  4.339739
 6.57  8.173986  4.339731
 6.58  8.174003  4.339724
 6.59  8.174003  4.339724
 6.60  8.174020  4.339717
 6.61  8.174020  4.339710
 6.62  8.174020  4.339703
 6.63  8.174036  4.339696
 6.64  8.174036  4.339689
 6.65  8.174053  4.339681
 6.66  8.174053  4.339674
 6.67  8.174053  4.339674
 6.68  8.174069  4.339667
 6.69  8.174069  4.339660
 6.70  8.174086  4.339653
 6.71  8.174086  4.339646
 6.72  8.174103  4.339646
 6.73  8.174103  4.339638
 6.74  8.174103  4.339631
 6.75  8.174119  4.339624
 6.76  8.174119  4.339624
 6.77  8.174136  4.339617
 6.78  8.174136  4.339610
 6.79  8.174152  4.339610
 6.80  8.174152  4.339603
 6.81  8.174169  4.339596
 6.82  8.174169  4.339596
 6.83  8.174169  4.339588
 6.84  8.174186  4.339581
 6.85  8.174186  4.339581
 6.86  8.174202  4.339574
 6.87  8.174202  4.339567
 6.88  8.174219  4.339567
 6.89  8.174219  4.339560
 6.90  8.174235  4.339560
 6.91  8.174235  4.339553
 6.92  8.174252  4.339553
 6.93  8.174252  4.339546
 6.94  8.174268  4.339538
 6.95  8.174268  4.339538
 6.96  8.174285  4.339531
 6.97  8.174285  4.339531
 6.98  8.174302  4.339524
 6.99  8.174302  4.339524
 7.00  8.174318  4.339517
 7.01  8.174318  4.339517
 7.02  8.174335  4.339510
 7.03  8.174335  4.339510
 7.04  8.174351  4.339503
 7.05  8.174351  4.339503
 7.06  8.174368  4.339496
 7.07  8.174385  4.339496
 7.08  8.174385  4.339496
 7.09  8.174401  4.339488
 7.10  8.174401  4.339488
 7.11  8.174418  4.339481
 7.12  8.174418  4.339481
 7.13  8.174434  4.339474
 7.14  8.174434  4.339474
 7.15  8.174451  4.339474
 7.16  8.174451  4.339467
 7.17  8.174467  4.339467
 7.18  8.174484  4.339460
 7.19  8.174484  4.339460
 7.20  8.174501  4.339460
 7.21  8.174501  4.339453
 7.22  8.174517  4.339453
 7.23  8.174517  4.339453
 7.24  8.174534  4.339445
 7.25  8.174534  4.339445
 7.26  8.174550  4.339445
 7.27  8.174567  4.339438
 7.28  8.174567  4.339438
 7.29  8.174583  4.339438
 7.30  8.174583  4.339431
 7.31  8.174600  4.339431
 7.32  8.174617  4.339431
 7.33  8.174617  4.339424
 7.34  8.174676  4.339467
 7.35  8.174676  4.339467
 7.36  8.174693  4.339467
 7.37  8.174693  4.339460
 7.38  8.174709  4.339460
 7.39  8.174726  4.339460
 7.40  8.174726  4.339453
 7.41  8.174742  4.339453
 7.42  8.174742  4.339453
 7.43  8.174759  4.339453
 7.44  8.174776  4.339453
 7.45  8.174776  4.339446
 7.46  8.174792  4.339446
 7.47  8.174792  4.339446
 7.48  8.174809  4.339446
 7.49  8.174825  4.339438
 7.50  8.174825  4.339438
 7.51  8.174842  4.339438
 7.52  8.174842  4.339438
 7.53  8.174858  4.339438
 7.54  8.174875  4.339431
 7.55  8.174875  4.339431
 7.56  8.174891  4.339431
 7.57  8.174891  4.339431
 7.58  8.174908  4.339431
 7.59  8.174925  4.339431
 7.60  8.174925  4.339424
 7.61  8.174941  4.339424
 7.62  8.174958  4.339424
 7.63  8.174958  4.339424
 7.64  8.174974  4.339424
 7.65  8.174974  4.339424
 7.66  8.174991  4.339417
 7.67  8.175007  4.339417
 7.68  8.175007  4.339417
 7.69  8.175024  4.339417
 7.70  8.175040  4.339417
 7.71  8.175040  4.339417
 7.72  8.175057  4.339417
 7.73  8.175057  4.339417
 7.74  8.175074  4.339410
 7.75  8.175090  4.339410
 7.76  8.175090  4.339410
 7.77  8.175107  4.339410
 7.78  8.175123  4.339410
 7.79  8.175123  4.339410
 7.80  8.175140  4.339410
 7.81  8.175140  4.339410
 7.82  8.175156  4.339410
 7.83  8.175173  4.339410
 7.84  8.175173  4.339403
 7.85  8.175189  4.339403
 7.86  8.175206  4.339403
 7.87  8.175206  4.339403
 7.88  8.175223  4.339403
 7.89  8.175239  4.339403
 7.90  8.175239  4.339403
 7.91  8.175256  4.339403
 7.92  8.175272  4.339403
 7.93  8.175272  4.339403
 7.94  8.175289  4.339403
 7.95  8.175289  4.339403
 7.96  8.175305  4.339403
 7.97  8.175322  4.339403
 7.98  8.175322  4.339403
 7.99  8.175338  4.339403
 8.00  8.175355  4.339403
 8.01  8.175355  4.339403
 8.02  8.175371  4.339403
 8.03  8.175388  4.339396
 8.04  8.175388  4.339396
 8.05  8.175405  4.339396
 8.06  8.175421  4.339396
 8.07  8.175421  4.339396
 8.08  8.175438  4.339396
 8.09  8.175438  4.339396
 8.10  8.175454  4.339396
 8.11  8.175471  4.339396
 8.12  8.175471  4.339396
 8.13  8.175487  4.339396
 8.14  8.175504  4.339396
 8.15  8.175504  4.339396
 8.16  8.175520  4.339396
 8.17  8.175537  4.339396
 8.18  8.175537  4.339396
 8.19  8.175553  4.339396
 8.20  8.175570  4.339396
 8.21  8.175570  4.339396
 8.22  8.175629  4.339439
 8.23  8.175646  4.339439
 8.24  8.175646  4.339439
 8.25  8.175663  4.339439
 8.26  8.175663  4.339439
 8.27  8.175679  4.339439
 8.28  8.175696  4.339446
 8.29  8.175696  4.339446
 8.30  8.175712  4.339446
 8.31  8.175729  4.339446
 8.32  8.175729  4.339446
 8.33  8.175745  4.339446
 8.34  8.175762  4.339446
 8.35  8.175762  4.339446
 8.36  8.175778  4.339446
 8.37  8.175795  4.339446
 8.38  8.175795  4.339446
 8.39  8.175811  4.339446
 8.40  8.175828  4.339446
 8.41  8.175828  4.339446
 8.42  8.175844  4.339446
 8.43  8.175861  4.339446
 8.44  8.175861  4.339446
 8.45  8.175877  4.339446
 8.46  8.175894  4.339446
 8.47  8.175894  4.339446
 8.48  8.175910  4.339446
 8.49  8.175910  4.339446
 8.50  8.175927  4.339446
 8.51  8.175944  4.339453
 8.52  8.175944  4.339453
 8.53  8.175960  4.339453
 8.54  8.175977  4.339453
 8.55  8.175977  4.339453
 8.56  8.175993  4.339453
 8.57  8.176010  4.339453
 8.58  8.176010  4.339453
 8.59  8.176026  4.339453
 8.60  8.176043  4.339453
 8.61  8.176043  4.339453
 8.62  8.176059  4.339453
 8.63  8.176076  4.339453
 8.64  8.176076  4.339453
 8.65  8.176092  4.339453
 8.66  8.176092  4.339453
 8.67  8.176109  4.339460
 8.68  8.176125  4.339460
 8.69  8.176125  4.339460
 8.70  8.176142  4.339460
 8.71  8.176158  4.339460
 8.72  8.176158  4.339460
 8.73  8.176175  4.339460
 8.74  8.176191  4.339460
 8.75  8.176191  4.339460
 8.76  8.176208  4.339460
 8.77  8.176224  4.339460
 8.78  8.176224  4.339460
 8.79  8.176241  4.339460
 8.80  8.176241  4.339467
 8.81  8.176257  4.339467
 8.82  8.176274  4.339467
 8.83  8.176274  4.339467
 8.84  8.176290  4.339467
 8.85  8.176307  4.339467
 8.86  8.176307  4.339467
 8.87  8.176323  4.339467
 8.88  8.176340  4.339467
 8.89  8.176340  4.339467
 8.90  8.176356  4.339467
 8.91  8.176356  4.339467
 8.92  8.176373  4.339474
 8.93  8.176389  4.339474
 8.94  8.176389  4.339474
 8.95  8.176406  4.339474
 8.96  8.176422  4.339474
 8.97  8.176422  4.339474
 8.98  8.176439  4.339474
 8.99  8.176439  4.339474
 9.00  8.176455  4.339474
 9.01  8.176472  4.339474
 9.02  8.176472  4.339474
 9.03  8.176488  4.339481
 9.04  8.176505  4.339481
 9.05  8.176505  4.339481
 9.06  8.176521  4.339481
 9.07  8.176521  4.339481
 9.08  8.176538  4.339481
 9.09  8.176554  4.339481
 9.10  8.176554  4.339481
 9.11  8.176571  4.339481
 9.12  8.176587  4.339481
 9.13  8.176587  4.339481
 9.14  8.176604  4.339481
 9.15  8.176604  4.339489
 9.16  8.176620  4.339489
 9.17  8.176637  4.339489
 9.18  8.176637  4.339489
 9.19  8.176653  4.339489
 9.20  8.176670  4.339489
 9.21  8.176670  4.339489
 9.22  8.176686  4.339489
 9.23  8.176729  4.339532
 9.24  8.176746  4.339532
 9.25  8.176762  4.339532
 9.26  8.176762  4.339539
 9.27  8.176779  4.339539
 9.28  8.176795  4.339539
 9.29  8.176795  4.339539
 9.30  8.176812  4.339539
 9.31  8.176812  4.339539
 9.32  8.176828  4.339539
 9.33  8.176845  4.339539
