 t       A(O)      A(F)
 0.69  8.903369  4.853713
 0.70  8.908847  4.859996
 0.71  8.914232  4.866175
 0.72  8.919527  4.872254
 0.73  8.924706  4.878262
 0.74  8.929835  4.884178
 0.75  8.934880  4.890002
 0.76  8.939843  4.895756
 0.77  8.944730  4.901427
 0.78  8.949513  4.907015
 0.79  8.954250  4.912518
 0.80  8.958916  4.917964
 0.81  8.963514  4.923315
 0.82  8.968068  4.928606
 0.83  8.972584  4.933864
 0.84  8.977002  4.939026
 0.85  8.981357  4.944120
 0.86  8.985678  4.949127
 0.87  8.989906  4.954045
 0.88  8.994097  4.958894
 0.89  8.998207  4.963687
 0.90  9.002278  4.968372
 0.91  9.006297  4.973004
 0.92  9.010252  4.977569
 0.93  9.014158  4.982065
 0.94  9.018006  4.986484
 0.95  9.021823  4.990828
 0.96  9.025569  4.995125
 0.97  9.029280  4.999328
 0.98  9.032943  5.003482
 0.99  9.036557  5.007571
 1.00  9.040123  5.011614
 1.01  9.043551  5.015460
 1.02  9.040904  5.019677
 1.03  9.032679  5.013493
 1.04  9.024381  5.006228
 1.05  9.016396  4.999279
 1.06  9.008696  4.992596
 1.07  9.001250  4.986184
 1.08  8.994040  4.979996
 1.09  8.987050  4.974022
 1.10  8.980290  4.968272
 1.11  8.973714  4.962679
 1.12  8.967335  4.957273
 1.13  8.961152  4.952013
 1.14  8.955119  4.946927
 1.15  8.949241  4.941983
 1.16  8.943551  4.937200
 1.17  8.937968  4.932547
 1.18  8.932554  4.928025
 1.19  8.927283  4.923637
 1.20  8.922124  4.919342
 1.21  8.917118  4.915167
 1.22  8.912206  4.911095
 1.23  8.907422  4.907129
 1.24  8.902728  4.903240
 1.25  8.898171  4.899420
 1.26  8.893682  4.895708
 1.27  8.889332  4.892041
 1.28  8.885056  4.888465
 1.29  8.880885  4.884934
 1.30  8.876794  4.881474
 1.31  8.872783  4.878065
 1.32  8.868856  4.874732
 1.33  8.865045  4.871425
 1.34  8.861281  4.868191
 1.35  8.857606  4.864991
 1.36  8.853987  4.861870
 1.37  8.850452  4.858775
 1.38  8.846975  4.855740
 1.39  8.843590  4.852760
 1.40  8.840263  4.849814
 1.41  8.836997  4.846907
 1.42  8.833787  4.844053
 1.43  8.830641  4.841239
 1.44  8.827553  4.838481
 1.45  8.824533  4.835741
 1.46  8.821573  4.833058
 1.47  8.818639  4.830414
 1.48  8.815776  4.827814
 1.49  8.812976  4.825249
 1.50  8.810205  4.822700
 1.51  8.807499  4.820212
 1.52  8.804828  4.817746
 1.53  8.802225  4.815318
 1.54  8.799653  4.812933
 1.55  8.797113  4.810591
 1.56  8.794644  4.808263
 1.57  8.792167  4.805981
 1.58  8.789765  4.803718
 1.59  8.787441  4.801500
 1.60  8.785106  4.799299
 1.61  8.782845  4.797139
 1.62  8.780583  4.795006
 1.63  8.778392  4.792911
 1.64  8.776200  4.790843
 1.65  8.774081  4.788792
 1.66  8.771983  4.786787
 1.67  8.769920  4.784777
 1.68  8.767893  4.782818
 1.69  8.765896  4.780904
 1.70  8.763932  4.778984
 1.71  8.762000  4.777114
 1.72  8.760097  4.775265
 1.73  8.758226  4.773413
 1.74  8.756384  4.771609
 1.75  8.754577  4.769830
 1.76  8.752794  4.768073
 1.77  8.751041  4.766342
 1.78  8.749310  4.764656
 1.79  8.747613  4.762973
 1.80  8.745939  4.761308
 1.81  8.744291  4.759670
 1.82  8.742675  4.758031
 1.83  8.741081  4.756439
 1.84  8.739511  4.754875
 1.85  8.737972  4.753339
 1.86  8.736452  4.751798
 1.87  8.734956  4.750281
 1.88  8.733484  4.748816
 1.89  8.732040  4.747323
 1.90  8.730607  4.745880
 1.91  8.729207  4.744469
 1.92  8.727828  4.743051
 1.93  8.726468  4.741662
 1.94  8.725129  4.740298
 1.95  8.723810  4.738961
 1.96  8.722517  4.737624
 1.97  8.721244  4.736313
 1.98  8.719988  4.735028
 1.99  8.718748  4.733740
 2.00  8.717534  4.732483
 2.01  8.716337  4.731253
 2.02  8.715157  4.730019
 2.03  8.713993  4.728843
 2.04  8.712856  4.727638
 2.05  8.711731  4.726491
 2.06  8.710624  4.725341
 2.07  8.709529  4.724188
 2.08  8.708452  4.723064
 2.09  8.707396  4.721971
 2.10  8.706350  4.720872
 2.11  8.705320  4.719806
 2.12  8.704304  4.718737
 2.13  8.703305  4.717701
 2.14  8.702315  4.716659
 2.15  8.701337  4.715650
 2.16  8.700374  4.714634
 2.17  8.699428  4.713652
 2.18  8.698491  4.712668
 2.19  8.697562  4.711713
 2.20  8.696653  4.710757
 2.21  8.695756  4.709803
 2.22  8.694863  4.708874
 2.23  8.693989  4.707979
 2.24  8.693123  4.707083
 2.25  8.692272  4.706185
 2.26  8.691424  4.705285
 2.27  8.690591  4.704416
 2.28  8.689770  4.703582
 2.29  8.688960  4.702709
 2.30  8.688158  4.701872
 2.31  8.687366  4.701060
 2.32  8.686583  4.700252
 2.33  8.685809  4.699443
 2.34  8.685044  4.698632
 2.35  8.684288  4.697852
 2.36  8.683537  4.697070
 2.37  8.682795  4.696288
 2.38  8.682067  4.695541
 2.39  8.681339  4.694789
 2.40  8.680625  4.694040
 2.41  8.679916  4.693318
 2.42  8.679210  4.692566
 2.43  8.678519  4.691846
 2.44  8.677833  4.691158
 2.45  8.677147  4.690432
 2.46  8.676475  4.689742
 2.47  8.675807  4.689051
 2.48  8.675154  4.688396
 2.49  8.674496  4.687703
 2.50  8.673852  4.687042
 2.51  8.673208  4.686380
 2.52  8.672579  4.685722
 2.53  8.671944  4.685092
 2.54  8.671329  4.684432
 2.55  8.670713  4.683804
 2.56  8.670098  4.683171
 2.57  8.669497  4.682575
 2.58  8.668906  4.681945
 2.59  8.668320  4.681348
 2.60  8.667739  4.680750
 2.61  8.667162  4.680151
 2.62  8.666596  4.679586
 2.63  8.666035  4.679019
 2.64  8.665489  4.678456
 2.65  8.664937  4.677889
 2.66  8.664401  4.677325
 2.67  8.663864  4.676789
 2.68  8.663338  4.676224
 2.69  8.662822  4.675692
 2.70  8.662300  4.675155
 2.71  8.661794  4.674656
 2.72  8.661293  4.674122
 2.73  8.660797  4.673622
 2.74  8.660306  4.673121
 2.75  8.659820  4.672620
 2.76  8.659345  4.672118
 2.77  8.658873  4.671620
 2.78  8.658403  4.671151
 2.79  8.657943  4.670682
 2.80  8.657487  4.670217
 2.81  8.657032  4.669748
 2.82  8.656592  4.669282
 2.83  8.656148  4.668811
 2.84  8.655713  4.668379
 2.85  8.655283  4.667911
 2.86  8.654858  4.667478
 2.87  8.654435  4.667040
 2.88  8.654021  4.666606
 2.89  8.653612  4.666207
 2.90  8.653203  4.665772
 2.91  8.652805  4.665372
 2.92  8.652407  4.664936
 2.93  8.652014  4.664535
 2.94  8.651631  4.664139
 2.95  8.651249  4.663737
 2.96  8.650866  4.663370
 2.97  8.650499  4.662972
 2.98  8.650128  4.662604
 2.99  8.649761  4.662201
 3.00  8.649399  4.661838
 3.01  8.649044  4.661469
 3.02  8.648693  4.661105
 3.03  8.648347  4.660740
 3.04  8.647997  4.660371
 3.05  8.647656  4.660041
 3.06  8.647321  4.659675
 3.07  8.646987  4.659340
 3.08  8.646658  4.658974
 3.09  8.646333  4.658643
 3.10  8.646015  4.658312
 3.11  8.645696  4.657981
 3.12  8.645383  4.657649
 3.13  8.645075  4.657353
 3.14  8.644767  4.657020
 3.15  8.644465  4.656688
 3.16  8.644162  4.656391
 3.17  8.643865  4.656094
 3.18  8.643573  4.655765
 3.19  8.643281  4.655467
 3.20  8.642995  4.655170
 3.21  8.642709  4.654872
 3.22  8.642433  4.654578
 3.23  8.642153  4.654315
 3.24  8.641878  4.654016
 3.25  8.641613  4.653722
 3.26  8.641343  4.653459
 3.27  8.641078  4.653164
 3.28  8.640814  4.652901
 3.29  8.640561  4.652641
 3.30  8.640307  4.652382
 3.31  8.640054  4.652118
 3.32  8.639806  4.651858
 3.33  8.639557  4.651598
 3.34  8.639310  4.651334
 3.35  8.639073  4.651074
 3.36  8.638836  4.650814
 3.37  8.638605  4.650589
 3.38  8.638369  4.650324
 3.39  8.638137  4.650099
 3.40  8.637911  4.649839
 3.41  8.637691  4.649614
 3.42  8.637465  4.649389
 3.43  8.637250  4.649163
 3.44  8.637030  4.648938
 3.45  8.636821  4.648713
 3.46  8.636607  4.648487
 3.47  8.636398  4.648262
 3.48  8.636194  4.648036
 3.49  8.635991  4.647846
 3.50  8.635792  4.647625
 3.51  8.635589  4.647399
 3.52  8.635391  4.647209
 3.53  8.635199  4.646983
 3.54  8.635008  4.646793
 3.55  8.634820  4.646607
 3.56  8.634628  4.646381
 3.57  8.634442  4.646190
 3.58  8.634266  4.646004
 3.59  8.634080  4.645814
 3.60  8.633905  4.645623
 3.61  8.633729  4.645437
 3.62  8.633554  4.645246
 3.63  8.633384  4.645060
 3.64  8.633209  4.644869
 3.65  8.633045  4.644719
 3.66  8.632876  4.644528
 3.67  8.632717  4.644342
 3.68  8.632554  4.644187
 3.69  8.632395  4.644000
 3.70  8.632232  4.643845
 3.71  8.632079  4.643695
 3.72  8.631926  4.643508
 3.73  8.631768  4.643353
 3.74  8.631621  4.643203
 3.75  8.631474  4.643015
 3.76  8.631322  4.642860
 3.77  8.631181  4.642710
 3.78  8.631039  4.642559
 3.79  8.630893  4.642404
 3.80  8.630752  4.642253
 3.81  8.630616  4.642102
 3.82  8.630481  4.641951
 3.83  8.630345  4.641837
 3.84  8.630211  4.641681
 3.85  8.630081  4.641530
 3.86  8.629951  4.641379
 3.87  8.629822  4.641264
 3.88  8.629698  4.641113
 3.89  8.629568  4.640999
 3.90  8.629444  4.640847
 3.91  8.629326  4.640733
 3.92  8.629202  4.640581
 3.93  8.629084  4.640467
 3.94  8.628966  4.640315
 3.95  8.628847  4.640200
 3.96  8.628735  4.640085
 3.97  8.628617  4.639971
 3.98  8.628505  4.639819
 3.99  8.628393  4.639704
 4.00  8.628280  4.639589
 4.01  8.628174  4.639474
 4.02  8.628068  4.639359
 4.03  8.627961  4.639244
 4.04  8.627855  4.639129
 4.05  8.627748  4.639014
 4.06  8.627648  4.638899
 4.07  8.627552  4.638788
 4.08  8.627451  4.638673
 4.09  8.627351  4.638558
 4.10  8.627250  4.638480
 4.11  8.627156  4.638365
 4.12  8.627055  4.638249
 4.13  8.626965  4.638139
 4.14  8.626871  4.638060
 4.15  8.626782  4.637945
 4.16  8.626687  4.637830
 4.17  8.626603  4.637756
 4.18  8.626514  4.637640
 4.19  8.626426  4.637562
 4.20  8.626337  4.637446
 4.21  8.626253  4.637372
 4.22  8.626170  4.637257
 4.23  8.626081  4.637178
 4.24  8.626003  4.637104
 4.25  8.625920  4.636989
 4.26  8.625838  4.636910
 4.27  8.625759  4.636836
 4.28  8.625683  4.636721
 4.29  8.625600  4.636642
 4.30  8.625527  4.636568
 4.31  8.625451  4.636489
 4.32  8.625378  4.636415
 4.33  8.625301  4.636299
 4.34  8.625225  4.636221
 4.35  8.625158  4.636147
 4.36  8.625081  4.636068
 4.37  8.625015  4.635994
 4.38  8.624944  4.635915
 4.39  8.624878  4.635841
 4.40  8.624807  4.635762
 4.41  8.624740  4.635688
 4.42  8.624676  4.635609
 4.43  8.624605  4.635530
 4.44  8.624544  4.635456
 4.45  8.624479  4.635377
 4.46  8.624413  4.635340
 4.47  8.624348  4.635261
 4.48  8.624294  4.635187
 4.49  8.624233  4.635112
 4.50  8.624168  4.635033
 4.51  8.624114  4.634996
 4.52  8.624049  4.634917
 4.53  8.623994  4.634843
 4.54  8.623936  4.634764
 4.55  8.623881  4.634727
 4.56  8.623822  4.634648
 4.57  8.623768  4.634573
 4.58  8.623719  4.634536
 4.59  8.623660  4.634457
 4.60  8.623612  4.634420
 4.61  8.623553  4.634341
 4.62  8.623505  4.634304
 4.63  8.623456  4.634229
 4.64  8.623403  4.634188
 4.65  8.623355  4.634113
 4.66  8.623306  4.634076
 4.67  8.623253  4.633997
 4.68  8.623211  4.633959
 4.69  8.623162  4.633885
 4.70  8.623116  4.633843
 4.71  8.623073  4.633806
 4.72  8.623031  4.633731
 4.73  8.622978  4.633689
 4.74  8.622935  4.633652
 4.75  8.622893  4.633577
 4.76  8.622852  4.633536
 4.77  8.622810  4.633498
 4.78  8.622767  4.633424
 4.79  8.622726  4.633382
 4.80  8.622684  4.633345
 4.81  8.622647  4.633307
 4.82  8.622611  4.633232
 4.83  8.622564  4.633191
 4.84  8.622528  4.633153
 4.85  8.622491  4.633116
 4.86  8.622455  4.633079
 4.87  8.622420  4.633037
 4.88  8.622384  4.632999
 4.89  8.622347  4.632925
 4.90  8.622311  4.632887
 4.91  8.622276  4.632845
 4.92  8.622240  4.632808
 4.93  8.622209  4.632771
 4.94  8.622179  4.632733
 4.95  8.622148  4.632696
 4.96  8.622108  4.632654
 4.97  8.622077  4.632617
 4.98  8.622047  4.632579
 4.99  8.622016  4.632542
 5.00  8.621986  4.632504
 5.01  8.621962  4.632467
 5.02  8.621927  4.632425
 5.03  8.621896  4.632388
 5.04  8.621872  4.632350
 5.05  8.621842  4.632313
 5.06  8.621817  4.632313
 5.07  8.621783  4.632271
 5.08  8.621758  4.632234
 5.09  8.621734  4.632196
 5.10  8.621710  4.632159
 5.11  8.621679  4.632121
 5.12  8.621655  4.632084
 5.13  8.621631  4.632084
 5.14  8.621606  4.632046
 5.15  8.621577  4.632004
 5.16  8.621559  4.631967
 5.17  8.621535  4.631929
 5.18  8.621511  4.631929
 5.19  8.621492  4.631892
 5.20  8.621468  4.631855
 5.21  8.621444  4.631817
 5.22  8.621425  4.631817
 5.23  8.621397  4.631775
 5.24  8.621378  4.631738
 5.25  8.621360  4.631700
 5.26  8.621342  4.631700
 5.27  8.621318  4.631663
 5.28  8.621299  4.631625
 5.29  8.621281  4.631625
 5.30  8.621263  4.631588
 5.31  8.621244  4.631550
 5.32  8.621226  4.631550
 5.33  8.621208  4.631513
 5.34  8.621190  4.631475
 5.35  8.621171  4.631475
 5.36  8.621155  4.631433
 5.37  8.621137  4.631433
 5.38  8.621118  4.631396
 5.39  8.621100  4.631358
 5.40  8.621088  4.631358
 5.41  8.621070  4.631321
 5.42  8.621057  4.631321
 5.43  8.621039  4.631283
 5.44  8.621027  4.631283
 5.45  8.621009  4.631246
 5.46  8.620996  4.631246
 5.47  8.620984  4.631208
 5.48  8.620966  4.631171
 5.49  8.620954  4.631171
 5.50  8.620942  4.631133
 5.51  8.620929  4.631133
 5.52  8.620917  4.631096
 5.53  8.620905  4.631096
 5.54  8.620893  4.631058
 5.55  8.620881  4.631058
 5.56  8.620869  4.631058
 5.57  8.620856  4.631020
 5.58  8.620844  4.631020
 5.59  8.620832  4.630983
 5.60  8.620820  4.630983
 5.61  8.620808  4.630945
 5.62  8.620801  4.630945
 5.63  8.620789  4.630908
 5.64  8.620777  4.630908
 5.65  8.620771  4.630908
 5.66  8.620759  4.630870
 5.67  8.620753  4.630870
 5.68  8.620741  4.630833
 5.69  8.620734  4.630833
 5.70  8.620722  4.630833
 5.71  8.620716  4.630795
 5.72  8.620704  4.630795
 5.73  8.620698  4.630758
 5.74  8.620692  4.630758
 5.75  8.620680  4.630758
 5.76  8.620673  4.630720
 5.77  8.620667  4.630720
 5.78  8.620661  4.630720
 5.79  8.620649  4.630682
 5.80  8.620643  4.630682
 5.81  8.620637  4.630682
 5.82  8.620631  4.630645
 5.83  8.620625  4.630645
 5.84  8.620619  4.630645
 5.85  8.620613  4.630645
 5.86  8.620606  4.630607
 5.87  8.620600  4.630607
 5.88  8.620594  4.630607
 5.89  8.620588  4.630570
 5.90  8.620582  4.630570
 5.91  8.620582  4.630570
 5.92  8.620576  4.630570
 5.93  8.620570  4.630532
 5.94  8.620564  4.630532
 5.95  8.620558  4.630532
 5.96  8.620562  4.630499
 5.97  8.620556  4.630499
 5.98  8.620550  4.630499
 5.99  8.620550  4.630499
 6.00  8.620544  4.630461
 6.01  8.620544  4.630461
 6.02  8.620538  4.630461
 6.03  8.620532  4.630461
 6.04  8.620532  4.630461
 6.05  8.620525  4.630424
 6.06  8.620525  4.630424
 6.07  8.620519  4.630424
 6.08  8.620519  4.630424
 6.09  8.620519  4.630424
 6.10  8.620513  4.630386
 6.11  8.620513  4.630386
 6.12  8.620512  4.630391
 6.13  8.620512  4.630391
 6.14  8.620512  4.630391
 6.15  8.620512  4.630353
 6.16  8.620506  4.630353
 6.17  8.620506  4.630353
 6.18  8.620506  4.630353
 6.19  8.620506  4.630353
 6.20  8.620499  4.630353
 6.21  8.620499  4.630315
 6.22  8.620499  4.630315
 6.23  8.620499  4.630315
 6.24  8.620499  4.630315
 6.25  8.620499  4.630315
 6.26  8.620498  4.630320
 6.27  8.620498  4.630282
 6.28  8.620498  4.630282
 6.29  8.620498  4.630282
 6.30  8.620498  4.630282
 6.31  8.620498  4.630282
 6.32  8.620498  4.630282
 6.33  8.620498  4.630282
 6.34  8.620498  4.630282
 6.35  8.620498  4.630245
 6.36  8.620498  4.630245
 6.37  8.620502  4.630249
 6.38  8.620502  4.630249
 6.39  8.620508  4.630249
 6.40  8.620508  4.630249
 6.41  8.620508  4.630249
 6.42  8.620508  4.630249
 6.43  8.620508  4.630249
 6.44  8.620508  4.630211
 6.45  8.620508  4.630211
 6.46  8.620514  4.630211
 6.47  8.620514  4.630211
 6.48  8.620519  4.630216
 6.49  8.620519  4.630216
 6.50  8.620525  4.630216
 6.51  8.620525  4.630216
 6.52  8.620525  4.630216
 6.53  8.620525  4.630216
 6.54  8.620531  4.630216
 6.55  8.620531  4.630216
 6.56  8.620531  4.630216
 6.57  8.620537  4.630178
 6.58  8.620542  4.630183
 6.59  8.620542  4.630183
 6.60  8.620548  4.630183
 6.61  8.620548  4.630183
 6.62  8.620548  4.630183
 6.63  8.620554  4.630183
 6.64  8.620554  4.630183
 6.65  8.620560  4.630183
 6.66  8.620560  4.630183
 6.67  8.620564  4.630187
 6.68  8.620570  4.630187
 6.69  8.620570  4.630187
 6.70  8.620576  4.630187
 6.71  8.620576  4.630187
 6.72  8.620583  4.630187
 6.73  8.620583  4.630187
 6.74  8.620589  4.630187
 6.75  8.620589  4.630187
 6.76  8.620599  4.630191
 6.77  8.620599  4.630154
 6.78  8.620605  4.630154
 6.79  8.620605  4.630154
 6.80  8.620611  4.630154
 6.81  8.620611  4.630154
 6.82  8.620617  4.630154
 6.83  8.620617  4.630154
 6.84  8.620624  4.630154
 6.85  8.620628  4.630158
 6.86  8.620634  4.630158
 6.87  8.620634  4.630158
 6.88  8.620640  4.630158
 6.89  8.620646  4.630158
 6.90  8.620646  4.630158
 6.91  8.620652  4.630158
 6.92  8.620652  4.630158
 6.93  8.620658  4.630158
 6.94  8.620658  4.630158
 6.95  8.620669  4.630163
 6.96  8.620669  4.630163
 6.97  8.620675  4.630163
 6.98  8.620681  4.630163
 6.99  8.620681  4.630163
 7.00  8.620687  4.630163
 7.01  8.620687  4.630163
 7.02  8.620693  4.630163
 7.03  8.620699  4.630163
 7.04  8.620704  4.630167
 7.05  8.620710  4.630167
 7.06  8.620716  4.630167
 7.07  8.620716  4.630167
 7.08  8.620722  4.630167
 7.09  8.620728  4.630167
 7.10  8.620728  4.630167
 7.11  8.620734  4.630167
 7.12  8.620745  4.630171
 7.13  8.620745  4.630171
 7.14  8.620751  4.630171
 7.15  8.620757  4.630171
 7.16  8.620757  4.630171
 7.17  8.620763  4.630171
 7.18  8.620769  4.630171
 7.19  8.620775  4.630171
 7.20  8.620775  4.630171
 7.21  8.620786  4.630176
 7.22  8.620792  4.630176
 7.23  8.620798  4.630176
 7.24  8.620798  4.630176
 7.25  8.620804  4.630176
 7.26  8.620810  4.630176
 7.27  8.620816  4.630176
 7.28  8.620816  4.630176
 7.29  8.620822  4.630176
 7.30  8.620833  4.630180
 7.31  8.620839  4.630180
 7.32  8.620839  4.630180
 7.33  8.620845  4.630180
 7.34  8.620851  4.630180
 7.35  8.620857  4.630180
 7.36  8.620863  4.630180
 7.37  8.620869  4.630180
 7.38  8.620874  4.630222
 7.39  8.620880  4.630222
 7.40  8.620886  4.630222
 7.41  8.620892  4.630222
 7.42  8.620898  4.630222
 7.43  8.620898  4.630222
 7.44  8.620904  4.630222
 7.45  8.620910  4.630222
 7.46  8.620921  4.630227
 7.47  8.620927  4.630227
 7.48  8.620933  4.630227
 7.49  8.620939  4.630227
 7.50  8.620939  4.630227
 7.51  8.620945  4.630227
 7.52  8.620951  4.630227
 7.53  8.620958  4.630227
 7.54  8.620968  4.630231
 7.55  8.620974  4.630231
 7.56  8.620980  4.630231
 7.57  8.620986  4.630231
 7.58  8.620992  4.630231
 7.59  8.620992  4.630231
 7.60  8.620999  4.630231
 7.61  8.621005  4.630231
 7.62  8.621011  4.630269
 7.63  8.621021  4.630273
 7.64  8.621027  4.630273
 7.65  8.621033  4.630273
 7.66  8.621039  4.630273
 7.67  8.621046  4.630273
 7.68  8.621052  4.630273
 7.69  8.621058  4.630273
 7.70  8.621064  4.630273
 7.71  8.621068  4.630278
 7.72  8.621074  4.630278
 7.73  8.621080  4.630278
 7.74  8.621087  4.630278
 7.75  8.621093  4.630278
 7.76  8.621099  4.630278
 7.77  8.621105  4.630278
 7.78  8.621111  4.630278
 7.79  8.621121  4.630282
 7.80  8.621128  4.630282
 7.81  8.621134  4.630320
 7.82  8.621140  4.630320
 7.83  8.621146  4.630320
 7.84  8.621152  4.630320
 7.85  8.621158  4.630320
 7.86  8.621164  4.630320
 7.87  8.621175  4.630324
 7.88  8.621181  4.630324
 7.89  8.621187  4.630324
 7.90  8.621193  4.630324
 7.91  8.621199  4.630324
 7.92  8.621205  4.630324
 7.93  8.621211  4.630324
 7.94  8.621217  4.630324
 7.95  8.621228  4.630329
 7.96  8.621228  4.630366
 7.97  8.621234  4.630366
 7.98  8.621240  4.630366
 7.99  8.621246  4.630366
 8.00  8.621252  4.630366
 8.01  8.621258  4.630366
 8.02  8.621264  4.630366
 8.03  8.621275  4.630371
 8.04  8.621281  4.630371
 8.05  8.621287  4.630371
 8.06  8.621293  4.630371
 8.07  8.621299  4.630371
 8.08  8.621305  4.630371
 8.09  8.621311  4.630371
 8.10  8.621317  4.630371
 8.11  8.621328  4.630413
 8.12  8.621334  4.630413
 8.13  8.621346  4.630413
 8.14  8.621352  4.630413
 8.15  8.621358  4.630413
 8.16  8.621364  4.630413
 8.17  8.621371  4.630413
 8.18  8.621377  4.630413
 8.19  8.621387  4.630417
 8.20  8.621393  4.630417
 8.21  8.621399  4.630417
 8.22  8.621405  4.630417
 8.23  8.621411  4.630417
 8.24  8.621418  4.630455
 8.25  8.621424  4.630455
 8.26  8.621430  4.630455
 8.27  8.621436  4.630455
 8.28  8.621446  4.630459
 8.29  8.621452  4.630459
 8.30  8.621458  4.630459
 8.31  8.621465  4.630459
 8.32  8.621471  4.630459
 8.33  8.621477  4.630459
 8.34  8.621483  4.630459
 8.35  8.621489  4.630459
 8.36  8.621499  4.630464
 8.37  8.621506  4.630501
 8.38  8.621512  4.630501
 8.39  8.621518  4.630501
 8.40  8.621524  4.630501
 8.41  8.621530  4.630501
 8.42  8.621536  4.630501
 8.43  8.621542  4.630501
 8.44  8.621553  4.630506
 8.45  8.621559  4.630506
 8.46  8.621565  4.630506
 8.47  8.621571  4.630506
 8.48  8.621577  4.630506
 8.49  8.621583  4.630506
 8.50  8.621595  4.630543
 8.51  8.621601  4.630543
 8.52  8.621612  4.630548
 8.53  8.621618  4.630548
 8.54  8.621624  4.630548
 8.55  8.621630  4.630548
 8.56  8.621636  4.630548
 8.57  8.621642  4.630548
 8.58  8.621648  4.630548
 8.59  8.621654  4.630548
 8.60  8.621665  4.630552
 8.61  8.621671  4.630552
 8.62  8.621677  4.630590
 8.63  8.621683  4.630590
 8.64  8.621689  4.630590
 8.65  8.621695  4.630590
 8.66  8.621701  4.630590
 8.67  8.621707  4.630590
 8.68  8.621713  4.630590
 8.69  8.621724  4.630594
 8.70  8.621730  4.630594
 8.71  8.621736  4.630594
 8.72  8.621742  4.630594
 8.73  8.621754  4.630594
 8.74  8.621760  4.630632
 8.75  8.621767  4.630632
 8.76  8.621773  4.630632
 8.77  8.621783  4.630636
 8.78  8.621789  4.630636
 8.79  8.621795  4.630636
 8.80  8.621801  4.630636
 8.81  8.621807  4.630636
 8.82  8.621814  4.630636
 8.83  8.621820  4.630636
 8.84  8.621826  4.630636
 8.85  8.621832  4.630674
 8.86  8.621842  4.630678
 8.87  8.621848  4.630678
 8.88  8.621854  4.630678
 8.89  8.621861  4.630678
 8.90  8.621867  4.630678
 8.91  8.621873  4.630678
 8.92  8.621879  4.630678
 8.93  8.621885  4.630678
 8.94  8.621895  4.630682
 8.95  8.621908  4.630682
 8.96  8.621914  4.630682
 8.97  8.621920  4.630720
 8.98  8.621926  4.630720
 8.99  8.621932  4.630720
 9.00  8.621938  4.630720
 9.01  8.621944  4.630720
 9.02  8.621950  4.630720
 9.03  8.621961  4.630724
 9.04  8.621967  4.630724
 9.05  8.621973  4.630724
 9.06  8.621979  4.630724
 9.07  8.621985  4.630724
 9.08  8.621991  4.630724
 9.09  8.621997  4.630762
 9.10  8.622003  4.630762
 9.11  8.622014  4.630766
 9.12  8.622020  4.630766
 9.13  8.622026  4.630766
 9.14  8.622032  4.630766
 9.15  8.622038  4.630766
 9.16  8.622044  4.630766
 9.17  8.622050  4.630766
 9.18  8.622056  4.630766
 9.19  8.622073  4.630771
 9.20  8.622079  4.630808
 9.21  8.622085  4.630808
 9.22  8.622091  4.630808
 9.23  8.622097  4.630808
 9.24  8.622103  4.630808
 9.25  8.622109  4.630808
 9.26  8.622115  4.630808
 9.27  8.622121  4.630808
 9.28  8.622132  4.630813
 9.29  8.622138  4.630813
 9.30  8.622144  4.630813
 9.31  8.622150  4.630850
 9.32  8.622156  4.630850
 9.33  8.622162  4.630850
