 t       A(O)      A(F)
 8.66  8.061957  4.264092
 8.67  8.062000  4.264109
 8.68  8.062043  4.264126
 8.69  8.062085  4.264151
 8.70  8.062150  4.264168
 8.71  8.062193  4.264194
 8.72  8.062236  4.264211
 8.73  8.062279  4.264236
 8.74  8.062321  4.264253
 8.75  8.062364  4.264270
 8.76  8.062429  4.264296
 8.77  8.062472  4.264313
 8.78  8.062514  4.264338
 8.79  8.062557  4.264355
 8.80  8.062643  4.264415
 8.81  8.062686  4.264441
 8.82  8.062750  4.264458
 8.83  8.062793  4.264483
 8.84  8.062836  4.264500
 8.85  8.062879  4.264517
 8.86  8.062922  4.264543
 8.87  8.062965  4.264560
 8.88  8.063007  4.264585
 8.89  8.063072  4.264602
 8.90  8.063114  4.264619
 8.91  8.063157  4.264645
 8.92  8.063200  4.264662
 8.93  8.063243  4.264687
 8.94  8.063286  4.264704
 8.95  8.063329  4.264721
 8.96  8.063371  4.264747
 8.97  8.063414  4.264764
 8.98  8.063478  4.264780
 8.99  8.063521  4.264806
 9.00  8.063564  4.264823
 9.01  8.063607  4.264840
 9.02  8.063649  4.264865
 9.03  8.063692  4.264882
 9.04  8.063735  4.264899
 9.05  8.063778  4.264925
 9.06  8.063820  4.264942
 9.07  8.063863  4.264967
 9.08  8.063927  4.264984
 9.09  8.063970  4.265001
 9.10  8.064013  4.265018
 9.11  8.064055  4.265044
 9.12  8.064098  4.265061
 9.13  8.064141  4.265078
 9.14  8.064184  4.265103
 9.15  8.064226  4.265120
 9.16  8.064269  4.265137
 9.17  8.064312  4.265162
 9.18  8.064354  4.265179
 9.19  8.064397  4.265196
 9.20  8.064440  4.265222
 9.21  8.064483  4.265239
 9.22  8.064525  4.265256
 9.23  8.064589  4.265273
 9.24  8.064632  4.265298
 9.25  8.064675  4.265315
 9.26  8.064717  4.265332
 9.27  8.064760  4.265357
 9.28  8.064803  4.265374
 9.29  8.064888  4.265434
 9.30  8.064931  4.265451
 9.31  8.064974  4.265477
 9.32  8.065016  4.265494
 9.33  8.065059  4.265511
