 t       A(O)      A(F)
 2.62  8.874607  4.829924
 2.63  8.874034  4.829362
 2.64  8.873491  4.828795
 2.65  8.872948  4.828253
 2.66  8.872409  4.827714
 2.67  8.871869  4.827150
 2.68  8.871360  4.826631
 2.69  8.870819  4.826090
 2.70  8.870313  4.825574
 2.71  8.869812  4.825062
 2.72  8.869305  4.824545
 2.73  8.868798  4.824028
 2.74  8.868330  4.823540
 2.75  8.867822  4.823046
 2.76  8.867354  4.822557
 2.77  8.866886  4.822068
 2.78  8.866417  4.821603
 2.79  8.865947  4.821137
 2.80  8.865514  4.820671
 2.81  8.865043  4.820205
 2.82  8.864613  4.819743
 2.83  8.864179  4.819301
 2.84  8.863748  4.818864
 2.85  8.863313  4.818421
 2.86  8.862881  4.817983
 2.87  8.862450  4.817544
 2.88  8.862054  4.817131
 2.89  8.861621  4.816717
 2.90  8.861225  4.816303
 2.91  8.860829  4.815888
 2.92  8.860432  4.815473
 2.93  8.860039  4.815088
 2.94  8.859641  4.814673
 2.95  8.859285  4.814287
 2.96  8.858887  4.813896
 2.97  8.858530  4.813510
 2.98  8.858135  4.813149
 2.99  8.857773  4.812757
 3.00  8.857415  4.812396
 3.01  8.857057  4.812034
 3.02  8.856698  4.811672
 3.03  8.856340  4.811310
 3.04  8.856022  4.810952
 3.05  8.855663  4.810589
 3.06  8.855304  4.810252
 3.07  8.854981  4.809915
 3.08  8.854663  4.809582
 3.09  8.854339  4.809244
 3.10  8.853984  4.808910
 3.11  8.853660  4.808572
 3.12  8.853341  4.808238
 3.13  8.853058  4.807930
 3.14  8.852739  4.807596
 3.15  8.852419  4.807287
 3.16  8.852132  4.806974
 3.17  8.851811  4.806665
 3.18  8.851528  4.806356
 3.19  8.851212  4.806077
 3.20  8.850929  4.805767
 3.21  8.850645  4.805484
 3.22  8.850361  4.805174
 3.23  8.850082  4.804894
 3.24  8.849798  4.804610
 3.25  8.849514  4.804326
 3.26  8.849271  4.804046
 3.27  8.848987  4.803762
 3.28  8.848706  4.803508
 3.29  8.848464  4.803227
 3.30  8.848221  4.802973
 3.31  8.847935  4.802688
 3.32  8.847692  4.802433
 3.33  8.847449  4.802179
 3.34  8.847205  4.801924
 3.35  8.846962  4.801669
 3.36  8.846718  4.801414
 3.37  8.846474  4.801185
 3.38  8.846230  4.800930
 3.39  8.845986  4.800701
 3.40  8.845747  4.800450
 3.41  8.845540  4.800221
 3.42  8.845296  4.799992
 3.43  8.845089  4.799762
 3.44  8.844849  4.799537
 3.45  8.844642  4.799307
 3.46  8.844439  4.799082
 3.47  8.844232  4.798852
 3.48  8.843992  4.798654
 3.49  8.843789  4.798428
 3.50  8.843582  4.798224
 3.51  8.843379  4.798025
 3.52  8.843176  4.797799
 3.53  8.842968  4.797596
 3.54  8.842803  4.797396
 3.55  8.842600  4.797197
 3.56  8.842396  4.796997
 3.57  8.842231  4.796797
 3.58  8.842028  4.796598
 3.59  8.841824  4.796424
 3.60  8.841658  4.796225
 3.61  8.841493  4.796025
 3.62  8.841289  4.795851
 3.63  8.841123  4.795678
 3.64  8.840957  4.795477
 3.65  8.840758  4.795308
 3.66  8.840592  4.795135
 3.67  8.840426  4.794961
 3.68  8.840265  4.794792
 3.69  8.840098  4.794618
 3.70  8.839932  4.794444
 3.71  8.839771  4.794275
 3.72  8.839604  4.794101
 3.73  8.839443  4.793958
 3.74  8.839314  4.793784
 3.75  8.839152  4.793614
 3.76  8.838986  4.793467
 3.77  8.838824  4.793297
 3.78  8.838700  4.793154
 3.79  8.838534  4.793006
 3.80  8.838410  4.792837
 3.81  8.838248  4.792693
 3.82  8.838119  4.792546
 3.83  8.837957  4.792402
 3.84  8.837833  4.792259
 3.85  8.837709  4.792116
 3.86  8.837546  4.791973
 3.87  8.837418  4.791825
 3.88  8.837294  4.791681
 3.89  8.837169  4.791565
 3.90  8.837045  4.791421
 3.91  8.836921  4.791278
 3.92  8.836758  4.791161
 3.93  8.836634  4.791017
 3.94  8.836510  4.790901
 3.95  8.836385  4.790757
 3.96  8.836299  4.790640
 3.97  8.836180  4.790528
 3.98  8.836055  4.790384
 3.99  8.835931  4.790267
 4.00  8.835806  4.790150
 4.01  8.835682  4.790033
 4.02  8.835600  4.789921
 4.03  8.835476  4.789804
 4.04  8.835351  4.789687
 4.05  8.835265  4.789570
 4.06  8.835145  4.789457
 4.07  8.835059  4.789340
 4.08  8.834934  4.789223
 4.09  8.834814  4.789110
 4.10  8.834727  4.789020
 4.11  8.834646  4.788908
 4.12  8.834521  4.788790
 4.13  8.834439  4.788705
 4.14  8.834314  4.788587
 4.15  8.834233  4.788475
 4.16  8.834146  4.788384
 4.17  8.834026  4.788299
 4.18  8.833940  4.788181
 4.19  8.833858  4.788096
 4.20  8.833771  4.787978
 4.21  8.833651  4.787892
 4.22  8.833565  4.787802
 4.23  8.833483  4.787716
 4.24  8.833401  4.787603
 4.25  8.833314  4.787513
 4.26  8.833232  4.787427
 4.27  8.833151  4.787341
 4.28  8.833069  4.787255
 4.29  8.832982  4.787165
 4.30  8.832900  4.787079
 4.31  8.832818  4.786993
 4.32  8.832736  4.786907
 4.33  8.832650  4.786816
 4.34  8.832568  4.786757
 4.35  8.832524  4.786671
 4.36  8.832442  4.786585
 4.37  8.832360  4.786499
 4.38  8.832278  4.786440
 4.39  8.832196  4.786354
 4.40  8.832153  4.786268
 4.41  8.832071  4.786209
 4.42  8.831984  4.786119
 4.43  8.831941  4.786033
 4.44  8.831859  4.785974
 4.45  8.831776  4.785887
 4.46  8.831733  4.785828
 4.47  8.831651  4.785769
 4.48  8.831607  4.785683
 4.49  8.831525  4.785624
 4.50  8.831448  4.785543
 4.51  8.831404  4.785484
 4.52  8.831322  4.785425
 4.53  8.831279  4.785366
 4.54  8.831235  4.785279
 4.55  8.831153  4.785220
 4.56  8.831110  4.785161
 4.57  8.831027  4.785102
 4.58  8.830984  4.785043
 4.59  8.830906  4.784961
 4.60  8.830863  4.784902
 4.61  8.830819  4.784843
 4.62  8.830737  4.784784
 4.63  8.830694  4.784725
 4.64  8.830650  4.784666
 4.65  8.830611  4.784612
 4.66  8.830529  4.784552
 4.67  8.830485  4.784493
 4.68  8.830442  4.784434
 4.69  8.830403  4.784407
 4.70  8.830360  4.784348
 4.71  8.830277  4.784289
 4.72  8.830238  4.784234
 4.73  8.830195  4.784175
 4.74  8.830151  4.784143
 4.75  8.830112  4.784088
 4.76  8.830069  4.784029
 4.77  8.830025  4.783970
 4.78  8.829947  4.783943
 4.79  8.829904  4.783884
 4.80  8.829860  4.783824
 4.81  8.829821  4.783797
 4.82  8.829778  4.783738
 4.83  8.829739  4.783683
 4.84  8.829695  4.783651
 4.85  8.829652  4.783592
 4.86  8.829613  4.783565
 4.87  8.829569  4.783506
 4.88  8.829530  4.783478
 4.89  8.829487  4.783419
 4.90  8.829487  4.783392
 4.91  8.829443  4.783332
 4.92  8.829404  4.783305
 4.93  8.829361  4.783273
 4.94  8.829322  4.783218
 4.95  8.829278  4.783186
 4.96  8.829239  4.783132
 4.97  8.829196  4.783100
 4.98  8.829196  4.783072
 4.99  8.829152  4.783013
 5.00  8.829113  4.782986
 5.01  8.829070  4.782954
 5.02  8.829030  4.782927
 5.03  8.829026  4.782867
 5.04  8.828987  4.782840
 5.05  8.828948  4.782812
 5.06  8.828904  4.782780
 5.07  8.828904  4.782726
 5.08  8.828861  4.782694
 5.09  8.828822  4.782666
 5.10  8.828778  4.782634
 5.11  8.828778  4.782607
 5.12  8.828739  4.782580
 5.13  8.828695  4.782548
 5.14  8.828695  4.782493
 5.15  8.828656  4.782466
 5.16  8.828613  4.782434
 5.17  8.828613  4.782406
 5.18  8.828574  4.782379
 5.19  8.828530  4.782347
 5.20  8.828530  4.782319
 5.21  8.828486  4.782287
 5.22  8.828486  4.782260
 5.23  8.828447  4.782233
 5.24  8.828404  4.782201
 5.25  8.828404  4.782173
 5.26  8.828365  4.782146
 5.27  8.828365  4.782118
 5.28  8.828321  4.782086
 5.29  8.828282  4.782059
 5.30  8.828282  4.782032
 5.31  8.828238  4.782000
 5.32  8.828238  4.782000
 5.33  8.828199  4.781972
 5.34  8.828195  4.781940
 5.35  8.828156  4.781913
 5.36  8.828156  4.781885
 5.37  8.828116  4.781858
 5.38  8.828112  4.781826
 5.39  8.828073  4.781826
 5.40  8.828073  4.781798
 5.41  8.828034  4.781771
 5.42  8.828029  4.781739
 5.43  8.827990  4.781712
 5.44  8.827990  4.781712
 5.45  8.827951  4.781684
 5.46  8.827951  4.781657
 5.47  8.827907  4.781625
 5.48  8.827907  4.781625
 5.49  8.827907  4.781597
 5.50  8.827868  4.781570
 5.51  8.827863  4.781538
 5.52  8.827824  4.781538
 5.53  8.827824  4.781510
 5.54  8.827824  4.781483
 5.55  8.827785  4.781483
 5.56  8.827785  4.781455
 5.57  8.827742  4.781423
 5.58  8.827742  4.781423
 5.59  8.827742  4.781396
 5.60  8.827702  4.781368
 5.61  8.827702  4.781368
 5.62  8.827698  4.781336
 5.63  8.827659  4.781336
 5.64  8.827659  4.781309
 5.65  8.827659  4.781281
 5.66  8.827620  4.781281
 5.67  8.827620  4.781254
 5.68  8.827620  4.781254
 5.69  8.827580  4.781227
 5.70  8.827576  4.781222
 5.71  8.827576  4.781194
 5.72  8.827537  4.781194
 5.73  8.827537  4.781167
 5.74  8.827537  4.781140
 5.75  8.827537  4.781140
 5.76  8.827498  4.781112
 5.77  8.827498  4.781112
 5.78  8.827493  4.781080
 5.79  8.827454  4.781080
 5.80  8.827454  4.781080
 5.81  8.827454  4.781053
 5.82  8.827454  4.781053
 5.83  8.827415  4.781025
 5.84  8.827415  4.781025
 5.85  8.827415  4.780998
 5.86  8.827415  4.780998
 5.87  8.827376  4.780970
 5.88  8.827376  4.780970
 5.89  8.827376  4.780970
 5.90  8.827371  4.780938
 5.91  8.827371  4.780938
 5.92  8.827332  4.780911
 5.93  8.827332  4.780911
 5.94  8.827332  4.780911
 5.95  8.827332  4.780883
 5.96  8.827332  4.780883
 5.97  8.827293  4.780856
 5.98  8.827293  4.780856
 5.99  8.827293  4.780856
 6.00  8.827293  4.780828
 6.01  8.827293  4.780828
 6.02  8.827293  4.780828
 6.03  8.827254  4.780801
 6.04  8.827254  4.780801
 6.05  8.827254  4.780801
 6.06  8.827254  4.780773
 6.07  8.827254  4.780773
 6.08  8.827254  4.780773
 6.09  8.827214  4.780746
 6.10  8.827214  4.780746
 6.11  8.827214  4.780746
 6.12  8.827214  4.780718
 6.13  8.827214  4.780718
 6.14  8.827214  4.780718
 6.15  8.827214  4.780718
 6.16  8.827214  4.780691
 6.17  8.827175  4.780691
 6.18  8.827175  4.780691
 6.19  8.827175  4.780691
 6.20  8.827175  4.780663
 6.21  8.827175  4.780663
 6.22  8.827175  4.780663
 6.23  8.827175  4.780636
 6.24  8.827175  4.780636
 6.25  8.827175  4.780636
 6.26  8.827175  4.780636
 6.27  8.827136  4.780636
 6.28  8.827136  4.780608
 6.29  8.827136  4.780608
 6.30  8.827136  4.780608
 6.31  8.827136  4.780608
 6.32  8.827136  4.780581
 6.33  8.827136  4.780581
 6.34  8.827136  4.780581
 6.35  8.827136  4.780581
 6.36  8.827136  4.780581
 6.37  8.827136  4.780553
 6.38  8.827136  4.780553
 6.39  8.827136  4.780553
 6.40  8.827097  4.780553
 6.41  8.827097  4.780553
 6.42  8.827097  4.780553
 6.43  8.827097  4.780526
 6.44  8.827097  4.780526
 6.45  8.827097  4.780526
 6.46  8.827097  4.780526
 6.47  8.827097  4.780526
 6.48  8.827097  4.780526
 6.49  8.827097  4.780498
 6.50  8.827097  4.780498
 6.51  8.827097  4.780498
 6.52  8.827097  4.780498
 6.53  8.827097  4.780498
 6.54  8.827097  4.780498
 6.55  8.827097  4.780498
 6.56  8.827097  4.780470
 6.57  8.827101  4.780475
 6.58  8.827101  4.780475
 6.59  8.827101  4.780475
 6.60  8.827101  4.780475
 6.61  8.827101  4.780475
 6.62  8.827101  4.780475
 6.63  8.827101  4.780475
 6.64  8.827101  4.780475
 6.65  8.827101  4.780448
 6.66  8.827101  4.780448
 6.67  8.827101  4.780448
 6.68  8.827101  4.780448
 6.69  8.827101  4.780448
 6.70  8.827101  4.780448
 6.71  8.827101  4.780448
 6.72  8.827101  4.780448
 6.73  8.827101  4.780448
 6.74  8.827101  4.780420
 6.75  8.827106  4.780425
 6.76  8.827106  4.780425
 6.77  8.827106  4.780425
 6.78  8.827106  4.780425
 6.79  8.827106  4.780425
 6.80  8.827106  4.780425
 6.81  8.827106  4.780425
 6.82  8.827106  4.780425
 6.83  8.827106  4.780425
 6.84  8.827106  4.780425
 6.85  8.827106  4.780425
 6.86  8.827106  4.780425
 6.87  8.827106  4.780397
 6.88  8.827106  4.780397
 6.89  8.827106  4.780397
 6.90  8.827111  4.780402
 6.91  8.827111  4.780402
 6.92  8.827111  4.780402
 6.93  8.827111  4.780402
 6.94  8.827111  4.780402
 6.95  8.827111  4.780402
 6.96  8.827111  4.780402
 6.97  8.827111  4.780402
 6.98  8.827111  4.780402
 6.99  8.827111  4.780402
 7.00  8.827111  4.780402
 7.01  8.827111  4.780402
 7.02  8.827111  4.780402
 7.03  8.827115  4.780406
 7.04  8.827115  4.780406
 7.05  8.827115  4.780406
 7.06  8.827115  4.780406
 7.07  8.827115  4.780406
 7.08  8.827115  4.780406
 7.09  8.827115  4.780406
 7.10  8.827115  4.780406
 7.11  8.827115  4.780406
 7.12  8.827115  4.780406
 7.13  8.827115  4.780379
 7.14  8.827120  4.780383
 7.15  8.827120  4.780383
 7.16  8.827159  4.780383
 7.17  8.827159  4.780383
 7.18  8.827159  4.780383
 7.19  8.827159  4.780383
 7.20  8.827159  4.780383
 7.21  8.827159  4.780383
 7.22  8.827159  4.780383
 7.23  8.827159  4.780383
 7.24  8.827159  4.780383
 7.25  8.827163  4.780388
 7.26  8.827163  4.780388
 7.27  8.827163  4.780388
 7.28  8.827163  4.780388
 7.29  8.827163  4.780388
 7.30  8.827163  4.780388
 7.31  8.827163  4.780388
 7.32  8.827163  4.780388
 7.33  8.827163  4.780388
 7.34  8.827203  4.780388
 7.35  8.827207  4.780392
 7.36  8.827207  4.780392
 7.37  8.827207  4.780420
 7.38  8.827207  4.780420
 7.39  8.827207  4.780420
 7.40  8.827207  4.780420
 7.41  8.827207  4.780420
 7.42  8.827207  4.780420
 7.43  8.827207  4.780420
 7.44  8.827207  4.780420
 7.45  8.827212  4.780425
 7.46  8.827212  4.780425
 7.47  8.827212  4.780425
 7.48  8.827251  4.780425
 7.49  8.827251  4.780425
 7.50  8.827251  4.780425
 7.51  8.827251  4.780425
 7.52  8.827251  4.780425
 7.53  8.827251  4.780425
 7.54  8.827255  4.780429
 7.55  8.827255  4.780429
 7.56  8.827255  4.780429
 7.57  8.827255  4.780429
 7.58  8.827255  4.780429
 7.59  8.827255  4.780429
 7.60  8.827255  4.780429
 7.61  8.827295  4.780429
 7.62  8.827295  4.780429
 7.63  8.827295  4.780429
 7.64  8.827299  4.780434
 7.65  8.827299  4.780434
 7.66  8.827299  4.780434
 7.67  8.827299  4.780434
 7.68  8.827299  4.780434
 7.69  8.827299  4.780461
 7.70  8.827299  4.780461
 7.71  8.827299  4.780461
 7.72  8.827299  4.780461
 7.73  8.827343  4.780466
 7.74  8.827343  4.780466
 7.75  8.827343  4.780466
 7.76  8.827343  4.780466
 7.77  8.827343  4.780466
 7.78  8.827343  4.780466
 7.79  8.827343  4.780466
 7.80  8.827343  4.780466
 7.81  8.827348  4.780470
 7.82  8.827348  4.780470
 7.83  8.827348  4.780470
 7.84  8.827387  4.780470
 7.85  8.827387  4.780470
 7.86  8.827387  4.780470
 7.87  8.827387  4.780470
 7.88  8.827387  4.780498
 7.89  8.827387  4.780498
 7.90  8.827391  4.780502
 7.91  8.827391  4.780502
 7.92  8.827391  4.780502
 7.93  8.827391  4.780502
 7.94  8.827391  4.780502
 7.95  8.827430  4.780502
 7.96  8.827430  4.780502
 7.97  8.827430  4.780502
 7.98  8.827430  4.780502
 7.99  8.827435  4.780507
 8.00  8.827435  4.780507
 8.01  8.827435  4.780507
 8.02  8.827435  4.780507
 8.03  8.827435  4.780534
 8.04  8.827435  4.780534
 8.05  8.827435  4.780534
 8.06  8.827474  4.780534
 8.07  8.827479  4.780539
 8.08  8.827479  4.780539
 8.09  8.827479  4.780539
 8.10  8.827479  4.780539
 8.11  8.827479  4.780539
 8.12  8.827479  4.780539
 8.13  8.827479  4.780539
 8.14  8.827479  4.780539
 8.15  8.827479  4.780539
 8.16  8.827522  4.780544
 8.17  8.827522  4.780571
 8.18  8.827522  4.780571
 8.19  8.827522  4.780571
 8.20  8.827522  4.780571
 8.21  8.827522  4.780571
 8.22  8.827522  4.780571
 8.23  8.827522  4.780571
 8.24  8.827527  4.780576
 8.25  8.827527  4.780576
 8.26  8.827566  4.780576
 8.27  8.827566  4.780576
 8.28  8.827566  4.780576
 8.29  8.827566  4.780576
 8.30  8.827566  4.780603
 8.31  8.827566  4.780603
 8.32  8.827566  4.780603
 8.33  8.827571  4.780608
 8.34  8.827571  4.780608
 8.35  8.827610  4.780608
 8.36  8.827610  4.780608
 8.37  8.827610  4.780608
 8.38  8.827610  4.780608
 8.39  8.827610  4.780608
 8.40  8.827610  4.780608
 8.41  8.827614  4.780612
 8.42  8.827614  4.780640
 8.43  8.827614  4.780640
 8.44  8.827614  4.780640
 8.45  8.827654  4.780640
 8.46  8.827654  4.780640
 8.47  8.827654  4.780640
 8.48  8.827654  4.780640
 8.49  8.827658  4.780644
 8.50  8.827658  4.780644
 8.51  8.827658  4.780644
 8.52  8.827658  4.780644
 8.53  8.827658  4.780644
 8.54  8.827697  4.780672
 8.55  8.827697  4.780672
 8.56  8.827697  4.780672
 8.57  8.827702  4.780677
 8.58  8.827702  4.780677
 8.59  8.827702  4.780677
 8.60  8.827702  4.780677
 8.61  8.827702  4.780677
 8.62  8.827702  4.780677
 8.63  8.827702  4.780677
 8.64  8.827741  4.780677
 8.65  8.827741  4.780677
 8.66  8.827746  4.780709
 8.67  8.827746  4.780709
 8.68  8.827746  4.780709
 8.69  8.827746  4.780709
 8.70  8.827746  4.780709
 8.71  8.827746  4.780709
 8.72  8.827746  4.780709
 8.73  8.827785  4.780709
 8.74  8.827789  4.780713
 8.75  8.827789  4.780713
 8.76  8.827789  4.780713
 8.77  8.827789  4.780741
 8.78  8.827789  4.780741
 8.79  8.827789  4.780741
 8.80  8.827789  4.780741
 8.81  8.827789  4.780741
 8.82  8.827833  4.780745
 8.83  8.827833  4.780745
 8.84  8.827833  4.780745
 8.85  8.827833  4.780745
 8.86  8.827833  4.780745
 8.87  8.827833  4.780745
 8.88  8.827833  4.780773
 8.89  8.827833  4.780773
 8.90  8.827833  4.780773
 8.91  8.827877  4.780777
 8.92  8.827877  4.780777
 8.93  8.827877  4.780777
 8.94  8.827877  4.780777
 8.95  8.827877  4.780777
 8.96  8.827877  4.780777
 8.97  8.827877  4.780777
 8.98  8.827877  4.780777
 8.99  8.827881  4.780809
 9.00  8.827881  4.780809
 9.01  8.827920  4.780809
 9.02  8.827920  4.780809
 9.03  8.827920  4.780809
 9.04  8.827920  4.780809
 9.05  8.827920  4.780809
 9.06  8.827920  4.780809
 9.07  8.827920  4.780809
 9.08  8.827925  4.780814
 9.09  8.827925  4.780814
 9.10  8.827964  4.780842
 9.11  8.827964  4.780842
 9.12  8.827964  4.780842
 9.13  8.827964  4.780842
 9.14  8.827964  4.780842
 9.15  8.827964  4.780842
 9.16  8.827969  4.780846
 9.17  8.827969  4.780846
 9.18  8.827969  4.780846
 9.19  8.828008  4.780846
 9.20  8.828008  4.780874
 9.21  8.828008  4.780874
 9.22  8.828008  4.780874
 9.23  8.828008  4.780874
 9.24  8.828012  4.780878
 9.25  8.828012  4.780878
 9.26  8.828012  4.780878
 9.27  8.828012  4.780878
 9.28  8.828051  4.780878
 9.29  8.828051  4.780878
 9.30  8.828051  4.780878
 9.31  8.828051  4.780906
 9.32  8.828051  4.780906
 9.33  8.828056  4.780910
