 t       A(O)      A(F)
 0.78  8.912614  4.877584
 0.79  8.917125  4.883267
 0.80  8.921539  4.888890
 0.81  8.925912  4.894424
 0.82  8.930182  4.899873
 0.83  8.934423  4.905248
 0.84  8.938590  4.910536
 0.85  8.942699  4.915753
 0.86  8.946741  4.920893
 0.87  8.950724  4.925942
 0.88  8.954673  4.930916
 0.89  8.958539  4.935809
 0.90  8.962368  4.940627
 0.91  8.966174  4.945385
 0.92  8.969920  4.950076
 0.93  8.973640  4.954687
 0.94  8.977307  4.959239
 0.95  8.980889  4.963710
 0.96  8.984471  4.968084
 0.97  8.987978  4.972408
 0.98  8.991459  4.976675
 0.99  8.994859  4.980866
 1.00  8.998238  4.984972
 1.01  9.001481  4.988917
 1.02  8.999088  4.992501
 1.03  8.991062  4.985145
 1.04  8.982913  4.978092
 1.05  8.975047  4.971331
 1.06  8.967456  4.964826
 1.07  8.960113  4.958585
 1.08  8.953021  4.952553
 1.09  8.946143  4.946749
 1.10  8.939479  4.941133
 1.11  8.933019  4.935705
 1.12  8.926735  4.930425
 1.13  8.920636  4.925301
 1.14  8.914698  4.920336
 1.15  8.908923  4.915532
 1.16  8.903294  4.910842
 1.17  8.897840  4.906322
 1.18  8.892473  4.901920
 1.19  8.887292  4.897633
 1.20  8.882202  4.893445
 1.21  8.877245  4.889384
 1.22  8.872420  4.885428
 1.23  8.867694  4.881552
 1.24  8.863077  4.877769
 1.25  8.858565  4.874071
 1.26  8.854165  4.870442
 1.27  8.849840  4.866881
 1.28  8.845633  4.863415
 1.29  8.841510  4.859979
 1.30  8.837465  4.856611
 1.31  8.833547  4.853320
 1.32  8.829683  4.850062
 1.33  8.825865  4.846875
 1.34  8.822182  4.843724
 1.35  8.818553  4.840628
 1.36  8.814981  4.837587
 1.37  8.811506  4.834580
 1.38  8.808091  4.831631
 1.39  8.804737  4.828741
 1.40  8.801450  4.825868
 1.41  8.798217  4.823070
 1.42  8.795055  4.820290
 1.43  8.791960  4.817573
 1.44  8.788886  4.814866
 1.45  8.785928  4.812228
 1.46  8.782994  4.809625
 1.47  8.780085  4.807034
 1.48  8.777253  4.804514
 1.49  8.774491  4.802007
 1.50  8.771760  4.799543
 1.51  8.769080  4.797118
 1.52  8.766451  4.794742
 1.53  8.763860  4.792375
 1.54  8.761326  4.790059
 1.55  8.758828  4.787757
 1.56  8.756371  4.785498
 1.57  8.753960  4.783286
 1.58  8.751591  4.781068
 1.59  8.749261  4.778921
 1.60  8.746970  4.776764
 1.61  8.744714  4.774656
 1.62  8.742502  4.772597
 1.63  8.740327  4.770530
 1.64  8.738179  4.768510
 1.65  8.736078  4.766540
 1.66  8.734000  4.764562
 1.67  8.731965  4.762608
 1.68  8.729960  4.760703
 1.69  8.727989  4.758822
 1.70  8.726053  4.756962
 1.71  8.724143  4.755123
 1.72  8.722268  4.753310
 1.73  8.720420  4.751519
 1.74  8.718599  4.749750
 1.75  8.716810  4.748007
 1.76  8.715048  4.746315
 1.77  8.713319  4.744622
 1.78  8.711609  4.742948
 1.79  8.709932  4.741272
 1.80  8.708284  4.739654
 1.81  8.706655  4.738055
 1.82  8.705056  4.736454
 1.83  8.703476  4.734908
 1.84  8.701931  4.733361
 1.85  8.700407  4.731839
 1.86  8.698908  4.730342
 1.87  8.697430  4.728870
 1.88  8.695973  4.727394
 1.89  8.694541  4.725978
 1.90  8.693137  4.724558
 1.91  8.691753  4.723138
 1.92  8.690387  4.721770
 1.93  8.689042  4.720402
 1.94  8.687720  4.719062
 1.95  8.686420  4.717717
 1.96  8.685137  4.716400
 1.97  8.683877  4.715114
 1.98  8.682630  4.713851
 1.99  8.681410  4.712590
 2.00  8.680208  4.711361
 2.01  8.679025  4.710124
 2.02  8.677855  4.708915
 2.03  8.676708  4.707739
 2.04  8.675579  4.706560
 2.05  8.674465  4.705409
 2.06  8.673369  4.704288
 2.07  8.672296  4.703168
 2.08  8.671233  4.702042
 2.09  8.670189  4.700948
 2.10  8.669158  4.699885
 2.11  8.668147  4.698819
 2.12  8.667145  4.697783
 2.13  8.666161  4.696748
 2.14  8.665188  4.695740
 2.15  8.664227  4.694734
 2.16  8.663277  4.693721
 2.17  8.662341  4.692743
 2.18  8.661420  4.691795
 2.19  8.660513  4.690813
 2.20  8.659616  4.689894
 2.21  8.658728  4.688941
 2.22  8.657854  4.688023
 2.23  8.656985  4.687132
 2.24  8.656136  4.686243
 2.25  8.655292  4.685349
 2.26  8.654462  4.684490
 2.27  8.653642  4.683630
 2.28  8.652832  4.682768
 2.29  8.652032  4.681938
 2.30  8.651236  4.681106
 2.31  8.650456  4.680273
 2.32  8.649686  4.679472
 2.33  8.648925  4.678674
 2.34  8.648164  4.677870
 2.35  8.647423  4.677103
 2.36  8.646682  4.676330
 2.37  8.645951  4.675561
 2.38  8.645229  4.674790
 2.39  8.644518  4.674052
 2.40  8.643812  4.673312
 2.41  8.643106  4.672601
 2.42  8.642415  4.671860
 2.43  8.641734  4.671155
 2.44  8.641052  4.670445
 2.45  8.640381  4.669735
 2.46  8.639715  4.669057
 2.47  8.639054  4.668378
 2.48  8.638408  4.667703
 2.49  8.637757  4.667022
 2.50  8.637121  4.666380
 2.51  8.636486  4.665697
 2.52  8.635860  4.665053
 2.53  8.635235  4.664438
 2.54  8.634625  4.663791
 2.55  8.634014  4.663179
 2.56  8.633414  4.662531
 2.57  8.632819  4.661917
 2.58  8.632226  4.661333
 2.59  8.631647  4.660717
 2.60  8.631072  4.660140
 2.61  8.630510  4.659558
 2.62  8.629948  4.658975
 2.63  8.629390  4.658392
 2.64  8.628849  4.657812
 2.65  8.628308  4.657262
 2.66  8.627772  4.656711
 2.67  8.627247  4.656165
 2.68  8.626722  4.655648
 2.69  8.626207  4.655100
 2.70  8.625698  4.654587
 2.71  8.625200  4.654038
 2.72  8.624697  4.653555
 2.73  8.624210  4.653040
 2.74  8.623722  4.652524
 2.75  8.623240  4.652044
 2.76  8.622770  4.651527
 2.77  8.622299  4.651046
 2.78  8.621834  4.650564
 2.79  8.621385  4.650122
 2.80  8.620931  4.649639
 2.81  8.620482  4.649156
 2.82  8.620039  4.648708
 2.83  8.619607  4.648264
 2.84  8.619169  4.647815
 2.85  8.618748  4.647370
 2.86  8.618328  4.646920
 2.87  8.617912  4.646510
 2.88  8.617497  4.646060
 2.89  8.617093  4.645649
 2.90  8.616688  4.645239
 2.91  8.616295  4.644828
 2.92  8.615897  4.644412
 2.93  8.615510  4.644000
 2.94  8.615128  4.643624
 2.95  8.614752  4.643211
 2.96  8.614376  4.642835
 2.97  8.614006  4.642421
 2.98  8.613642  4.642044
 2.99  8.613277  4.641667
 3.00  8.612918  4.641289
 3.01  8.612565  4.640947
 3.02  8.612212  4.640569
 3.03  8.611875  4.640231
 3.04  8.611528  4.639852
 3.05  8.611193  4.639509
 3.06  8.610857  4.639166
 3.07  8.610532  4.638827
 3.08  8.610202  4.638484
 3.09  8.609882  4.638145
 3.10  8.609565  4.637801
 3.11  8.609247  4.637457
 3.12  8.608939  4.637153
 3.13  8.608631  4.636813
 3.14  8.608325  4.636505
 3.15  8.608029  4.636201
 3.16  8.607729  4.635893
 3.17  8.607439  4.635588
 3.18  8.607149  4.635284
 3.19  8.606865  4.634979
 3.20  8.606576  4.634670
 3.21  8.606298  4.634365
 3.22  8.606020  4.634097
 3.23  8.605747  4.633791
 3.24  8.605475  4.633523
 3.25  8.605204  4.633213
 3.26  8.604938  4.632944
 3.27  8.604678  4.632675
 3.28  8.604417  4.632406
 3.29  8.604163  4.632136
 3.30  8.603915  4.631867
 3.31  8.603661  4.631597
 3.32  8.603423  4.631332
 3.33  8.603175  4.631099
 3.34  8.602932  4.630829
 3.35  8.602696  4.630596
 3.36  8.602460  4.630326
 3.37  8.602230  4.630093
 3.38  8.602004  4.629864
 3.39  8.601774  4.629593
 3.40  8.601550  4.629359
 3.41  8.601326  4.629126
 3.42  8.601112  4.628896
 3.43  8.600894  4.628663
 3.44  8.600681  4.628433
 3.45  8.600469  4.628236
 3.46  8.600257  4.628002
 3.47  8.600056  4.627772
 3.48  8.599850  4.627576
 3.49  8.599648  4.627345
 3.50  8.599449  4.627148
 3.51  8.599254  4.626918
 3.52  8.599060  4.626721
 3.53  8.598871  4.626528
 3.54  8.598678  4.626293
 3.55  8.598488  4.626100
 3.56  8.598305  4.625907
 3.57  8.598124  4.625709
 3.58  8.597941  4.625516
 3.59  8.597765  4.625323
 3.60  8.597590  4.625125
 3.61  8.597413  4.624969
 3.62  8.597242  4.624776
 3.63  8.597067  4.624578
 3.64  8.596903  4.624422
 3.65  8.596739  4.624228
 3.66  8.596574  4.624072
 3.67  8.596416  4.623878
 3.68  8.596247  4.623717
 3.69  8.596089  4.623523
 3.70  8.595937  4.623367
 3.71  8.595785  4.623211
 3.72  8.595633  4.623054
 3.73  8.595481  4.622860
 3.74  8.595329  4.622704
 3.75  8.595184  4.622547
 3.76  8.595038  4.622391
 3.77  8.594899  4.622234
 3.78  8.594755  4.622073
 3.79  8.594609  4.621916
 3.80  8.594476  4.621797
 3.81  8.594341  4.621645
 3.82  8.594208  4.621488
 3.83  8.594075  4.621331
 3.84  8.593942  4.621212
 3.85  8.593808  4.621055
 3.86  8.593682  4.620936
 3.87  8.593555  4.620779
 3.88  8.593428  4.620622
 3.89  8.593301  4.620503
 3.90  8.593180  4.620384
 3.91  8.593060  4.620227
 3.92  8.592944  4.620112
 3.93  8.592823  4.619993
 3.94  8.592709  4.619836
 3.95  8.592588  4.619716
 3.96  8.592474  4.619597
 3.97  8.592364  4.619482
 3.98  8.592256  4.619363
 3.99  8.592142  4.619244
 4.00  8.592034  4.619124
 4.01  8.591931  4.619009
 4.02  8.591823  4.618890
 4.03  8.591715  4.618770
 4.04  8.591614  4.618651
 4.05  8.591510  4.618536
 4.06  8.591408  4.618416
 4.07  8.591307  4.618297
 4.08  8.591210  4.618181
 4.09  8.591115  4.618100
 4.10  8.591013  4.617981
 4.11  8.590922  4.617865
 4.12  8.590827  4.617784
 4.13  8.590732  4.617664
 4.14  8.590641  4.617549
 4.15  8.590552  4.617468
 4.16  8.590461  4.617352
 4.17  8.590373  4.617271
 4.18  8.590284  4.617151
 4.19  8.590199  4.617074
 4.20  8.590111  4.616992
 4.21  8.590033  4.616877
 4.22  8.589944  4.616796
 4.23  8.589866  4.616680
 4.24  8.589783  4.616598
 4.25  8.589705  4.616521
 4.26  8.589623  4.616440
 4.27  8.589545  4.616324
 4.28  8.589469  4.616243
 4.29  8.589391  4.616165
 4.30  8.589315  4.616084
 4.31  8.589243  4.616007
 4.32  8.589168  4.615925
 4.33  8.589096  4.615848
 4.34  8.589020  4.615728
 4.35  8.588955  4.615650
 4.36  8.588879  4.615569
 4.37  8.588814  4.615491
 4.38  8.588738  4.615410
 4.39  8.588672  4.615332
 4.40  8.588607  4.615294
 4.41  8.588538  4.615212
 4.42  8.588479  4.615135
 4.43  8.588409  4.615053
 4.44  8.588344  4.614976
 4.45  8.588286  4.614898
 4.46  8.588222  4.614816
 4.47  8.588157  4.614778
 4.48  8.588098  4.614700
 4.49  8.588035  4.614619
 4.50  8.587983  4.614541
 4.51  8.587920  4.614498
 4.52  8.587861  4.614421
 4.53  8.587809  4.614343
 4.54  8.587746  4.614300
 4.55  8.587694  4.614222
 4.56  8.587641  4.614145
 4.57  8.587585  4.614102
 4.58  8.587533  4.614024
 4.59  8.587480  4.613985
 4.60  8.587428  4.613908
 4.61  8.587371  4.613865
 4.62  8.587326  4.613787
 4.63  8.587273  4.613748
 4.64  8.587223  4.613666
 4.65  8.587177  4.613628
 4.66  8.587132  4.613550
 4.67  8.587079  4.613511
 4.68  8.587029  4.613468
 4.69  8.586990  4.613390
 4.70  8.586944  4.613351
 4.71  8.586898  4.613274
 4.72  8.586848  4.613231
 4.73  8.586809  4.613192
 4.74  8.586763  4.613153
 4.75  8.586724  4.613075
 4.76  8.586680  4.613032
 4.77  8.586641  4.612993
 4.78  8.586595  4.612915
 4.79  8.586556  4.612877
 4.80  8.586523  4.612838
 4.81  8.586479  4.612794
 4.82  8.586440  4.612755
 4.83  8.586401  4.612717
 4.84  8.586368  4.612639
 4.85  8.586329  4.612600
 4.86  8.586292  4.612557
 4.87  8.586252  4.612518
 4.88  8.586219  4.612479
 4.89  8.586187  4.612440
 4.90  8.586147  4.612401
 4.91  8.586115  4.612362
 4.92  8.586077  4.612319
 4.93  8.586045  4.612280
 4.94  8.586018  4.612241
 4.95  8.585986  4.612202
 4.96  8.585953  4.612163
 4.97  8.585920  4.612124
 4.98  8.585894  4.612085
 4.99  8.585857  4.612042
 5.00  8.585830  4.612003
 5.01  8.585798  4.611964
 5.02  8.585771  4.611925
 5.03  8.585745  4.611886
 5.04  8.585712  4.611847
 5.05  8.585686  4.611808
 5.06  8.585660  4.611769
 5.07  8.585629  4.611726
 5.08  8.585603  4.611687
 5.09  8.585577  4.611687
 5.10  8.585551  4.611648
 5.11  8.585531  4.611609
 5.12  8.585505  4.611570
 5.13  8.585478  4.611531
 5.14  8.585452  4.611531
 5.15  8.585432  4.611492
 5.16  8.585406  4.611453
 5.17  8.585386  4.611414
 5.18  8.585356  4.611371
 5.19  8.585336  4.611371
 5.20  8.585316  4.611332
 5.21  8.585297  4.611293
 5.22  8.585270  4.611254
 5.23  8.585251  4.611254
 5.24  8.585231  4.611215
 5.25  8.585211  4.611176
 5.26  8.585192  4.611176
 5.27  8.585172  4.611137
 5.28  8.585152  4.611097
 5.29  8.585133  4.611097
 5.30  8.585119  4.611058
 5.31  8.585100  4.611019
 5.32  8.585080  4.611019
 5.33  8.585060  4.610980
 5.34  8.585047  4.610941
 5.35  8.585027  4.610941
 5.36  8.585014  4.610902
 5.37  8.584995  4.610902
 5.38  8.584977  4.610859
 5.39  8.584957  4.610820
 5.40  8.584944  4.610820
 5.41  8.584931  4.610781
 5.42  8.584911  4.610781
 5.43  8.584898  4.610742
 5.44  8.584885  4.610742
 5.45  8.584872  4.610703
 5.46  8.584852  4.610703
 5.47  8.584839  4.610664
 5.48  8.584826  4.610664
 5.49  8.584813  4.610625
 5.50  8.584800  4.610625
 5.51  8.584787  4.610585
 5.52  8.584773  4.610585
 5.53  8.584767  4.610546
 5.54  8.584754  4.610546
 5.55  8.584740  4.610507
 5.56  8.584727  4.610507
 5.57  8.584714  4.610468
 5.58  8.584708  4.610468
 5.59  8.584694  4.610429
 5.60  8.584681  4.610429
 5.61  8.584675  4.610390
 5.62  8.584662  4.610390
 5.63  8.584655  4.610390
 5.64  8.584642  4.610351
 5.65  8.584640  4.610355
 5.66  8.584627  4.610316
 5.67  8.584620  4.610316
 5.68  8.584613  4.610316
 5.69  8.584600  4.610277
 5.70  8.584594  4.610277
 5.71  8.584587  4.610238
 5.72  8.584574  4.610238
 5.73  8.584567  4.610238
 5.74  8.584561  4.610199
 5.75  8.584554  4.610199
 5.76  8.584548  4.610199
 5.77  8.584541  4.610160
 5.78  8.584534  4.610160
 5.79  8.584528  4.610160
 5.80  8.584521  4.610121
 5.81  8.584515  4.610121
 5.82  8.584508  4.610121
 5.83  8.584502  4.610082
 5.84  8.584495  4.610082
 5.85  8.584488  4.610082
 5.86  8.584482  4.610042
 5.87  8.584475  4.610042
 5.88  8.584469  4.610042
 5.89  8.584469  4.610003
 5.90  8.584466  4.610008
 5.91  8.584460  4.610008
 5.92  8.584453  4.610008
 5.93  8.584453  4.609969
 5.94  8.584447  4.609969
 5.95  8.584440  4.609969
 5.96  8.584440  4.609969
 5.97  8.584434  4.609929
 5.98  8.584434  4.609929
 5.99  8.584427  4.609929
 6.00  8.584427  4.609929
 6.01  8.584420  4.609890
 6.02  8.584420  4.609890
 6.03  8.584414  4.609890
 6.04  8.584414  4.609890
 6.05  8.584412  4.609856
 6.06  8.584412  4.609856
 6.07  8.584405  4.609856
 6.08  8.584405  4.609856
 6.09  8.584405  4.609856
 6.10  8.584399  4.609816
 6.11  8.584399  4.609816
 6.12  8.584399  4.609816
 6.13  8.584392  4.609816
 6.14  8.584392  4.609816
 6.15  8.584392  4.609777
 6.16  8.584392  4.609777
 6.17  8.584392  4.609777
 6.18  8.584390  4.609782
 6.19  8.584390  4.609782
 6.20  8.584390  4.609782
 6.21  8.584390  4.609743
 6.22  8.584390  4.609743
 6.23  8.584390  4.609743
 6.24  8.584390  4.609743
 6.25  8.584390  4.609743
 6.26  8.584390  4.609743
 6.27  8.584383  4.609703
 6.28  8.584383  4.609703
 6.29  8.584388  4.609708
 6.30  8.584388  4.609708
 6.31  8.584388  4.609708
 6.32  8.584394  4.609708
 6.33  8.584394  4.609708
 6.34  8.584394  4.609669
 6.35  8.584394  4.609669
 6.36  8.584394  4.609669
 6.37  8.584394  4.609669
 6.38  8.584394  4.609669
 6.39  8.584394  4.609669
 6.40  8.584399  4.609673
 6.41  8.584399  4.609673
 6.42  8.584405  4.609634
 6.43  8.584405  4.609634
 6.44  8.584405  4.609634
 6.45  8.584405  4.609634
 6.46  8.584405  4.609634
 6.47  8.584412  4.609634
 6.48  8.584412  4.609634
 6.49  8.584412  4.609634
 6.50  8.584416  4.609638
 6.51  8.584423  4.609638
 6.52  8.584423  4.609638
 6.53  8.584423  4.609599
 6.54  8.584429  4.609599
 6.55  8.584429  4.609599
 6.56  8.584429  4.609599
 6.57  8.584429  4.609599
 6.58  8.584436  4.609599
 6.59  8.584436  4.609599
 6.60  8.584447  4.609603
 6.61  8.584447  4.609603
 6.62  8.584447  4.609603
 6.63  8.584453  4.609603
 6.64  8.584453  4.609603
 6.65  8.584453  4.609603
 6.66  8.584460  4.609564
 6.67  8.584460  4.609564
 6.68  8.584467  4.609564
 6.69  8.584471  4.609569
 6.70  8.584477  4.609569
 6.71  8.584477  4.609569
 6.72  8.584484  4.609569
 6.73  8.584484  4.609569
 6.74  8.584484  4.609569
 6.75  8.584491  4.609569
 6.76  8.584491  4.609569
 6.77  8.584497  4.609569
 6.78  8.584497  4.609569
 6.79  8.584508  4.609573
 6.80  8.584515  4.609573
 6.81  8.584515  4.609573
 6.82  8.584521  4.609573
 6.83  8.584521  4.609573
 6.84  8.584528  4.609573
 6.85  8.584528  4.609573
 6.86  8.584535  4.609573
 6.87  8.584535  4.609573
 6.88  8.584545  4.609577
 6.89  8.584552  4.609577
 6.90  8.584552  4.609577
 6.91  8.584559  4.609538
 6.92  8.584559  4.609538
 6.93  8.584565  4.609538
 6.94  8.584565  4.609538
 6.95  8.584572  4.609538
 6.96  8.584578  4.609538
 6.97  8.584583  4.609543
 6.98  8.584589  4.609543
 6.99  8.584589  4.609543
 7.00  8.584596  4.609543
 7.01  8.584602  4.609543
 7.02  8.584602  4.609543
 7.03  8.584609  4.609543
 7.04  8.584616  4.609543
 7.05  8.584616  4.609543
 7.06  8.584627  4.609547
 7.07  8.584627  4.609547
 7.08  8.584633  4.609547
 7.09  8.584640  4.609547
 7.10  8.584640  4.609547
 7.11  8.584646  4.609547
 7.12  8.584653  4.609547
 7.13  8.584653  4.609547
 7.14  8.584659  4.609547
 7.15  8.584670  4.609551
 7.16  8.584677  4.609551
 7.17  8.584677  4.609551
 7.18  8.584684  4.609551
 7.19  8.584690  4.609551
 7.20  8.584690  4.609551
 7.21  8.584697  4.609551
 7.22  8.584703  4.609551
 7.23  8.584710  4.609551
 7.24  8.584714  4.609556
 7.25  8.584721  4.609556
 7.26  8.584727  4.609556
 7.27  8.584734  4.609556
 7.28  8.584734  4.609556
 7.29  8.584741  4.609556
 7.30  8.584747  4.609556
 7.31  8.584754  4.609556
 7.32  8.584754  4.609556
 7.33  8.584765  4.609560
 7.34  8.584771  4.609560
 7.35  8.584778  4.609560
 7.36  8.584784  4.609560
 7.37  8.584784  4.609560
 7.38  8.584791  4.609560
 7.39  8.584798  4.609560
 7.40  8.584804  4.609560
 7.41  8.584811  4.609560
 7.42  8.584815  4.609565
 7.43  8.584822  4.609604
 7.44  8.584828  4.609604
 7.45  8.584835  4.609604
 7.46  8.584841  4.609604
 7.47  8.584841  4.609604
 7.48  8.584848  4.609604
 7.49  8.584855  4.609604
 7.50  8.584866  4.609608
 7.51  8.584872  4.609608
 7.52  8.584879  4.609608
 7.53  8.584885  4.609608
 7.54  8.584885  4.609608
 7.55  8.584892  4.609608
 7.56  8.584898  4.609608
 7.57  8.584905  4.609608
 7.58  8.584912  4.609608
 7.59  8.584923  4.609613
 7.60  8.584929  4.609613
 7.61  8.584936  4.609613
 7.62  8.584936  4.609613
 7.63  8.584942  4.609613
 7.64  8.584949  4.609613
 7.65  8.584955  4.609613
 7.66  8.584962  4.609613
 7.67  8.584969  4.609613
 7.68  8.584979  4.609617
 7.69  8.584986  4.609617
 7.70  8.584993  4.609617
 7.71  8.584993  4.609617
 7.72  8.584999  4.609656
 7.73  8.585006  4.609656
 7.74  8.585012  4.609656
 7.75  8.585019  4.609656
 7.76  8.585030  4.609661
 7.77  8.585036  4.609661
 7.78  8.585043  4.609661
 7.79  8.585050  4.609661
 7.80  8.585056  4.609661
 7.81  8.585063  4.609661
 7.82  8.585069  4.609661
 7.83  8.585069  4.609661
 7.84  8.585076  4.609661
 7.85  8.585087  4.609665
 7.86  8.585093  4.609665
 7.87  8.585100  4.609665
 7.88  8.585107  4.609665
 7.89  8.585113  4.609665
 7.90  8.585120  4.609665
 7.91  8.585126  4.609665
 7.92  8.585133  4.609704
 7.93  8.585144  4.609709
 7.94  8.585150  4.609709
 7.95  8.585157  4.609709
 7.96  8.585163  4.609709
 7.97  8.585170  4.609709
 7.98  8.585177  4.609709
 7.99  8.585183  4.609709
 8.00  8.585190  4.609709
 8.01  8.585196  4.609709
 8.02  8.585201  4.609713
 8.03  8.585207  4.609713
 8.04  8.585214  4.609713
 8.05  8.585220  4.609713
 8.06  8.585227  4.609713
 8.07  8.585234  4.609713
 8.08  8.585240  4.609713
 8.09  8.585247  4.609713
 8.10  8.585258  4.609756
 8.11  8.585264  4.609756
 8.12  8.585271  4.609756
 8.13  8.585277  4.609756
 8.14  8.585284  4.609756
 8.15  8.585291  4.609756
 8.16  8.585297  4.609756
 8.17  8.585304  4.609756
 8.18  8.585310  4.609756
 8.19  8.585321  4.609761
 8.20  8.585328  4.609761
 8.21  8.585334  4.609761
 8.22  8.585341  4.609761
 8.23  8.585347  4.609761
 8.24  8.585354  4.609761
 8.25  8.585361  4.609761
 8.26  8.585367  4.609800
 8.27  8.585374  4.609800
 8.28  8.585385  4.609804
 8.29  8.585391  4.609804
 8.30  8.585398  4.609804
 8.31  8.585404  4.609804
 8.32  8.585411  4.609804
 8.33  8.585417  4.609804
 8.34  8.585424  4.609804
 8.35  8.585431  4.609804
 8.36  8.585437  4.609804
 8.37  8.585448  4.609809
 8.38  8.585455  4.609809
 8.39  8.585461  4.609809
 8.40  8.585468  4.609809
 8.41  8.585474  4.609848
 8.42  8.585481  4.609848
 8.43  8.585488  4.609848
 8.44  8.585494  4.609848
 8.45  8.585501  4.609848
 8.46  8.585512  4.609852
 8.47  8.585518  4.609852
 8.48  8.585525  4.609852
 8.49  8.585531  4.609852
 8.50  8.585538  4.609852
 8.51  8.585544  4.609852
 8.52  8.585551  4.609852
 8.53  8.585558  4.609852
 8.54  8.585569  4.609857
 8.55  8.585575  4.609896
 8.56  8.585582  4.609896
 8.57  8.585588  4.609896
 8.58  8.585595  4.609896
 8.59  8.585601  4.609896
 8.60  8.585608  4.609896
 8.61  8.585614  4.609896
 8.62  8.585621  4.609896
 8.63  8.585632  4.609900
 8.64  8.585639  4.609900
 8.65  8.585645  4.609900
 8.66  8.585652  4.609900
 8.67  8.585658  4.609900
 8.68  8.585665  4.609900
 8.69  8.585671  4.609939
 8.70  8.585678  4.609939
 8.71  8.585684  4.609939
 8.72  8.585695  4.609944
 8.73  8.585702  4.609944
 8.74  8.585709  4.609944
 8.75  8.585715  4.609944
 8.76  8.585722  4.609944
 8.77  8.585728  4.609944
 8.78  8.585735  4.609944
 8.79  8.585741  4.609944
 8.80  8.585748  4.609944
 8.81  8.585759  4.609948
 8.82  8.585765  4.609987
 8.83  8.585772  4.609987
 8.84  8.585779  4.609987
 8.85  8.585785  4.609987
 8.86  8.585792  4.609987
 8.87  8.585798  4.609987
 8.88  8.585805  4.609987
 8.89  8.585811  4.609987
 8.90  8.585822  4.609992
 8.91  8.585829  4.609992
 8.92  8.585835  4.609992
 8.93  8.585842  4.609992
 8.94  8.585849  4.609992
 8.95  8.585855  4.609992
 8.96  8.585862  4.610031
 8.97  8.585868  4.610031
 8.98  8.585875  4.610031
 8.99  8.585886  4.610035
 9.00  8.585892  4.610035
 9.01  8.585899  4.610035
 9.02  8.585905  4.610035
 9.03  8.585912  4.610035
 9.04  8.585919  4.610035
 9.05  8.585925  4.610035
 9.06  8.585932  4.610035
 9.07  8.585938  4.610035
 9.08  8.585949  4.610040
 9.09  8.585956  4.610079
 9.10  8.585962  4.610079
 9.11  8.585969  4.610079
 9.12  8.585975  4.610079
 9.13  8.585982  4.610079
 9.14  8.585989  4.610079
 9.15  8.585995  4.610079
 9.16  8.586002  4.610079
 9.17  8.586013  4.610083
 9.18  8.586019  4.610083
 9.19  8.586026  4.610083
 9.20  8.586032  4.610083
 9.21  8.586039  4.610083
 9.22  8.586045  4.610122
 9.23  8.586052  4.610122
 9.24  8.586058  4.610122
 9.25  8.586065  4.610122
 9.26  8.586076  4.610127
 9.27  8.586083  4.610127
 9.28  8.586089  4.610127
 9.29  8.586096  4.610127
 9.30  8.586102  4.610127
 9.31  8.586109  4.610127
 9.32  8.586115  4.610127
 9.33  8.586122  4.610127
