 t       A(O)      A(F)
 9.34  8.586128  4.610166
 9.35  8.586135  4.610166
 9.36  8.586146  4.610170
 9.37  8.586152  4.610170
 9.38  8.586159  4.610170
 9.39  8.586166  4.610170
 9.40  8.586172  4.610170
 9.41  8.586179  4.610170
 9.42  8.586185  4.610170
 9.43  8.586192  4.610170
 9.44  8.586198  4.610170
 9.45  8.586209  4.610175
 9.46  8.586216  4.610175
 9.47  8.586222  4.610214
 9.48  8.586229  4.610214
 9.49  8.586236  4.610214
 9.50  8.586242  4.610214
 9.51  8.586249  4.610214
 9.52  8.586255  4.610214
 9.53  8.586262  4.610214
 9.54  8.586273  4.610218
 9.55  8.586279  4.610218
 9.56  8.586286  4.610218
 9.57  8.586292  4.610218
 9.58  8.586299  4.610218
 9.59  8.586305  4.610218
 9.60  8.586312  4.610257
 9.61  8.586319  4.610257
 9.62  8.586325  4.610257
 9.63  8.586332  4.610257
 9.64  8.586343  4.610262
 9.65  8.586349  4.610262
 9.66  8.586356  4.610262
 9.67  8.586362  4.610262
 9.68  8.586369  4.610262
 9.69  8.586375  4.610262
 9.70  8.586382  4.610262
 9.71  8.586388  4.610262
 9.72  8.586395  4.610301
 9.73  8.586402  4.610301
 9.74  8.586413  4.610305
 9.75  8.586419  4.610305
 9.76  8.586426  4.610305
 9.77  8.586432  4.610305
 9.78  8.586439  4.610305
 9.79  8.586445  4.610305
 9.80  8.586452  4.610305
 9.81  8.586458  4.610305
 9.82  8.586465  4.610305
 9.83  8.586476  4.610310
 9.84  8.586482  4.610310
 9.85  8.586489  4.610349
 9.86  8.586496  4.610349
 9.87  8.586502  4.610349
 9.88  8.586509  4.610349
 9.89  8.586515  4.610349
 9.90  8.586522  4.610349
 9.91  8.586528  4.610349
 9.92  8.586535  4.610349
 9.93  8.586546  4.610353
 9.94  8.586552  4.610353
 9.95  8.586559  4.610353
 9.96  8.586559  4.610353
 9.97  8.586565  4.610392
 9.98  8.586572  4.610392
 9.99  8.586579  4.610392
10.00  8.586585  4.610392
10.01  8.586592  4.610392
10.02  8.586598  4.610392
10.03  8.586609  4.610397
10.04  8.586616  4.610397
10.05  8.586622  4.610397
10.06  8.586629  4.610397
10.07  8.586635  4.610397
10.08  8.586642  4.610397
10.09  8.586648  4.610397
10.10  8.586655  4.610436
10.11  8.586661  4.610436
10.12  8.586668  4.610436
10.13  8.586679  4.610440
10.14  8.586686  4.610440
10.15  8.586692  4.610440
10.16  8.586699  4.610440
10.17  8.586705  4.610440
10.18  8.586712  4.610440
10.19  8.586712  4.610440
10.20  8.586718  4.610440
10.21  8.586725  4.610440
10.22  8.586731  4.610440
10.23  8.586742  4.610484
10.24  8.586749  4.610484
10.25  8.586755  4.610484
10.26  8.586762  4.610484
10.27  8.586768  4.610484
10.28  8.586775  4.610484
10.29  8.586782  4.610484
10.30  8.586788  4.610484
10.31  8.586795  4.610484
10.32  8.586801  4.610484
10.33  8.586808  4.610484
10.34  8.586819  4.610488
10.35  8.586819  4.610488
10.36  8.586825  4.610527
10.37  8.586832  4.610527
10.38  8.586838  4.610527
10.39  8.586845  4.610527
10.40  8.586851  4.610527
10.41  8.586858  4.610527
10.42  8.586865  4.610527
10.43  8.586871  4.610527
10.44  8.586882  4.610531
10.45  8.586889  4.610531
10.46  8.586895  4.610531
10.47  8.586902  4.610531
10.48  8.586902  4.610531
10.49  8.586908  4.610531
10.50  8.586915  4.610571
10.51  8.586921  4.610571
10.52  8.586928  4.610571
10.53  8.586934  4.610571
10.54  8.586941  4.610571
10.55  8.586952  4.610575
10.56  8.586958  4.610575
10.57  8.586965  4.610575
10.58  8.586971  4.610575
10.59  8.586978  4.610575
10.60  8.586978  4.610575
10.61  8.586985  4.610575
10.62  8.586991  4.610575
10.63  8.586998  4.610614
10.64  8.587004  4.610614
10.65  8.587015  4.610618
10.66  8.587022  4.610618
10.67  8.587028  4.610618
10.68  8.587035  4.610618
10.69  8.587035  4.610618
10.70  8.587041  4.610618
10.71  8.587048  4.610618
10.72  8.587054  4.610618
10.73  8.587061  4.610618
10.74  8.587067  4.610618
10.75  8.587074  4.610618
10.76  8.587085  4.610623
10.77  8.587092  4.610662
10.78  8.587098  4.610662
10.79  8.587098  4.610662
10.80  8.587105  4.610662
10.81  8.587111  4.610662
10.82  8.587118  4.610662
10.83  8.587124  4.610662
10.84  8.587131  4.610662
10.85  8.587137  4.610662
10.86  8.587144  4.610662
10.87  8.587144  4.610662
10.88  8.587155  4.610666
10.89  8.587161  4.610666
10.90  8.587168  4.610666
10.91  8.587174  4.610705
10.92  8.587181  4.610705
10.93  8.587187  4.610705
10.94  8.587194  4.610705
10.95  8.587194  4.610705
10.96  8.587201  4.610705
10.97  8.587207  4.610705
10.98  8.587214  4.610705
10.99  8.587225  4.610710
11.00  8.587231  4.610710
11.01  8.587238  4.610710
11.02  8.587244  4.610710
11.03  8.587244  4.610710
11.04  8.587251  4.610710
11.05  8.587257  4.610749
11.06  8.587264  4.610749
11.07  8.587270  4.610749
11.08  8.587277  4.610749
11.09  8.587283  4.610749
11.10  8.587283  4.610749
11.11  8.587294  4.610753
11.12  8.587301  4.610753
11.13  8.587307  4.610753
11.14  8.587314  4.610753
11.15  8.587321  4.610753
11.16  8.587327  4.610753
11.17  8.587327  4.610753
11.18  8.587334  4.610753
11.19  8.587340  4.610792
11.20  8.587347  4.610792
11.21  8.587353  4.610792
11.22  8.587364  4.610797
11.23  8.587371  4.610797
11.24  8.587371  4.610797
11.25  8.587377  4.610797
11.26  8.587384  4.610797
11.27  8.587390  4.610797
11.28  8.587397  4.610797
11.29  8.587403  4.610797
11.30  8.587403  4.610797
11.31  8.587410  4.610797
11.32  8.587416  4.610797
11.33  8.587423  4.610797
11.34  8.587434  4.610840
11.35  8.587440  4.610840
11.36  8.587440  4.610840
11.37  8.587447  4.610840
11.38  8.587454  4.610840
11.39  8.587460  4.610840
11.40  8.587467  4.610840
11.41  8.587473  4.610840
11.42  8.587473  4.610840
11.43  8.587480  4.610840
11.44  8.587486  4.610840
11.45  8.587493  4.610840
11.46  8.587499  4.610840
11.47  8.587510  4.610845
11.48  8.587510  4.610845
11.49  8.587517  4.610884
11.50  8.587523  4.610884
11.51  8.587530  4.610884
11.52  8.587536  4.610884
11.53  8.587543  4.610884
11.54  8.587543  4.610884
11.55  8.587549  4.610884
11.56  8.587556  4.610884
11.57  8.587562  4.610884
11.58  8.587569  4.610884
11.59  8.587573  4.610888
11.60  8.587580  4.610888
11.61  8.587586  4.610888
11.62  8.587593  4.610888
11.63  8.587600  4.610888
11.64  8.587600  4.610927
11.65  8.587606  4.610927
11.66  8.587613  4.610927
11.67  8.587619  4.610927
11.68  8.587626  4.610927
11.69  8.587632  4.610927
11.70  8.587632  4.610927
11.71  8.587639  4.610927
11.72  8.587650  4.610931
11.73  8.587656  4.610931
11.74  8.587663  4.610931
11.75  8.587663  4.610931
11.76  8.587669  4.610931
11.77  8.587676  4.610931
11.78  8.587682  4.610931
11.79  8.587689  4.610931
11.80  8.587689  4.610971
11.81  8.587695  4.610971
11.82  8.587702  4.610971
11.83  8.587709  4.610971
11.84  8.587715  4.610971
11.85  8.587719  4.610975
11.86  8.587726  4.610975
11.87  8.587732  4.610975
11.88  8.587739  4.610975
11.89  8.587739  4.610975
11.90  8.587746  4.610975
11.91  8.587752  4.610975
11.92  8.587759  4.610975
11.93  8.587765  4.610975
11.94  8.587765  4.610975
11.95  8.587772  4.611014
11.96  8.587778  4.611014
11.97  8.587785  4.611014
11.98  8.587796  4.611018
11.99  8.587796  4.611018
12.00  8.587802  4.611018
12.01  8.587809  4.611018
12.02  8.587815  4.611018
12.03  8.587815  4.611018
12.04  8.587822  4.611018
12.05  8.587828  4.611018
12.06  8.587835  4.611018
12.07  8.587841  4.611018
12.08  8.587841  4.611018
12.09  8.587848  4.611018
12.10  8.587854  4.611018
12.11  8.587861  4.611057
12.12  8.587865  4.611062
12.13  8.587872  4.611062
12.14  8.587878  4.611062
12.15  8.587885  4.611062
12.16  8.587892  4.611062
12.17  8.587892  4.611062
12.18  8.587898  4.611062
12.19  8.587905  4.611062
12.20  8.587911  4.611062
12.21  8.587911  4.611062
12.22  8.587918  4.611062
12.23  8.587924  4.611062
12.24  8.587931  4.611062
12.25  8.587931  4.611062
12.26  8.587942  4.611066
12.27  8.587948  4.611066
12.28  8.587955  4.611105
12.29  8.587955  4.611105
12.30  8.587961  4.611105
12.31  8.587968  4.611105
12.32  8.587974  4.611105
12.33  8.587981  4.611105
12.34  8.587981  4.611105
12.35  8.587987  4.611105
12.36  8.587994  4.611105
12.37  8.588000  4.611105
12.38  8.588000  4.611105
12.39  8.588007  4.611105
12.40  8.588018  4.611110
12.41  8.588024  4.611110
12.42  8.588024  4.611110
12.43  8.588031  4.611110
12.44  8.588037  4.611149
12.45  8.588044  4.611149
12.46  8.588044  4.611149
12.47  8.588050  4.611149
12.48  8.588057  4.611149
12.49  8.588064  4.611149
12.50  8.588064  4.611149
12.51  8.588070  4.611149
12.52  8.588077  4.611149
12.53  8.588083  4.611149
12.54  8.588088  4.611153
12.55  8.588094  4.611153
12.56  8.588101  4.611153
12.57  8.588101  4.611153
12.58  8.588107  4.611153
12.59  8.588114  4.611153
12.60  8.588120  4.611153
12.61  8.588120  4.611192
12.62  8.588127  4.611192
12.63  8.588133  4.611192
12.64  8.588140  4.611192
12.65  8.588140  4.611192
12.66  8.588146  4.611192
12.67  8.588153  4.611192
12.68  8.588159  4.611192
12.69  8.588164  4.611197
12.70  8.588170  4.611197
12.71  8.588177  4.611197
12.72  8.588183  4.611197
12.73  8.588183  4.611197
12.74  8.588190  4.611197
12.75  8.588196  4.611197
12.76  8.588196  4.611197
12.77  8.588203  4.611197
12.78  8.588209  4.611236
12.79  8.588216  4.611236
12.80  8.588216  4.611236
12.81  8.588222  4.611236
12.82  8.588229  4.611236
12.83  8.588236  4.611236
12.84  8.588236  4.611236
12.85  8.588246  4.611240
12.86  8.588253  4.611240
12.87  8.588253  4.611240
12.88  8.588259  4.611240
12.89  8.588266  4.611240
12.90  8.588273  4.611240
12.91  8.588273  4.611240
12.92  8.588279  4.611240
12.93  8.588286  4.611240
12.94  8.588286  4.611240
12.95  8.588292  4.611240
12.96  8.588299  4.611279
12.97  8.588305  4.611279
12.98  8.588305  4.611279
12.99  8.588312  4.611279
13.00  8.588318  4.611279
13.01  8.588323  4.611283
13.02  8.588329  4.611283
13.03  8.588336  4.611283
13.04  8.588342  4.611283
13.05  8.588342  4.611283
13.06  8.588349  4.611283
13.07  8.588355  4.611283
13.08  8.588355  4.611283
13.09  8.588362  4.611283
13.10  8.588368  4.611283
13.11  8.588375  4.611283
13.12  8.588375  4.611283
13.13  8.588381  4.611283
13.14  8.588388  4.611322
13.15  8.588388  4.611322
13.16  8.588394  4.611322
13.17  8.588405  4.611327
13.18  8.588412  4.611327
13.19  8.588412  4.611327
13.20  8.588418  4.611327
13.21  8.588425  4.611327
13.22  8.588425  4.611327
13.23  8.588431  4.611327
13.24  8.588438  4.611327
13.25  8.588438  4.611327
13.26  8.588444  4.611327
13.27  8.588451  4.611327
13.28  8.588457  4.611327
13.29  8.588457  4.611327
13.30  8.588464  4.611327
13.31  8.588471  4.611327
13.32  8.588471  4.611366
13.33  8.588477  4.611366
13.34  8.588488  4.611370
13.35  8.588488  4.611370
13.36  8.588494  4.611370
13.37  8.588501  4.611370
13.38  8.588501  4.611370
13.39  8.588508  4.611370
13.40  8.588514  4.611370
13.41  8.588521  4.611370
13.42  8.588521  4.611370
13.43  8.588527  4.611370
13.44  8.588534  4.611370
13.45  8.588534  4.611370
13.46  8.588540  4.611370
13.47  8.588547  4.611370
13.48  8.588547  4.611370
13.49  8.588553  4.611370
13.50  8.588560  4.611409
13.51  8.588560  4.611409
13.52  8.588571  4.611414
13.53  8.588577  4.611414
13.54  8.588584  4.611414
13.55  8.588584  4.611414
13.56  8.588590  4.611414
13.57  8.588597  4.611414
13.58  8.588597  4.611414
13.59  8.588603  4.611414
13.60  8.588610  4.611414
13.61  8.588610  4.611414
13.62  8.588616  4.611414
13.63  8.588623  4.611414
13.64  8.588623  4.611414
13.65  8.588629  4.611414
13.66  8.588636  4.611414
13.67  8.588636  4.611414
13.68  8.588642  4.611414
13.69  8.588649  4.611453
13.70  8.588653  4.611457
13.71  8.588660  4.611457
13.72  8.588666  4.611457
13.73  8.588673  4.611457
13.74  8.588673  4.611457
13.75  8.588679  4.611457
13.76  8.588686  4.611457
13.77  8.588686  4.611457
13.78  8.588692  4.611457
13.79  8.588699  4.611457
13.80  8.588699  4.611457
13.81  8.588705  4.611457
13.82  8.588712  4.611457
13.83  8.588712  4.611457
13.84  8.588718  4.611457
13.85  8.588725  4.611457
13.86  8.588725  4.611457
13.87  8.588731  4.611496
13.88  8.588738  4.611496
13.89  8.588742  4.611501
13.90  8.588749  4.611501
13.91  8.588755  4.611501
13.92  8.588755  4.611501
13.93  8.588762  4.611501
13.94  8.588768  4.611501
13.95  8.588768  4.611501
13.96  8.588775  4.611501
13.97  8.588782  4.611501
13.98  8.588782  4.611501
13.99  8.588788  4.611501
14.00  8.588795  4.611501
14.01  8.588795  4.611501
14.02  8.588801  4.611501
14.03  8.588808  4.611501
14.04  8.588808  4.611501
14.05  8.588814  4.611501
14.06  8.588821  4.611540
14.07  8.588821  4.611540
14.08  8.588827  4.611540
14.09  8.588838  4.611544
14.10  8.588838  4.611544
14.11  8.588845  4.611544
14.12  8.588851  4.611544
14.13  8.588851  4.611544
14.14  8.588858  4.611544
14.15  8.588864  4.611544
14.16  8.588864  4.611544
14.17  8.588871  4.611544
14.18  8.588877  4.611544
14.19  8.588877  4.611544
14.20  8.588884  4.611544
14.21  8.588890  4.611544
14.22  8.588890  4.611544
14.23  8.588897  4.611544
14.24  8.588903  4.611544
14.25  8.588903  4.611583
14.26  8.588910  4.611583
14.27  8.588916  4.611583
14.28  8.588916  4.611583
14.29  8.588923  4.611583
14.30  8.588934  4.611587
14.31  8.588934  4.611587
14.32  8.588940  4.611587
14.33  8.588947  4.611587
14.34  8.588947  4.611587
14.35  8.588953  4.611587
14.36  8.588960  4.611587
14.37  8.588960  4.611587
14.38  8.588966  4.611587
14.39  8.588973  4.611587
14.40  8.588973  4.611587
14.41  8.588979  4.611587
14.42  8.588986  4.611587
14.43  8.588986  4.611587
14.44  8.588992  4.611587
14.45  8.588992  4.611626
14.46  8.588999  4.611626
14.47  8.589005  4.611626
14.48  8.589005  4.611626
14.49  8.589012  4.611626
14.50  8.589018  4.611626
14.51  8.589018  4.611626
14.52  8.589029  4.611631
14.53  8.589036  4.611631
14.54  8.589036  4.611631
14.55  8.589042  4.611631
14.56  8.589049  4.611631
14.57  8.589049  4.611631
14.58  8.589055  4.611631
14.59  8.589062  4.611631
14.60  8.589062  4.611631
14.61  8.589068  4.611631
14.62  8.589068  4.611631
14.63  8.589075  4.611631
14.64  8.589081  4.611670
14.65  8.589081  4.611670
14.66  8.589088  4.611670
14.67  8.589094  4.611670
14.68  8.589094  4.611670
14.69  8.589101  4.611670
14.70  8.589107  4.611670
14.71  8.589107  4.611670
14.72  8.589114  4.611670
14.73  8.589120  4.611670
14.74  8.589120  4.611670
14.75  8.589131  4.611674
14.76  8.589131  4.611674
14.77  8.589138  4.611674
14.78  8.589144  4.611674
14.79  8.589144  4.611674
14.80  8.589151  4.611674
14.81  8.589157  4.611674
14.82  8.589157  4.611674
14.83  8.589164  4.611713
14.84  8.589170  4.611713
14.85  8.589170  4.611713
14.86  8.589177  4.611713
14.87  8.589183  4.611713
14.88  8.589183  4.611713
14.89  8.589190  4.611713
14.90  8.589190  4.611713
14.91  8.589197  4.611713
14.92  8.589203  4.611713
14.93  8.589203  4.611713
14.94  8.589210  4.611713
14.95  8.589216  4.611713
14.96  8.589216  4.611713
14.97  8.589223  4.611713
14.98  8.589223  4.611713
14.99  8.589233  4.611718
15.00  8.589240  4.611718
