 t       A(O)      A(F)
 1.08  8.893255  4.446610
 1.09  8.884123  4.442609
 1.10  8.875377  4.438856
 1.11  8.866930  4.435281
 1.12  8.858774  4.431856
 1.13  8.850922  4.428556
 1.14  8.843356  4.425388
 1.15  8.836016  4.422362
 1.16  8.828916  4.419485
 1.17  8.822028  4.416749
 1.18  8.815361  4.414132
 1.19  8.808889  4.411615
 1.20  8.802617  4.409178
 1.21  8.796514  4.406813
 1.22  8.790587  4.404505
 1.23  8.784803  4.402252
 1.24  8.779209  4.400038
 1.25  8.773767  4.397844
 1.26  8.768443  4.395675
 1.27  8.763282  4.393509
 1.28  8.758241  4.391349
 1.29  8.753329  4.389184
 1.30  8.748541  4.387013
 1.31  8.743868  4.384826
 1.32  8.739310  4.382631
 1.33  8.734861  4.380418
 1.34  8.730520  4.378206
 1.35  8.726276  4.375989
 1.36  8.722127  4.373762
 1.37  8.718081  4.371547
 1.38  8.714122  4.369327
 1.39  8.710251  4.367110
 1.40  8.706468  4.364902
 1.41  8.702768  4.362695
 1.42  8.699149  4.360489
 1.43  8.695608  4.358298
 1.44  8.692138  4.356112
 1.45  8.688749  4.353934
 1.46  8.685424  4.351760
 1.47  8.682169  4.349595
 1.48  8.678980  4.347447
 1.49  8.675860  4.345302
 1.50  8.672803  4.343168
 1.51  8.669801  4.341045
 1.52  8.666867  4.338931
 1.53  8.663984  4.336831
 1.54  8.661159  4.334747
 1.55  8.658389  4.332677
 1.56  8.655680  4.330616
 1.57  8.653016  4.328569
 1.58  8.650408  4.326532
 1.59  8.647843  4.324517
 1.60  8.645332  4.322508
 1.61  8.642869  4.320525
 1.62  8.640450  4.318549
 1.63  8.638081  4.316592
 1.64  8.635748  4.314638
 1.65  8.633470  4.312715
 1.66  8.631224  4.310796
 1.67  8.629024  4.308889
 1.68  8.626868  4.307005
 1.69  8.624753  4.305133
 1.70  8.622671  4.303270
 1.71  8.620634  4.301431
 1.72  8.618630  4.299600
 1.73  8.616664  4.297783
 1.74  8.614732  4.295982
 1.75  8.612836  4.294199
 1.76  8.610974  4.292425
 1.77  8.609147  4.290681
 1.78  8.607355  4.288939
 1.79  8.605595  4.287222
 1.80  8.603869  4.285520
 1.81  8.602170  4.283832
 1.82  8.600507  4.282159
 1.83  8.598870  4.280505
 1.84  8.597270  4.278866
 1.85  8.595691  4.277241
 1.86  8.594150  4.275641
 1.87  8.592629  4.274051
 1.88  8.591142  4.272474
 1.89  8.589675  4.270916
 1.90  8.588231  4.269378
 1.91  8.586824  4.267848
 1.92  8.585429  4.266343
 1.93  8.584067  4.264846
 1.94  8.582727  4.263370
 1.95  8.581420  4.261919
 1.96  8.580125  4.260477
 1.97  8.578853  4.259048
 1.98  8.577608  4.257636
 1.99  8.576380  4.256246
 2.00  8.575175  4.254870
 2.01  8.573994  4.253516
 2.02  8.572830  4.252175
 2.03  8.571690  4.250849
 2.04  8.570560  4.249536
 2.05  8.569459  4.248242
 2.06  8.568376  4.246970
 2.07  8.567307  4.245709
 2.08  8.566259  4.244467
 2.09  8.565230  4.243240
 2.10  8.564219  4.242027
 2.11  8.563220  4.240830
 2.12  8.562243  4.239651
 2.13  8.561273  4.238484
 2.14  8.560316  4.237332
 2.15  8.559381  4.236190
 2.16  8.558447  4.235060
 2.17  8.557537  4.233959
 2.18  8.556631  4.232855
 2.19  8.555745  4.231777
 2.20  8.554860  4.230700
 2.21  8.553991  4.229645
 2.22  8.553135  4.228596
 2.23  8.552291  4.227563
 2.24  8.551460  4.226547
 2.25  8.550634  4.225538
 2.26  8.549818  4.224550
 2.27  8.549018  4.223565
 2.28  8.548216  4.222597
 2.29  8.547438  4.221640
 2.30  8.546655  4.220696
 2.31  8.545896  4.219764
 2.32  8.545132  4.218836
 2.33  8.544385  4.217929
 2.34  8.543640  4.217025
 2.35  8.542904  4.216143
 2.36  8.542183  4.215260
 2.37  8.541455  4.214389
 2.38  8.540746  4.213531
 2.39  8.540042  4.212691
 2.40  8.539344  4.211849
 2.41  8.538646  4.211025
 2.42  8.537961  4.210210
 2.43  8.537282  4.209393
 2.44  8.536610  4.208594
 2.45  8.535943  4.207803
 2.46  8.535283  4.207021
 2.47  8.534630  4.206247
 2.48  8.533975  4.205482
 2.49  8.533335  4.204725
 2.50  8.532697  4.203971
 2.51  8.532062  4.203232
 2.52  8.531434  4.202501
 2.53  8.530811  4.201770
 2.54  8.530200  4.201061
 2.55  8.529584  4.200347
 2.56  8.528974  4.199641
 2.57  8.528382  4.198949
 2.58  8.527793  4.198262
 2.59  8.527208  4.197588
 2.60  8.526636  4.196912
 2.61  8.526067  4.196252
 2.62  8.525509  4.195595
 2.63  8.524958  4.194957
 2.64  8.524414  4.194318
 2.65  8.523872  4.193684
 2.66  8.523342  4.193054
 2.67  8.522811  4.192443
 2.68  8.522294  4.191831
 2.69  8.521784  4.191229
 2.70  8.521274  4.190636
 2.71  8.520778  4.190042
 2.72  8.520286  4.189462
 2.73  8.519796  4.188887
 2.74  8.519314  4.188321
 2.75  8.518839  4.187755
 2.76  8.518375  4.187203
 2.77  8.517906  4.186656
 2.78  8.517453  4.186108
 2.79  8.517003  4.185575
 2.80  8.516555  4.185046
 2.81  8.516112  4.184522
 2.82  8.515679  4.184003
 2.83  8.515251  4.183497
 2.84  8.514825  4.182987
 2.85  8.514403  4.182481
 2.86  8.513988  4.181985
 2.87  8.513576  4.181494
 2.88  8.513176  4.181017
 2.89  8.512776  4.180540
 2.90  8.512383  4.180062
 2.91  8.511997  4.179594
 2.92  8.511606  4.179132
 2.93  8.511228  4.178674
 2.94  8.510856  4.178215
 2.95  8.510485  4.177777
 2.96  8.510121  4.177328
 2.97  8.509764  4.176889
 2.98  8.509407  4.176459
 2.99  8.509050  4.176030
 3.00  8.508708  4.175611
 3.01  8.508370  4.175195
 3.02  8.508027  4.174775
 3.03  8.507692  4.174365
 3.04  8.507357  4.173966
 3.05  8.507029  4.173566
 3.06  8.506713  4.173170
 3.07  8.506393  4.172779
 3.08  8.506080  4.172389
 3.09  8.505771  4.172002
 3.10  8.505466  4.171622
 3.11  8.505160  4.171252
 3.12  8.504866  4.170885
 3.13  8.504568  4.170515
 3.14  8.504282  4.170158
 3.15  8.503991  4.169798
 3.16  8.503700  4.169437
 3.17  8.503429  4.169090
 3.18  8.503150  4.168744
 3.19  8.502874  4.168393
 3.20  8.502610  4.168056
 3.21  8.502334  4.167726
 3.22  8.502078  4.167389
 3.23  8.501822  4.167063
 3.24  8.501561  4.166732
 3.25  8.501304  4.166416
 3.26  8.501056  4.166099
 3.27  8.500810  4.165778
 3.28  8.500569  4.165472
 3.29  8.500327  4.165166
 3.30  8.500094  4.164860
 3.31  8.499856  4.164559
 3.32  8.499622  4.164263
 3.33  8.499396  4.163967
 3.34  8.499170  4.163671
 3.35  8.498951  4.163385
 3.36  8.498733  4.163099
 3.37  8.498522  4.162823
 3.38  8.498304  4.162548
 3.39  8.498089  4.162268
 3.40  8.497886  4.161992
 3.41  8.497683  4.161727
 3.42  8.497479  4.161462
 3.43  8.497276  4.161196
 3.44  8.497081  4.160931
 3.45  8.496885  4.160676
 3.46  8.496702  4.160425
 3.47  8.496515  4.160170
 3.48  8.496327  4.159926
 3.49  8.496147  4.159670
 3.50  8.495959  4.159425
 3.51  8.495779  4.159192
 3.52  8.495607  4.158947
 3.53  8.495435  4.158713
 3.54  8.495267  4.158483
 3.55  8.495095  4.158248
 3.56  8.494931  4.158025
 3.57  8.494758  4.157790
 3.58  8.494602  4.157567
 3.59  8.494442  4.157358
 3.60  8.494285  4.157134
 3.61  8.494129  4.156921
 3.62  8.493972  4.156697
 3.63  8.493828  4.156488
 3.64  8.493671  4.156285
 3.65  8.493530  4.156072
 3.66  8.493386  4.155874
 3.67  8.493237  4.155671
 3.68  8.493096  4.155468
 3.69  8.492959  4.155270
 3.70  8.492826  4.155078
 3.71  8.492690  4.154879
 3.72  8.492557  4.154687
 3.73  8.492424  4.154495
 3.74  8.492295  4.154318
 3.75  8.492170  4.154126
 3.76  8.492049  4.153949
 3.77  8.491916  4.153768
 3.78  8.491803  4.153590
 3.79  8.491678  4.153409
 3.80  8.491565  4.153232
 3.81  8.491440  4.153061
 3.82  8.491331  4.152890
 3.83  8.491218  4.152724
 3.84  8.491105  4.152558
 3.85  8.490996  4.152387
 3.86  8.490891  4.152220
 3.87  8.490781  4.152060
 3.88  8.490676  4.151905
 3.89  8.490567  4.151745
 3.90  8.490470  4.151589
 3.91  8.490361  4.151429
 3.92  8.490264  4.151273
 3.93  8.490167  4.151128
 3.94  8.490065  4.150968
 3.95  8.489976  4.150823
 3.96  8.489875  4.150674
 3.97  8.489786  4.150529
 3.98  8.489697  4.150384
 3.99  8.489603  4.150246
 4.00  8.489514  4.150101
 4.01  8.489433  4.149967
 4.02  8.489340  4.149829
 4.03  8.489259  4.149695
 4.04  8.489178  4.149561
 4.05  8.489097  4.149427
 4.06  8.489016  4.149292
 4.07  8.488935  4.149169
 4.08  8.488862  4.149035
 4.09  8.488780  4.148912
 4.10  8.488707  4.148789
 4.11  8.488634  4.148655
 4.12  8.488561  4.148543
 4.13  8.488488  4.148419
 4.14  8.488415  4.148296
 4.15  8.488342  4.148173
 4.16  8.488277  4.148061
 4.17  8.488212  4.147949
 4.18  8.488139  4.147825
 4.19  8.488074  4.147713
 4.20  8.488009  4.147601
 4.21  8.487944  4.147489
 4.22  8.487844  4.147333
 4.23  8.487779  4.147232
 4.24  8.487714  4.147119
 4.25  8.487657  4.147018
 4.26  8.487600  4.146906
 4.27  8.487543  4.146805
 4.28  8.487478  4.146703
 4.29  8.487429  4.146602
 4.30  8.487372  4.146501
 4.31  8.487315  4.146400
 4.32  8.487258  4.146298
 4.33  8.487209  4.146197
 4.34  8.487152  4.146107
 4.35  8.487103  4.146006
 4.36  8.487055  4.145915
 4.37  8.487006  4.145814
 4.38  8.486949  4.145724
 4.39  8.486908  4.145634
 4.40  8.486859  4.145543
 4.41  8.486810  4.145453
 4.42  8.486761  4.145363
 4.43  8.486721  4.145273
 4.44  8.486672  4.145182
 4.45  8.486631  4.145092
 4.46  8.486582  4.145013
 4.47  8.486541  4.144923
 4.48  8.486501  4.144844
 4.49  8.486460  4.144753
 4.50  8.486419  4.144674
 4.51  8.486378  4.144595
 4.52  8.486337  4.144516
 4.53  8.486297  4.144437
 4.54  8.486264  4.144358
 4.55  8.486223  4.144279
 4.56  8.486191  4.144199
 4.57  8.486150  4.144120
 4.58  8.486117  4.144052
 4.59  8.486085  4.143973
 4.60  8.486052  4.143894
 4.61  8.486011  4.143826
 4.62  8.485978  4.143758
 4.63  8.485954  4.143679
 4.64  8.485921  4.143611
 4.65  8.485889  4.143543
 4.66  8.485856  4.143475
 4.67  8.485831  4.143407
 4.68  8.485799  4.143339
 4.69  8.485774  4.143271
 4.70  8.485742  4.143203
 4.71  8.485717  4.143135
 4.72  8.485693  4.143067
 4.73  8.485668  4.143010
 4.74  8.485635  4.142942
 4.75  8.485611  4.142874
 4.76  8.485586  4.142817
 4.77  8.485570  4.142760
 4.78  8.485546  4.142692
 4.79  8.485521  4.142636
 4.80  8.485496  4.142579
 4.81  8.485480  4.142511
 4.82  8.485456  4.142454
 4.83  8.485431  4.142397
 4.84  8.485415  4.142340
 4.85  8.485398  4.142284
 4.86  8.485374  4.142227
 4.87  8.485358  4.142170
 4.88  8.485341  4.142113
 4.89  8.485317  4.142068
 4.90  8.485300  4.142011
 4.91  8.485284  4.141954
 4.92  8.485268  4.141908
 4.93  8.485251  4.141852
 4.94  8.485235  4.141806
 4.95  8.485227  4.141749
 4.96  8.485210  4.141704
 4.97  8.485194  4.141647
 4.98  8.485178  4.141601
 4.99  8.485169  4.141556
 5.00  8.485153  4.141499
 5.01  8.485145  4.141453
 5.02  8.485129  4.141408
 5.03  8.485120  4.141362
 5.04  8.485104  4.141317
 5.05  8.485096  4.141271
 5.06  8.485088  4.141226
 5.07  8.485071  4.141180
 5.08  8.485063  4.141134
 5.09  8.485055  4.141089
 5.10  8.485047  4.141043
 5.11  8.485039  4.141009
 5.12  8.485030  4.140964
 5.13  8.485022  4.140918
 5.14  8.485014  4.140872
 5.15  8.485006  4.140838
 5.16  8.484998  4.140793
 5.17  8.484989  4.140758
 5.18  8.484981  4.140713
 5.19  8.484981  4.140679
 5.20  8.484973  4.140633
 5.21  8.484965  4.140599
 5.22  8.484965  4.140564
 5.23  8.484957  4.140519
 5.24  8.484949  4.140485
 5.25  8.484949  4.140450
 5.26  8.484940  4.140416
 5.27  8.484940  4.140371
 5.28  8.484940  4.140336
 5.29  8.484932  4.140302
 5.30  8.484932  4.140268
 5.31  8.484924  4.140234
 5.32  8.484924  4.140199
 5.33  8.484924  4.140165
 5.34  8.484924  4.140131
 5.35  8.484924  4.140097
 5.36  8.484916  4.140062
 5.37  8.484916  4.140028
 5.38  8.484916  4.140005
 5.39  8.484916  4.139971
 5.40  8.484916  4.139937
 5.41  8.484916  4.139902
 5.42  8.484916  4.139880
 5.43  8.484916  4.139845
 5.44  8.484924  4.139811
 5.45  8.484924  4.139788
 5.46  8.484967  4.139797
 5.47  8.484967  4.139774
 5.48  8.484967  4.139740
 5.49  8.484967  4.139706
 5.50  8.484976  4.139683
 5.51  8.484976  4.139660
 5.52  8.484976  4.139626
 5.53  8.484984  4.139603
 5.54  8.484984  4.139569
 5.55  8.484984  4.139546
 5.56  8.484992  4.139523
 5.57  8.484992  4.139489
 5.58  8.485000  4.139466
 5.59  8.485000  4.139443
 5.60  8.485008  4.139420
 5.61  8.485008  4.139386
 5.62  8.485017  4.139363
 5.63  8.485025  4.139340
 5.64  8.485025  4.139317
 5.65  8.485033  4.139294
 5.66  8.485041  4.139271
 5.67  8.485041  4.139248
 5.68  8.485049  4.139225
 5.69  8.485057  4.139203
 5.70  8.485066  4.139180
 5.71  8.485066  4.139157
 5.72  8.485074  4.139134
 5.73  8.485082  4.139111
 5.74  8.485090  4.139088
 5.75  8.485098  4.139065
 5.76  8.485107  4.139042
 5.77  8.485115  4.139019
 5.78  8.485115  4.138997
 5.79  8.485123  4.138985
 5.80  8.485131  4.138962
 5.81  8.485139  4.138939
 5.82  8.485152  4.138921
 5.83  8.485160  4.138909
 5.84  8.485168  4.138886
 5.85  8.485185  4.138863
 5.86  8.485193  4.138841
 5.87  8.485201  4.138829
 5.88  8.485213  4.138811
 5.89  8.485222  4.138799
 5.90  8.485230  4.138776
 5.91  8.485238  4.138753
 5.92  8.485254  4.138742
 5.93  8.485262  4.138719
 5.94  8.485275  4.138712
 5.95  8.485283  4.138689
 5.96  8.485291  4.138677
 5.97  8.485308  4.138655
 5.98  8.485316  4.138643
 5.99  8.485324  4.138620
 6.00  8.485345  4.138613
 6.01  8.485353  4.138602
 6.02  8.485361  4.138579
 6.03  8.485377  4.138567
 6.04  8.485386  4.138544
 6.05  8.485394  4.138533
 6.06  8.485414  4.138526
 6.07  8.485423  4.138503
 6.08  8.485439  4.138491
 6.09  8.485447  4.138480
 6.10  8.485455  4.138468
 6.11  8.485476  4.138450
 6.12  8.485484  4.138438
 6.13  8.485501  4.138427
 6.14  8.485509  4.138415
 6.15  8.485525  4.138392
 6.16  8.485533  4.138381
 6.17  8.485554  4.138374
 6.18  8.485562  4.138362
 6.19  8.485578  4.138351
 6.20  8.485595  4.138339
 6.21  8.485603  4.138317
 6.22  8.485624  4.138309
 6.23  8.485632  4.138298
 6.24  8.485648  4.138286
 6.25  8.485656  4.138275
 6.26  8.485673  4.138264
 6.27  8.485693  4.138256
 6.28  8.485702  4.138245
 6.29  8.485718  4.138233
 6.30  8.485734  4.138222
 6.31  8.485742  4.138211
 6.32  8.485759  4.138199
 6.33  8.485779  4.138192
 6.34  8.485788  4.138180
 6.35  8.485804  4.138169
 6.36  8.485820  4.138157
 6.37  8.485828  4.138146
 6.38  8.485849  4.138139
 6.39  8.485865  4.138127
 6.40  8.485874  4.138116
 6.41  8.485890  4.138104
 6.42  8.485906  4.138093
 6.43  8.485927  4.138097
 6.44  8.485935  4.138086
 6.45  8.485951  4.138074
 6.46  8.485968  4.138063
 6.47  8.485984  4.138051
 6.48  8.485992  4.138040
 6.49  8.486013  4.138033
 6.50  8.486029  4.138033
 6.51  8.486046  4.138021
 6.52  8.486062  4.138010
 6.53  8.486070  4.137998
 6.54  8.486091  4.138003
 6.55  8.486107  4.137991
 6.56  8.486123  4.137980
 6.57  8.486140  4.137968
 6.58  8.486156  4.137968
 6.59  8.486169  4.137961
 6.60  8.486185  4.137950
 6.61  8.486201  4.137938
 6.62  8.486218  4.137938
 6.63  8.486234  4.137927
 6.64  8.486250  4.137915
 6.65  8.486263  4.137920
 6.66  8.486279  4.137908
 6.67  8.486295  4.137897
 6.68  8.486312  4.137897
 6.69  8.486328  4.137885
 6.70  8.486349  4.137878
 6.71  8.486365  4.137878
 6.72  8.486373  4.137867
 6.73  8.486389  4.137855
 6.74  8.486406  4.137855
 6.75  8.486422  4.137844
 6.76  8.486443  4.137836
 6.77  8.486459  4.137836
 6.78  8.486475  4.137825
 6.79  8.486492  4.137825
 6.80  8.486508  4.137813
 6.81  8.486520  4.137806
 6.82  8.486537  4.137806
 6.83  8.486553  4.137795
 6.84  8.486569  4.137795
 6.85  8.486586  4.137783
 6.86  8.486606  4.137788
 6.87  8.486623  4.137776
 6.88  8.486639  4.137776
 6.89  8.486655  4.137765
 6.90  8.486663  4.137753
 6.91  8.486680  4.137753
 6.92  8.486700  4.137746
 6.93  8.486717  4.137746
 6.94  8.486733  4.137735
 6.95  8.486749  4.137735
 6.96  8.486766  4.137723
 6.97  8.486786  4.137728
 6.98  8.486803  4.137716
 6.99  8.486819  4.137716
 7.00  8.486835  4.137705
 7.01  8.486843  4.137705
 7.02  8.486860  4.137693
 7.03  8.486880  4.137697
 7.04  8.486897  4.137686
 7.05  8.486913  4.137686
 7.06  8.486929  4.137674
 7.07  8.486945  4.137674
 7.08  8.486966  4.137679
 7.09  8.486982  4.137667
 7.10  8.486991  4.137667
 7.11  8.487007  4.137656
 7.12  8.487023  4.137656
 7.13  8.487039  4.137644
 7.14  8.487060  4.137649
 7.15  8.487076  4.137637
 7.16  8.487093  4.137637
 7.17  8.487109  4.137637
 7.18  8.487125  4.137626
 7.19  8.487146  4.137630
 7.20  8.487162  4.137619
 7.21  8.487178  4.137619
 7.22  8.487195  4.137619
 7.23  8.487203  4.137607
 7.24  8.487219  4.137607
 7.25  8.487240  4.137600
 7.26  8.487256  4.137600
 7.27  8.487272  4.137600
 7.28  8.487289  4.137588
 7.29  8.487305  4.137588
 7.30  8.487326  4.137593
 7.31  8.487342  4.137581
 7.32  8.487358  4.137581
 7.33  8.487374  4.137581
 7.34  8.487391  4.137570
 7.35  8.487407  4.137570
 7.36  8.487428  4.137563
 7.37  8.487444  4.137563
 7.38  8.487460  4.137563
 7.39  8.487476  4.137551
 7.40  8.487493  4.137551
 7.41  8.487509  4.137551
 7.42  8.487530  4.137555
 7.43  8.487546  4.137544
 7.44  8.487562  4.137544
 7.45  8.487578  4.137544
 7.46  8.487595  4.137532
 7.47  8.487615  4.137537
 7.48  8.487623  4.137537
 7.49  8.487640  4.137525
 7.50  8.487656  4.137525
 7.51  8.487672  4.137525
 7.52  8.487688  4.137525
 7.53  8.487709  4.137518
 7.54  8.487725  4.137518
 7.55  8.487742  4.137518
 7.56  8.487758  4.137507
 7.57  8.487774  4.137507
 7.58  8.487790  4.137507
 7.59  8.487811  4.137511
 7.60  8.487827  4.137500
 7.61  8.487844  4.137500
 7.62  8.487860  4.137500
 7.63  8.487876  4.137500
 7.64  8.487897  4.137492
 7.65  8.487913  4.137492
 7.66  8.487929  4.137492
 7.67  8.487945  4.137492
 7.68  8.487962  4.137481
 7.69  8.487978  4.137481
 7.70  8.487999  4.137485
 7.71  8.488015  4.137485
 7.72  8.488031  4.137474
 7.73  8.488047  4.137474
 7.74  8.488064  4.137474
 7.75  8.488080  4.137474
 7.76  8.488101  4.137467
 7.77  8.488117  4.137467
 7.78  8.488133  4.137467
 7.79  8.488149  4.137467
 7.80  8.488166  4.137467
 7.81  8.488186  4.137459
 7.82  8.488202  4.137459
 7.83  8.488219  4.137459
 7.84  8.488235  4.137459
 7.85  8.488251  4.137459
 7.86  8.488267  4.137448
 7.87  8.488288  4.137452
 7.88  8.488304  4.137452
 7.89  8.488320  4.137452
 7.90  8.488337  4.137452
 7.91  8.488353  4.137441
 7.92  8.488369  4.137441
 7.93  8.488390  4.137445
 7.94  8.488406  4.137445
 7.95  8.488422  4.137445
 7.96  8.488439  4.137445
 7.97  8.488455  4.137434
 7.98  8.488471  4.137434
 7.99  8.488492  4.137438
 8.00  8.488508  4.137438
 8.01  8.488516  4.137438
 8.02  8.488532  4.137427
 8.03  8.488548  4.137427
 8.04  8.488565  4.137427
 8.05  8.488585  4.137431
 8.06  8.488601  4.137431
 8.07  8.488618  4.137431
 8.08  8.488634  4.137431
 8.09  8.488650  4.137419
 8.10  8.488666  4.137419
 8.11  8.488687  4.137424
 8.12  8.488703  4.137424
 8.13  8.488719  4.137424
 8.14  8.488736  4.137424
 8.15  8.488752  4.137412
 8.16  8.488768  4.137412
 8.17  8.488789  4.137417
 8.18  8.488805  4.137417
 8.19  8.488821  4.137417
 8.20  8.488837  4.137417
 8.21  8.488854  4.137417
 8.22  8.488870  4.137417
 8.23  8.488890  4.137409
 8.24  8.488907  4.137409
 8.25  8.488923  4.137409
 8.26  8.488939  4.137409
 8.27  8.488955  4.137409
 8.28  8.488972  4.137409
 8.29  8.488992  4.137414
 8.30  8.489008  4.137402
 8.31  8.489016  4.137402
 8.32  8.489033  4.137402
 8.33  8.489049  4.137402
 8.34  8.489065  4.137402
 8.35  8.489086  4.137407
 8.36  8.489102  4.137407
 8.37  8.489118  4.137407
 8.38  8.489134  4.137407
 8.39  8.489151  4.137395
 8.40  8.489167  4.137395
 8.41  8.489187  4.137399
 8.42  8.489204  4.137399
 8.43  8.489220  4.137399
 8.44  8.489236  4.137399
 8.45  8.489252  4.137399
 8.46  8.489268  4.137399
 8.47  8.489289  4.137404
 8.48  8.489305  4.137392
 8.49  8.489321  4.137392
 8.50  8.489330  4.137392
 8.51  8.489346  4.137392
 8.52  8.489362  4.137392
 8.53  8.489382  4.137397
 8.54  8.489399  4.137397
 8.55  8.489415  4.137397
 8.56  8.489431  4.137397
 8.57  8.489447  4.137397
 8.58  8.489464  4.137385
 8.59  8.489484  4.137389
 8.60  8.489500  4.137389
 8.61  8.489516  4.137389
 8.62  8.489533  4.137389
 8.63  8.489549  4.137389
 8.64  8.489557  4.137389
 8.65  8.489578  4.137394
 8.66  8.489594  4.137394
 8.67  8.489610  4.137394
 8.68  8.489626  4.137394
 8.69  8.489642  4.137394
 8.70  8.489659  4.137382
 8.71  8.489675  4.137382
 8.72  8.489695  4.137387
 8.73  8.489711  4.137387
 8.74  8.489728  4.137387
 8.75  8.489736  4.137387
 8.76  8.489752  4.137387
 8.77  8.489768  4.137387
 8.78  8.489789  4.137391
 8.79  8.489805  4.137391
 8.80  8.489821  4.137391
 8.81  8.489837  4.137391
 8.82  8.489853  4.137380
 8.83  8.489870  4.137380
 8.84  8.489890  4.137384
 8.85  8.489898  4.137384
 8.86  8.489914  4.137384
 8.87  8.489931  4.137384
 8.88  8.489947  4.137384
 8.89  8.489963  4.137384
 8.90  8.489979  4.137384
 8.91  8.490000  4.137388
 8.92  8.490016  4.137388
 8.93  8.490032  4.137388
 8.94  8.490040  4.137388
 8.95  8.490056  4.137388
 8.96  8.490073  4.137388
 8.97  8.490093  4.137381
 8.98  8.490109  4.137381
 8.99  8.490126  4.137381
 9.00  8.490142  4.137381
 9.01  8.490158  4.137381
 9.02  8.490166  4.137381
 9.03  8.490186  4.137385
 9.04  8.490203  4.137385
 9.05  8.490219  4.137385
 9.06  8.490235  4.137385
 9.07  8.490251  4.137385
 9.08  8.490267  4.137385
 9.09  8.490284  4.137385
 9.10  8.490296  4.137390
 9.11  8.490312  4.137390
 9.12  8.490328  4.137390
 9.13  8.490345  4.137390
 9.14  8.490361  4.137378
 9.15  8.490377  4.137378
 9.16  8.490397  4.137383
 9.17  8.490405  4.137383
 9.18  8.490422  4.137383
 9.19  8.490438  4.137383
 9.20  8.490454  4.137383
 9.21  8.490470  4.137383
 9.22  8.490486  4.137383
 9.23  8.490507  4.137387
 9.24  8.490515  4.137387
 9.25  8.490531  4.137387
 9.26  8.490547  4.137387
 9.27  8.490563  4.137387
 9.28  8.490580  4.137387
 9.29  8.490600  4.137391
 9.30  8.490608  4.137391
 9.31  8.490624  4.137391
 9.32  8.490641  4.137391
 9.33  8.490657  4.137391
