 t       A(O)      A(F)      fg       z
 0.93  8.956148  4.920689  0.240950  4.037202
 0.94  8.960313  4.925461  0.240330  4.015066
 0.95  8.964480  4.930174  0.239690  3.993170
 0.96  8.968582  4.934821  0.239030  3.971509
 0.97  8.972624  4.939428  0.238340  3.950078
 0.98  8.976637  4.943956  0.237640  3.928875
 0.99  8.980616  4.948404  0.236920  3.907896
 1.00  8.984538  4.952815  0.236180  3.887135
 1.01  8.988405  4.957152  0.235430  3.866591
 1.02  8.992245  4.961436  0.234660  3.846259
 1.03  8.996027  4.965663  0.233870  3.826135
 1.04  8.999783  4.969839  0.233060  3.806217
 1.05  9.003488  4.973965  0.232250  3.786501
 1.06  9.007167  4.978042  0.231410  3.766984
 1.07  9.010792  4.982066  0.230570  3.747662
 1.08  9.014393  4.986042  0.229710  3.728532
 1.09  9.017945  4.989973  0.228840  3.709592
 1.10  9.021449  4.993875  0.227950  3.690838
 1.11  9.024927  4.997711  0.227060  3.672267
 1.12  9.028383  5.001520  0.226150  3.653877
 1.13  9.031793  5.005286  0.225240  3.635664
 1.14  9.035158  5.009010  0.224310  3.617627
 1.15  9.038499  5.012704  0.223380  3.599762
 1.16  9.041819  5.016341  0.222430  3.582066
 1.17  9.045097  5.019953  0.221480  3.564538
 1.18  9.048331  5.023543  0.220520  3.547173
 1.19  9.051547  5.027077  0.219550  3.529971
 1.20  9.054740  5.030584  0.218570  3.512929
 1.21  9.057892  5.034054  0.217590  3.496044
 1.22  9.061003  5.037502  0.216600  3.479314
 1.23  9.064117  5.040909  0.215600  3.462736
 1.24  9.067171  5.044284  0.214600  3.446309
 1.25  9.070205  5.047635  0.213590  3.430030
 1.26  9.073223  5.050950  0.212570  3.413897
 1.27  9.076203  5.054231  0.211560  3.397908
 1.28  9.079163  5.057489  0.210530  3.382061
 1.29  9.082086  5.060713  0.209510  3.366354
 1.30  9.084971  5.063903  0.208470  3.350785
 1.31  9.087865  5.067076  0.207440  3.335352
 1.32  9.090700  5.070217  0.206400  3.320053
 1.33  9.093539  5.073321  0.205360  3.304886
 1.34  9.096321  5.076394  0.204320  3.289850
 1.35  9.099111  5.079451  0.203270  3.274942
 1.36  9.101862  5.082473  0.202220  3.260161
 1.37  9.104583  5.085469  0.201170  3.245505
 1.38  9.107288  5.088445  0.200120  3.230972
 1.39  9.109959  5.091392  0.199070  3.216561
 1.40  9.112613  5.094305  0.198010  3.202270
 1.41  9.115260  5.097195  0.196960  3.188098
 1.42  9.117870  5.100051  0.195900  3.174043
 1.43  9.120469  5.102894  0.194850  3.160103
 1.44  9.123031  5.105705  0.193790  3.146277
 1.45  9.125583  5.108489  0.192730  3.132563
 1.46  9.128108  5.111251  0.191680  3.118960
 1.47  9.130613  5.113990  0.190620  3.105466
 1.48  9.133092  5.116695  0.189570  3.092080
 1.49  9.135556  5.119383  0.188510  3.078802
 1.50  9.137990  5.122045  0.187460  3.065628
 1.51  9.140415  5.124683  0.186400  3.052558
 1.52  9.142830  5.127296  0.185350  3.039591
 1.53  9.145211  5.129879  0.184300  3.026725
 1.54  9.147583  5.132452  0.183250  3.013960
 1.55  9.149927  5.134988  0.182210  3.001293
 1.56  9.152256  5.137508  0.181160  2.988723
 1.57  9.154558  5.140005  0.180120  2.976250
 1.58  9.156851  5.142466  0.179080  2.963872
 1.59  9.159135  5.144918  0.178040  2.951588
 1.60  9.161393  5.147360  0.177010  2.939397
 1.61  9.163618  5.149762  0.175970  2.927298
 1.62  9.165854  5.152142  0.174940  2.915289
 1.63  9.168063  5.154513  0.173910  2.903370
 1.64  9.170241  5.156846  0.172890  2.891539
 1.65  9.172412  5.159169  0.171870  2.879796
 1.66  9.174556  5.161472  0.170850  2.868139
 1.67  9.176712  5.163754  0.169840  2.856567
 1.68  9.178823  5.166016  0.168830  2.845080
 1.69  9.180923  5.168252  0.167820  2.833676
 1.70  9.183015  5.170469  0.166820  2.822354
 1.71  9.185096  5.172660  0.165820  2.811114
 1.72  9.187139  5.174838  0.164830  2.799954
 1.73  9.189188  5.176990  0.163840  2.788874
 1.74  9.191213  5.179136  0.162850  2.777872
 1.75  9.193232  5.181251  0.161870  2.766948
 1.76  9.195221  5.183354  0.160890  2.756101
 1.77  9.197204  5.185438  0.159920  2.745330
 1.78  9.199164  5.187492  0.158950  2.734634
 1.79  9.201117  5.189540  0.157990  2.724012
 1.80  9.203060  5.191565  0.157030  2.713464
 1.81  9.204979  5.193571  0.156070  2.702988
 1.82  9.206875  5.195572  0.155120  2.692584
 1.83  9.208784  5.197544  0.154170  2.682252
 1.84  9.210664  5.199505  0.153230  2.671989
 1.85  9.212539  5.201448  0.152290  2.661796
 1.86  9.214392  5.203375  0.151360  2.651671
 1.87  9.216239  5.205296  0.150430  2.641615
 1.88  9.218081  5.207200  0.149500  2.631625
 1.89  9.219913  5.209082  0.148580  2.621703
 1.90  9.221723  5.210948  0.147670  2.611846
 1.91  9.223529  5.212809  0.146750  2.602054
 1.92  9.225329  5.214654  0.145850  2.592326
 1.93  9.227103  5.216477  0.144940  2.582662
 1.94  9.228872  5.218296  0.144050  2.573061
 1.95  9.230636  5.220098  0.143150  2.563523
 1.96  9.232379  5.221885  0.142260  2.554046
 1.97  9.234117  5.223656  0.141380  2.544630
 1.98  9.235847  5.225418  0.140500  2.535275
 1.99  9.237571  5.227175  0.139620  2.525980
 2.00  9.239275  5.228917  0.138750  2.516743
 2.01  9.240975  5.230644  0.137880  2.507566
 2.02  9.242670  5.232366  0.137020  2.498446
 2.03  9.244340  5.234068  0.136160  2.489384
 2.04  9.246022  5.235767  0.135300  2.480378
 2.05  9.247689  5.237455  0.134450  2.471429
 2.06  9.249347  5.239134  0.133610  2.462535
 2.07  9.250996  5.240804  0.132760  2.453696
 2.08  9.252629  5.242465  0.131930  2.444912
 2.09  9.254254  5.244106  0.131090  2.436182
 2.10  9.255896  5.245748  0.130260  2.427506
 2.11  9.257514  5.247382  0.129440  2.418882
 2.12  9.259127  5.249001  0.128620  2.410311
 2.13  9.260721  5.250627  0.127800  2.401792
 2.14  9.262327  5.252229  0.126990  2.393324
 2.15  9.263914  5.253837  0.126180  2.384907
 2.16  9.265508  5.255426  0.125370  2.376540
 2.17  9.267088  5.257027  0.124570  2.368223
 2.18  9.268659  5.258609  0.123770  2.359956
 2.19  9.270232  5.260193  0.122980  2.351738
 2.20  9.271796  5.261758  0.122180  2.343568
 2.21  9.273356  5.263329  0.121400  2.335446
 2.22  9.274914  5.264887  0.120610  2.327371
 2.23  9.276468  5.266452  0.119830  2.319344
 2.24  9.278003  5.268003  0.119050  2.311364
 2.25  9.279550  5.269551  0.118280  2.303429
 2.26  9.281079  5.271096  0.117510  2.295541
 2.27  9.282620  5.272627  0.116740  2.287697
 2.28  9.284137  5.274160  0.115970  2.279899
 2.29  9.285671  5.275685  0.115210  2.272145
 2.30  9.287182  5.277212  0.114460  2.264436
 2.31  9.288694  5.278730  0.113700  2.256770
 2.32  9.290199  5.280241  0.112950  2.249147
 2.33  9.291705  5.281753  0.112210  2.241567
 2.34  9.293203  5.283257  0.111460  2.234030
 2.35  9.294698  5.284758  0.110720  2.226535
 2.36  9.296176  5.286246  0.109990  2.219082
 2.37  9.297665  5.287741  0.109260  2.211670
 2.38  9.299151  5.289223  0.108530  2.204299
 2.39  9.300619  5.290712  0.107800  2.196968
 2.40  9.302084  5.292188  0.107080  2.189678
 2.41  9.303562  5.293661  0.106360  2.182428
 2.42  9.305016  5.295126  0.105650  2.175217
 2.43  9.306473  5.296594  0.104940  2.168045
 2.44  9.307927  5.298058  0.104230  2.160913
 2.45  9.309373  5.299505  0.103530  2.153819
 2.46  9.310821  5.300964  0.102830  2.146763
 2.47  9.312261  5.302406  0.102130  2.139744
 2.48  9.313684  5.303854  0.101440  2.132764
 2.49  9.315124  5.305295  0.100750  2.125820
 2.50  9.316542  5.306728  0.100070  2.118914
 2.51  9.317971  5.308158  0.099386  2.112044
 2.52  9.319383  5.309586  0.098709  2.105210
 2.53  9.320793  5.311002  0.098035  2.098412
 2.54  9.322200  5.312424  0.097364  2.091650
 2.55  9.323605  5.313835  0.096698  2.084923
 2.56  9.325001  5.315246  0.096035  2.078231
 2.57  9.326401  5.316652  0.095376  2.071573
 2.58  9.327783  5.318054  0.094721  2.064950
 2.59  9.329172  5.319440  0.094069  2.058362
 2.60  9.330545  5.320832  0.093422  2.051807
 2.61  9.331920  5.322218  0.092778  2.045285
 2.62  9.333288  5.323597  0.092138  2.038797
 2.63  9.334653  5.324972  0.091502  2.032342
 2.64  9.336016  5.326346  0.090870  2.025920
 2.65  9.337362  5.327707  0.090241  2.019530
 2.66  9.338720  5.329076  0.089617  2.013172
 2.67  9.340062  5.330433  0.088996  2.006846
 2.68  9.341396  5.331782  0.088379  2.000552
 2.69  9.342733  5.333126  0.087766  1.994289
 2.70  9.344063  5.334471  0.087156  1.988058
 2.71  9.345396  5.335810  0.086551  1.981857
 2.72  9.346707  5.337141  0.085949  1.975687
 2.73  9.348030  5.338470  0.085351  1.969547
 2.74  9.349337  5.339788  0.084758  1.963438
 2.75  9.350642  5.341113  0.084167  1.957358
 2.76  9.351945  5.342426  0.083581  1.951308
 2.77  9.353241  5.343724  0.082999  1.945288
 2.78  9.354526  5.345033  0.082420  1.939297
 2.79  9.355804  5.346326  0.081846  1.933334
 2.80  9.357085  5.347623  0.081275  1.927401
 2.81  9.358358  5.348903  0.080708  1.921496
 2.82  9.359630  5.350190  0.080144  1.915619
 2.83  9.360886  5.351466  0.079585  1.909771
 2.84  9.362154  5.352741  0.079029  1.903950
 2.85  9.363407  5.354004  0.078477  1.898157
 2.86  9.364652  5.355261  0.077929  1.892391
 2.87  9.365900  5.356520  0.077384  1.886653
 2.88  9.367142  5.357773  0.076843  1.880941
 2.89  9.368373  5.359028  0.076306  1.875256
 2.90  9.369598  5.360268  0.075773  1.869598
 2.91  9.370821  5.361507  0.075243  1.863966
 2.92  9.372041  5.362735  0.074718  1.858361
 2.93  9.373260  5.363969  0.074195  1.852781
 2.94  9.374472  5.365188  0.073677  1.847228
 2.95  9.375675  5.366402  0.073162  1.841699
 2.96  9.376870  5.367617  0.072650  1.836197
 2.97  9.378069  5.368827  0.072143  1.830719
 2.98  9.379261  5.370031  0.071639  1.825267
 2.99  9.380451  5.371224  0.071138  1.819839
 3.00  9.381627  5.372424  0.070641  1.814436
 3.01  9.382801  5.373614  0.070148  1.809057
 3.02  9.383968  5.374788  0.069658  1.803703
 3.03  9.385139  5.375966  0.069172  1.798373
 3.04  9.386308  5.377143  0.068689  1.793067
 3.05  9.387457  5.378312  0.068210  1.787784
 3.06  9.388605  5.379480  0.067734  1.782525
 3.07  9.389751  5.380638  0.067262  1.777290
 3.08  9.390896  5.381787  0.066793  1.772077
 3.09  9.392039  5.382941  0.066328  1.766888
 3.10  9.393168  5.384087  0.065866  1.761722
 3.11  9.394303  5.385225  0.065407  1.756578
 3.12  9.395429  5.386359  0.064952  1.751457
 3.13  9.396549  5.387486  0.064500  1.746358
 3.14  9.397654  5.388612  0.064052  1.741282
 3.15  9.398770  5.389736  0.063607  1.736228
 3.16  9.399873  5.390851  0.063165  1.731195
 3.17  9.400974  5.391964  0.062727  1.726185
 3.18  9.402073  5.393076  0.062292  1.721196
 3.19  9.403172  5.394178  0.061860  1.716228
 3.20  9.404263  5.395274  0.061431  1.711282
 3.21  9.405341  5.396368  0.061005  1.706357
 3.22  9.406423  5.397458  0.060583  1.701453
 3.23  9.407498  5.398542  0.060164  1.696570
 3.24  9.408572  5.399624  0.059747  1.691707
 3.25  9.409644  5.400705  0.059334  1.686866
 3.26  9.410703  5.401777  0.058924  1.682044
 3.27  9.411768  5.402841  0.058517  1.677243
 3.28  9.412824  5.403910  0.058113  1.672462
 3.29  9.413874  5.404965  0.057712  1.667701
 3.30  9.414928  5.406024  0.057314  1.662960
 3.31  9.415963  5.407076  0.056919  1.658239
 3.32  9.417009  5.408126  0.056527  1.653537
 3.33  9.418042  5.409168  0.056138  1.648855
 3.34  9.419073  5.410208  0.055752  1.644192
 3.35  9.420104  5.411248  0.055369  1.639548
 3.36  9.421133  5.412286  0.054988  1.634923
 3.37  9.422161  5.413315  0.054611  1.630318
 3.38  9.423183  5.414337  0.054236  1.625731
 3.39  9.424197  5.415364  0.053864  1.621163
 3.40  9.425204  5.416377  0.053494  1.616613
 3.41  9.426210  5.417396  0.053128  1.612082
 3.42  9.427215  5.418406  0.052764  1.607569
 3.43  9.428219  5.419415  0.052403  1.603074
 3.44  9.429221  5.420416  0.052044  1.598598
 3.45  9.430223  5.421423  0.051688  1.594139
 3.46  9.431212  5.422421  0.051335  1.589698
 3.47  9.432200  5.423418  0.050985  1.585275
 3.48  9.433187  5.424406  0.050637  1.580870
 3.49  9.434167  5.425396  0.050291  1.576482
 3.50  9.435151  5.426382  0.049949  1.572111
 3.51  9.436129  5.427362  0.049608  1.567758
 3.52  9.437107  5.428341  0.049271  1.563422
 3.53  9.438071  5.429311  0.048936  1.559103
 3.54  9.439034  5.430280  0.048603  1.554800
 3.55  9.440008  5.431249  0.048273  1.550515
 3.56  9.440970  5.432216  0.047945  1.546246
 3.57  9.441930  5.433175  0.047620  1.541994
 3.58  9.442878  5.434140  0.047297  1.537759
 3.59  9.443831  5.435091  0.046977  1.533539
 3.60  9.444777  5.436047  0.046659  1.529336
 3.61  9.445728  5.436989  0.046344  1.525150
 3.62  9.446672  5.437936  0.046030  1.520979
 3.63  9.447610  5.438876  0.045720  1.516824
 3.64  9.448547  5.439815  0.045411  1.512685
 3.65  9.449483  5.440753  0.045105  1.508562
 3.66  9.450406  5.441683  0.044801  1.504455
 3.67  9.451340  5.442612  0.044500  1.500363
 3.68  9.452262  5.443541  0.044201  1.496287
 3.69  9.453183  5.444468  0.043904  1.492226
 3.70  9.454097  5.445381  0.043609  1.488180
 3.71  9.455016  5.446307  0.043316  1.484150
 3.72  9.455929  5.447212  0.043026  1.480135
 3.73  9.456847  5.448128  0.042738  1.476134
 3.74  9.457746  5.449038  0.042452  1.472149
 3.75  9.458656  5.449940  0.042168  1.468178
 3.76  9.459555  5.450842  0.041887  1.464222
 3.77  9.460452  5.451735  0.041608  1.460281
 3.78  9.461348  5.452634  0.041330  1.456354
 3.79  9.462233  5.453526  0.041055  1.452442
 3.80  9.463122  5.454411  0.040782  1.448544
 3.81  9.464005  5.455301  0.040511  1.444661
 3.82  9.464892  5.456177  0.040242  1.440791
 3.83  9.465774  5.457058  0.039975  1.436936
 3.84  9.466649  5.457933  0.039711  1.433095
 3.85  9.467523  5.458807  0.039448  1.429267
 3.86  9.468396  5.459681  0.039187  1.425454
 3.87  9.469258  5.460546  0.038928  1.421654
 3.88  9.470130  5.461411  0.038671  1.417868
 3.89  9.470990  5.462275  0.038416  1.414096
 3.90  9.471860  5.463138  0.038163  1.410337
 3.91  9.472719  5.463993  0.037912  1.406592
 3.92  9.473571  5.464842  0.037663  1.402860
 3.93  9.474428  5.465696  0.037416  1.399141
 3.94  9.475268  5.466544  0.037170  1.395435
 3.95  9.476124  5.467396  0.036927  1.391743
 3.96  9.476974  5.468236  0.036685  1.388064
 3.97  9.477811  5.469074  0.036445  1.384397
 3.98  9.478648  5.469912  0.036207  1.380744
 3.99  9.479485  5.470749  0.035970  1.377103
 4.00  9.480321  5.471586  0.035736  1.373475
 4.01  9.481156  5.472414  0.035503  1.369860
 4.02  9.481990  5.473243  0.035272  1.366257
 4.03  9.482819  5.474064  0.035043  1.362667
 4.04  9.483641  5.474891  0.034815  1.359090
 4.05  9.484473  5.475711  0.034589  1.355524
 4.06  9.485289  5.476530  0.034365  1.351972
 4.07  9.486109  5.477349  0.034143  1.348431
 4.08  9.486923  5.478160  0.033922  1.344902
 4.09  9.487737  5.478971  0.033703  1.341386
 4.10  9.488550  5.479775  0.033485  1.337882
 4.11  9.489362  5.480585  0.033269  1.334389
 4.12  9.490163  5.481387  0.033055  1.330909
 4.13  9.490974  5.482189  0.032843  1.327440
 4.14  9.491773  5.482983  0.032632  1.323983
 4.15  9.492573  5.483784  0.032422  1.320538
 4.16  9.493371  5.484577  0.032214  1.317104
 4.17  9.494163  5.485364  0.032008  1.313682
 4.18  9.494961  5.486156  0.031803  1.310272
 4.19  9.495752  5.486941  0.031600  1.306873
 4.20  9.496548  5.487732  0.031398  1.303485
 4.21  9.497327  5.488510  0.031198  1.300109
 4.22  9.498117  5.489294  0.030999  1.296744
 4.23  9.498895  5.490064  0.030802  1.293390
 4.24  9.499673  5.490840  0.030606  1.290047
 4.25  9.500450  5.491616  0.030412  1.286715
 4.26  9.501226  5.492384  0.030219  1.283394
 4.27  9.502002  5.493158  0.030028  1.280085
 4.28  9.502778  5.493926  0.029838  1.276786
 4.29  9.503536  5.494680  0.029649  1.273498
 4.30  9.504311  5.495446  0.029462  1.270220
 4.31  9.505074  5.496212  0.029276  1.266954
 4.32  9.505831  5.496964  0.029092  1.263698
 4.33  9.506598  5.497716  0.028909  1.260452
 4.34  9.507360  5.498474  0.028727  1.257217
 4.35  9.508105  5.499225  0.028547  1.253993
 4.36  9.508861  5.499969  0.028368  1.250779
 4.37  9.509615  5.500712  0.028190  1.247575
 4.38  9.510369  5.501455  0.028014  1.244382
 4.39  9.511112  5.502198  0.027839  1.241199
 4.40  9.511855  5.502940  0.027666  1.238026
 4.41  9.512608  5.503681  0.027493  1.234863
 4.42  9.513344  5.504410  0.027322  1.231711
 4.43  9.514085  5.505151  0.027152  1.228568
 4.44  9.514826  5.505884  0.026983  1.225435
 4.45  9.515560  5.506612  0.026816  1.222312
 4.46  9.516300  5.507344  0.026650  1.219200
 4.47  9.517024  5.508070  0.026485  1.216097
 4.48  9.517757  5.508790  0.026321  1.213003
 4.49  9.518485  5.509514  0.026158  1.209920
 4.50  9.519217  5.510240  0.025997  1.206846
 4.51  9.519939  5.510957  0.025837  1.203781
 4.52  9.520660  5.511668  0.025677  1.200727
 4.53  9.521381  5.512386  0.025520  1.197682
 4.54  9.522101  5.513102  0.025363  1.194646
 4.55  9.522821  5.513812  0.025207  1.191619
 4.56  9.523534  5.514515  0.025053  1.188602
 4.57  9.524243  5.515224  0.024900  1.185595
 4.58  9.524955  5.515920  0.024748  1.182596
 4.59  9.525663  5.516628  0.024597  1.179607
 4.60  9.526365  5.517324  0.024447  1.176627
 4.61  9.527066  5.518019  0.024298  1.173656
 4.62  9.527773  5.518712  0.024151  1.170695
 4.63  9.528473  5.519407  0.024004  1.167742
 4.64  9.529163  5.520094  0.023859  1.164798
 4.65  9.529857  5.520775  0.023714  1.161863
 4.66  9.530546  5.521461  0.023571  1.158937
 4.67  9.531235  5.522141  0.023429  1.156020
 4.68  9.531917  5.522814  0.023288  1.153112
 4.69  9.532605  5.523493  0.023148  1.150212
 4.70  9.533287  5.524165  0.023009  1.147322
 4.71  9.533958  5.524831  0.022871  1.144439
 4.72  9.534645  5.525509  0.022734  1.141566
 4.73  9.535316  5.526168  0.022599  1.138701
 4.74  9.535980  5.526826  0.022464  1.135845
 4.75  9.536650  5.527484  0.022330  1.132997
 4.76  9.537310  5.528148  0.022197  1.130157
 4.77  9.537979  5.528799  0.022066  1.127326
 4.78  9.538632  5.529450  0.021935  1.124504
 4.79  9.539284  5.530095  0.021805  1.121689
 4.80  9.539936  5.530739  0.021677  1.118883
 4.81  9.540594  5.531388  0.021549  1.116086
 4.82  9.541246  5.532025  0.021422  1.113296
 4.83  9.541881  5.532656  0.021297  1.110515
 4.84  9.542532  5.533292  0.021172  1.107741
 4.85  9.543173  5.533928  0.021048  1.104976
 4.86  9.543807  5.534552  0.020925  1.102219
 4.87  9.544438  5.535181  0.020803  1.099470
 4.88  9.545071  5.535803  0.020682  1.096729
 4.89  9.545695  5.536420  0.020562  1.093995
 4.90  9.546328  5.537036  0.020443  1.091270
 4.91  9.546951  5.537651  0.020325  1.088553
 4.92  9.547574  5.538260  0.020207  1.085843
 4.93  9.548181  5.538863  0.020091  1.083141
 4.94  9.548803  5.539471  0.019975  1.080447
 4.95  9.549409  5.540074  0.019861  1.077760
 4.96  9.550015  5.540669  0.019747  1.075082
 4.97  9.550620  5.541265  0.019634  1.072410
 4.98  9.551226  5.541860  0.019522  1.069747
 4.99  9.551831  5.542448  0.019411  1.067091
 5.00  9.552426  5.543037  0.019300  1.064442
 5.01  9.553020  5.543625  0.019191  1.061801
 5.02  9.553609  5.544200  0.019082  1.059168
 5.03  9.554197  5.544776  0.018975  1.056542
 5.04  9.554791  5.545357  0.018868  1.053923
 5.05  9.555369  5.545932  0.018762  1.051311
 5.06  9.555947  5.546500  0.018656  1.048707
 5.07  9.556518  5.547062  0.018552  1.046110
 5.08  9.557095  5.547624  0.018448  1.043521
 5.09  9.557672  5.548185  0.018345  1.040938
 5.10  9.558233  5.548741  0.018243  1.038363
 5.11  9.558804  5.549296  0.018142  1.035795
 5.12  9.559365  5.549844  0.018041  1.033234
 5.13  9.559925  5.550393  0.017942  1.030680
 5.14  9.560476  5.550941  0.017843  1.028133
 5.15  9.561036  5.551483  0.017745  1.025593
 5.16  9.561580  5.552018  0.017647  1.023060
 5.17  9.562130  5.552559  0.017551  1.020534
 5.18  9.562673  5.553088  0.017455  1.018015
 5.19  9.563217  5.553617  0.017359  1.015503
 5.20  9.563760  5.554146  0.017265  1.012997
 5.21  9.564293  5.554674  0.017171  1.010499
 5.22  9.564827  5.555196  0.017078  1.008007
 5.23  9.565360  5.555718  0.016986  1.005522
 5.24  9.565886  5.556227  0.016895  1.003043
 5.25  9.566419  5.556743  0.016804  1.000572
 5.26  9.566936  5.557252  0.016714  0.998107
 5.27  9.567453  5.557761  0.016624  0.995648
 5.28  9.567969  5.558263  0.016535  0.993197
 5.29  9.568486  5.558766  0.016447  0.990751
 5.30  9.568996  5.559256  0.016360  0.988313
 5.31  9.569502  5.559758  0.016273  0.985881
 5.32  9.570002  5.560248  0.016187  0.983455
 5.33  9.570508  5.560738  0.016102  0.981036
 5.34  9.571008  5.561227  0.016017  0.978623
 5.35  9.571508  5.561710  0.015933  0.976216
 5.36  9.571998  5.562187  0.015850  0.973816
 5.37  9.572491  5.562664  0.015767  0.971422
 5.38  9.572981  5.563141  0.015685  0.969035
 5.39  9.573465  5.563611  0.015603  0.966654
 5.40  9.573945  5.564081  0.015522  0.964279
 5.41  9.574428  5.564545  0.015442  0.961910
 5.42  9.574901  5.565009  0.015362  0.959548
 5.43  9.575375  5.565473  0.015283  0.957191
 5.44  9.575848  5.565931  0.015205  0.954841
 5.45  9.576315  5.566382  0.015127  0.952497
 5.46  9.576788  5.566834  0.015050  0.950159
 5.47  9.577246  5.567285  0.014973  0.947827
 5.48  9.577718  5.567736  0.014897  0.945501
 5.49  9.578175  5.568181  0.014821  0.943181
 5.50  9.578632  5.568625  0.014746  0.940867
 5.51  9.579089  5.569070  0.014672  0.938559
 5.52  9.579546  5.569508  0.014598  0.936257
 5.53  9.579993  5.569947  0.014525  0.933961
 5.54  9.580443  5.570379  0.014452  0.931671
 5.55  9.580890  5.570817  0.014380  0.929386
 5.56  9.581346  5.571249  0.014308  0.927107
 5.57  9.581787  5.571674  0.014237  0.924835
 5.58  9.582227  5.572100  0.014166  0.922567
