 t       A(O)      A(F)      fg       z
 0.52  8.346920  4.242247  0.218840  5.388536
 0.53  8.354359  4.251643  0.219580  5.348699
 0.54  8.361591  4.260887  0.220260  5.309474
 0.55  8.368656  4.270037  0.220860  5.270846
 0.56  8.375508  4.279004  0.221400  5.232802
 0.57  8.382176  4.287834  0.221870  5.195326
 0.58  8.388709  4.296584  0.222290  5.158405
 0.59  8.395047  4.305163  0.222640  5.122027
 0.60  8.401229  4.313627  0.222940  5.086179
 0.61  8.407304  4.322014  0.223180  5.050847
 0.62  8.413198  4.330249  0.223370  5.016022
 0.63  8.418952  4.338371  0.223500  4.981690
 0.64  8.424620  4.346435  0.223580  4.947841
 0.65  8.430122  4.354356  0.223620  4.914464
 0.66  8.435512  4.362167  0.223610  4.881549
 0.67  8.440820  4.369934  0.223550  4.849085
 0.68  8.445971  4.377574  0.223450  4.817062
 0.69  8.451021  4.385137  0.223300  4.785472
 0.70  8.456016  4.392663  0.223120  4.754304
 0.71  8.460854  4.400080  0.222890  4.723550
 0.72  8.465608  4.407432  0.222630  4.693201
 0.73  8.470306  4.414769  0.222330  4.663248
 0.74  8.474873  4.422005  0.221990  4.633683
 0.75  8.479345  4.429198  0.221620  4.604499
 0.76  8.483741  4.436347  0.221220  4.575687
 0.77  8.488099  4.443500  0.220790  4.547240
 0.78  8.492326  4.450578  0.220320  4.519150
 0.79  8.496483  4.457623  0.219830  4.491411
 0.80  8.500607  4.464684  0.219300  4.464015
 0.81  8.504613  4.471685  0.218760  4.436956
 0.82  8.508546  4.478667  0.218180  4.410226
 0.83  8.512458  4.485658  0.217580  4.383820
 0.84  8.516258  4.492587  0.216960  4.357732
 0.85  8.519989  4.499480  0.216310  4.331954
 0.86  8.523704  4.506392  0.215640  4.306482
 0.87  8.527310  4.513225  0.214950  4.281310
 0.88  8.530859  4.520018  0.214240  4.256431
 0.89  8.534396  4.526810  0.213510  4.231841
 0.90  8.537827  4.533510  0.212760  4.207534
 0.91  8.541229  4.540175  0.211990  4.183505
 0.92  8.544567  4.546780  0.211210  4.159749
 0.93  8.547865  4.553365  0.210410  4.136260
 0.94  8.551136  4.559913  0.209590  4.113035
 0.95  8.554363  4.566410  0.208760  4.090068
 0.96  8.557562  4.572765  0.207910  4.067355
 0.97  8.560719  4.579033  0.207050  4.044891
 0.98  8.563835  4.585174  0.206180  4.022672
 0.99  8.566924  4.591234  0.205290  4.000694
 1.00  8.569968  4.597130  0.204390  3.978952
 1.01  8.572906  4.602753  0.209000  3.957442
 1.02  8.572226  4.607796  0.213440  3.936161
 1.03  8.565613  4.606675  0.217750  3.915105
 1.04  8.558074  4.602514  0.221970  3.894270
 1.05  8.550773  4.598513  0.226110  3.873651
 1.06  8.543702  4.594679  0.230180  3.853246
 1.07  8.536845  4.591015  0.234190  3.833051
 1.08  8.530195  4.587480  0.238140  3.813063
 1.09  8.523750  4.584088  0.242030  3.793277
 1.10  8.517485  4.580795  0.245870  3.773692
 1.11  8.511398  4.577650  0.249660  3.754303
 1.12  8.505478  4.574568  0.253400  3.735107
 1.13  8.499716  4.571550  0.257100  3.716102
 1.14  8.494109  4.568644  0.260750  3.697284
 1.15  8.488651  4.565815  0.264350  3.678650
 1.16  8.483331  4.563063  0.267910  3.660198
 1.17  8.478104  4.560338  0.271430  3.641925
 1.18  8.473045  4.557693  0.274910  3.623827
 1.19  8.468098  4.555126  0.278340  3.605903
 1.20  8.463268  4.552592  0.281740  3.588149
 1.21  8.458551  4.550116  0.285100  3.570563
 1.22  8.453942  4.547671  0.288420  3.553143
 1.23  8.449436  4.545272  0.291710  3.535885
 1.24  8.445071  4.542944  0.294960  3.518788
 1.25  8.440755  4.540597  0.298180  3.501849
 1.26  8.436535  4.538280  0.301360  3.485065
 1.27  8.432447  4.536021  0.304510  3.468435
 1.28  8.428398  4.533740  0.307620  3.451957
 1.29  8.424445  4.531476  0.310700  3.435627
 1.30  8.420604  4.529267  0.313750  3.419444
 1.31  8.416802  4.527033  0.316760  3.403406
 1.32  8.413125  4.524863  0.319750  3.387510
 1.33  8.409516  4.522717  0.322700  3.371755
 1.34  8.405931  4.520550  0.325620  3.356138
 1.35  8.402470  4.518454  0.328510  3.340659
 1.36  8.399071  4.516382  0.331380  3.325314
 1.37  8.395736  4.514339  0.334210  3.310101
 1.38  8.392413  4.512282  0.337010  3.295020
 1.39  8.389201  4.510298  0.339790  3.280068
 1.40  8.386057  4.508345  0.342530  3.265243
 1.41  8.382964  4.506422  0.345250  3.250545
 1.42  8.379921  4.504535  0.347940  3.235970
 1.43  8.376942  4.502675  0.350600  3.221517
 1.44  8.374005  4.500852  0.353240  3.207185
 1.45  8.371134  4.499062  0.355840  3.192972
 1.46  8.368308  4.497299  0.358430  3.178876
 1.47  8.365528  4.495569  0.360980  3.164897
 1.48  8.362796  4.493864  0.363520  3.151031
 1.49  8.360113  4.492182  0.366020  3.137279
 1.50  8.357478  4.490529  0.368510  3.123638
 1.51  8.354883  4.488901  0.370960  3.110107
 1.52  8.352329  4.487288  0.373400  3.096684
 1.53  8.349869  4.485748  0.375810  3.083369
 1.54  8.347397  4.484180  0.378190  3.070159
 1.55  8.344979  4.482632  0.380550  3.057053
 1.56  8.342593  4.481105  0.382900  3.044051
 1.57  8.340282  4.479632  0.385210  3.031150
 1.58  8.337974  4.478141  0.387510  3.018350
 1.59  8.335710  4.476662  0.389780  3.005649
 1.60  8.333470  4.475199  0.392030  2.993047
 1.61  8.331309  4.473795  0.394260  2.980540
 1.62  8.329151  4.472360  0.396470  2.968130
 1.63  8.327019  4.470941  0.398660  2.955814
 1.64  8.324966  4.469577  0.400830  2.943591
 1.65  8.322908  4.468182  0.402980  2.931460
 1.66  8.320876  4.466798  0.405100  2.919420
 1.67  8.318913  4.465469  0.407210  2.907470
 1.68  8.316947  4.464110  0.409300  2.895609
 1.69  8.315051  4.462800  0.411370  2.883836
 1.70  8.313140  4.461454  0.413410  2.872149
 1.71  8.311301  4.460169  0.415440  2.860548
 1.72  8.309447  4.458843  0.417450  2.849032
 1.73  8.307622  4.457529  0.419440  2.837599
 1.74  8.305870  4.456265  0.421420  2.826249
 1.75  8.304104  4.454966  0.423370  2.814981
 1.76  8.302400  4.453723  0.425310  2.803793
 1.77  8.300683  4.452444  0.427230  2.792686
 1.78  8.299040  4.451215  0.429130  2.781657
 1.79  8.297373  4.449957  0.431010  2.770707
 1.80  8.295768  4.448744  0.432880  2.759833
 1.81  8.294151  4.447507  0.434730  2.749036
 1.82  8.292598  4.446315  0.436560  2.738314
 1.83  8.291033  4.445094  0.438380  2.727667
 1.84  8.289532  4.443924  0.440180  2.717093
 1.85  8.288052  4.442762  0.441960  2.706593
 1.86  8.286549  4.441565  0.443730  2.696164
 1.87  8.285109  4.440425  0.445480  2.685807
 1.88  8.283648  4.439251  0.447210  2.675520
 1.89  8.282251  4.438128  0.448930  2.665303
 1.90  8.280876  4.437019  0.450640  2.655155
 1.91  8.279479  4.435870  0.452320  2.645075
 1.92  8.278147  4.434779  0.454000  2.635062
 1.93  8.276794  4.433653  0.455660  2.625117
 1.94  8.275494  4.432585  0.457300  2.615237
 1.95  8.274229  4.431521  0.458930  2.605423
 1.96  8.272931  4.430428  0.460540  2.595673
 1.97  8.271685  4.429381  0.462140  2.585987
 1.98  8.270476  4.428349  0.463730  2.576365
 1.99  8.269233  4.427284  0.465300  2.566805
 2.00  8.268044  4.426271  0.466860  2.557307
 2.01  8.266879  4.425267  0.468400  2.547870
 2.02  8.265680  4.424229  0.469930  2.538494
 2.03  8.264549  4.423245  0.471440  2.529178
 2.04  8.263441  4.422269  0.472950  2.519922
 2.05  8.262301  4.421255  0.474430  2.510724
 2.06  8.261216  4.420287  0.475900  2.501584
 2.07  8.260154  4.419329  0.477360  2.492502
 2.08  8.259047  4.418344  0.478790  2.483477
 2.09  8.258022  4.417406  0.480220  2.474508
 2.10  8.256994  4.416478  0.481630  2.465596
 2.11  8.255977  4.415559  0.483030  2.456738
 2.12  8.254943  4.414608  0.484420  2.447935
 2.13  8.253963  4.413710  0.485790  2.439187
 2.14  8.252995  4.412823  0.487150  2.430492
 2.15  8.252052  4.411939  0.488500  2.421850
 2.16  8.251065  4.411023  0.489830  2.413261
 2.17  8.250146  4.410160  0.491160  2.404724
 2.18  8.249225  4.409308  0.492470  2.396238
 2.19  8.248330  4.408460  0.493770  2.387803
 2.20  8.247391  4.407580  0.495050  2.379419
 2.21  8.246520  4.406753  0.496330  2.371086
 2.22  8.245662  4.405931  0.497590  2.362801
 2.23  8.244802  4.405120  0.498840  2.354566
 2.24  8.243926  4.404276  0.500080  2.346379
 2.25  8.243091  4.403480  0.501310  2.338241
 2.26  8.242283  4.402695  0.502530  2.330150
 2.27  8.241474  4.401915  0.503730  2.322107
 2.28  8.240648  4.401103  0.504930  2.314110
 2.29  8.239864  4.400339  0.506110  2.306160
 2.30  8.239093  4.399586  0.507290  2.298256
 2.31  8.238335  4.398837  0.508450  2.290397
 2.32  8.237576  4.398088  0.509600  2.282583
 2.33  8.236786  4.397313  0.510740  2.274814
 2.34  8.236053  4.396580  0.511860  2.267089
 2.35  8.235333  4.395858  0.512980  2.259408
 2.36  8.234612  4.395141  0.514080  2.251771
 2.37  8.233903  4.394429  0.515180  2.244176
 2.38  8.233166  4.393686  0.516260  2.236624
 2.39  8.232470  4.392984  0.517330  2.229115
 2.40  8.231787  4.392301  0.518390  2.221647
 2.41  8.231118  4.391616  0.519440  2.214221
 2.42  8.230449  4.390943  0.520480  2.206836
 2.43  8.229749  4.390233  0.521510  2.199491
 2.44  8.229092  4.389577  0.522530  2.192187
 2.45  8.228448  4.388920  0.523540  2.184923
 2.46  8.227818  4.388275  0.524540  2.177699
 2.47  8.227187  4.387641  0.525530  2.170514
 2.48  8.226512  4.386964  0.526510  2.163368
 2.49  8.225894  4.386342  0.527470  2.156261
 2.50  8.225290  4.385725  0.528430  2.149192
 2.51  8.224685  4.385114  0.529380  2.142160
 2.52  8.224093  4.384515  0.530320  2.135167
 2.53  8.223501  4.383915  0.531250  2.128211
 2.54  8.222881  4.383284  0.532170  2.121291
 2.55  8.222302  4.382695  0.533090  2.114409
 2.56  8.221737  4.382118  0.533990  2.107562
 2.57  8.221172  4.381548  0.534880  2.100752
 2.58  8.220606  4.380983  0.535760  2.093977
 2.59  8.220054  4.380423  0.536640  2.087238
 2.60  8.219473  4.379827  0.537500  2.080534
 2.61  8.218935  4.379279  0.538360  2.073865
 2.62  8.218396  4.378737  0.539200  2.067230
 2.63  8.217872  4.378201  0.540040  2.060630
 2.64  8.217346  4.377671  0.540870  2.054063
 2.65  8.216835  4.377147  0.541690  2.047530
 2.66  8.216281  4.376579  0.542500  2.041031
 2.67  8.215769  4.376067  0.543300  2.034564
 2.68  8.215271  4.375561  0.544100  2.028131
 2.69  8.214773  4.375054  0.544890  2.021730
 2.70  8.214289  4.374553  0.545660  2.015361
 2.71  8.213805  4.374064  0.546430  2.009024
 2.72  8.213321  4.373576  0.547200  2.002719
 2.73  8.212808  4.373050  0.547950  1.996445
 2.74  8.212337  4.372566  0.548690  1.990203
 2.75  8.211881  4.372096  0.549430  1.983992
 2.76  8.211410  4.371625  0.550160  1.977811
 2.77  8.210953  4.371160  0.550880  1.971661
 2.78  8.210511  4.370701  0.551600  1.965541
 2.79  8.210068  4.370248  0.552310  1.959451
 2.80  8.209582  4.369752  0.553010  1.953391
 2.81  8.209139  4.369312  0.553700  1.947361
 2.82  8.208710  4.368865  0.554380  1.941359
 2.83  8.208281  4.368430  0.555060  1.935387
 2.84  8.207852  4.367995  0.555730  1.929444
 2.85  8.207437  4.367567  0.556400  1.923529
 2.86  8.207022  4.367144  0.557050  1.917643
 2.87  8.206607  4.366728  0.557700  1.911784
 2.88  8.206164  4.366269  0.558350  1.905954
 2.89  8.205763  4.365852  0.558980  1.900151
 2.90  8.205362  4.365448  0.559610  1.894376
 2.91  8.204961  4.365044  0.560240  1.888628
 2.92  8.204574  4.364646  0.560860  1.882907
 2.93  8.204188  4.364255  0.561470  1.877214
 2.94  8.203816  4.363863  0.562080  1.871546
 2.95  8.203444  4.363478  0.562680  1.865906
 2.96  8.203029  4.363056  0.563280  1.860291
 2.97  8.202657  4.362677  0.563870  1.854702
 2.98  8.202300  4.362304  0.564460  1.849140
 2.99  8.201942  4.361938  0.565040  1.843603
 3.00  8.201584  4.361571  0.565610  1.838091
 3.01  8.201242  4.361211  0.566180  1.832605
 3.02  8.200899  4.360857  0.566750  1.827144
 3.03  8.200556  4.360503  0.567310  1.821708
 3.04  8.200213  4.360156  0.567860  1.816296
 3.05  8.199885  4.359808  0.568410  1.810909
 3.06  8.199513  4.359424  0.568960  1.805547
 3.07  8.199185  4.359083  0.569500  1.800208
 3.08  8.198872  4.358755  0.570030  1.794894
 3.09  8.198543  4.358420  0.570560  1.789603
 3.10  8.198229  4.358091  0.571090  1.784336
 3.11  8.197915  4.357769  0.571610  1.779092
 3.12  8.197617  4.357447  0.572120  1.773872
 3.13  8.197319  4.357132  0.572630  1.768675
 3.14  8.197020  4.356823  0.573140  1.763501
 3.15  8.196721  4.356507  0.573640  1.758349
 3.16  8.196422  4.356204  0.574140  1.753220
 3.17  8.196138  4.355902  0.574630  1.748114
 3.18  8.195812  4.355556  0.575120  1.743030
 3.19  8.195528  4.355260  0.575600  1.737968
 3.20  8.195243  4.354963  0.576080  1.732928
 3.21  8.194975  4.354674  0.576560  1.727910
 3.22  8.194706  4.354391  0.577030  1.722914
 3.23  8.194437  4.354108  0.577490  1.717939
 3.24  8.194168  4.353824  0.577960  1.712985
 3.25  8.193899  4.353548  0.578410  1.708053
 3.26  8.193646  4.353271  0.578870  1.703142
 3.27  8.193392  4.353001  0.579320  1.698251
 3.28  8.193138  4.352731  0.579760  1.693382
 3.29  8.192884  4.352460  0.580210  1.688533
 3.30  8.192630  4.352197  0.580640  1.683704
 3.31  8.192392  4.351940  0.581080  1.678896
 3.32  8.192111  4.351633  0.581510  1.674108
 3.33  8.191872  4.351383  0.581930  1.669341
 3.34  8.191633  4.351125  0.582360  1.664593
 3.35  8.191394  4.350875  0.582770  1.659865
 3.36  8.191171  4.350631  0.583190  1.655156
 3.37  8.190932  4.350387  0.583600  1.650467
 3.38  8.190709  4.350144  0.584010  1.645798
 3.39  8.190485  4.349906  0.584410  1.641147
 3.40  8.190262  4.349669  0.584810  1.636516
 3.41  8.190054  4.349432  0.585210  1.631904
 3.42  8.189830  4.349201  0.585600  1.627310
 3.43  8.189623  4.348971  0.585990  1.622736
 3.44  8.189415  4.348747  0.586380  1.618180
 3.45  8.189207  4.348516  0.586760  1.613642
 3.46  8.188998  4.348299  0.587140  1.609123
 3.47  8.188790  4.348075  0.587520  1.604622
 3.48  8.188598  4.347858  0.587890  1.600139
 3.49  8.188389  4.347641  0.588260  1.595675
 3.50  8.188197  4.347430  0.588620  1.591228
 3.51  8.187961  4.347177  0.588990  1.586798
 3.52  8.187769  4.346966  0.589350  1.582387
 3.53  8.187576  4.346762  0.589700  1.577993
 3.54  8.187399  4.346559  0.590050  1.573616
 3.55  8.187206  4.346355  0.590400  1.569257
 3.56  8.187029  4.346151  0.590750  1.564915
 3.57  8.186852  4.345954  0.591100  1.560590
 3.58  8.186675  4.345757  0.591440  1.556282
 3.59  8.186498  4.345567  0.591770  1.551991
 3.60  8.186321  4.345376  0.592110  1.547716
 3.61  8.186143  4.345186  0.592440  1.543459
 3.62  8.185982  4.344996  0.592770  1.539217
 3.63  8.185805  4.344812  0.593090  1.534992
 3.64  8.185643  4.344629  0.593420  1.530784
 3.65  8.185482  4.344445  0.593740  1.526592
 3.66  8.185320  4.344261  0.594050  1.522415
 3.67  8.185159  4.344085  0.594370  1.518255
 3.68  8.184997  4.343908  0.594680  1.514111
 3.69  8.184836  4.343731  0.594990  1.509982
 3.70  8.184690  4.343561  0.595290  1.505870
 3.71  8.184528  4.343391  0.595590  1.501773
 3.72  8.184383  4.343222  0.595890  1.497691
 3.73  8.184237  4.343051  0.596190  1.493625
 3.74  8.184075  4.342889  0.596480  1.489574
 3.75  8.183929  4.342725  0.596780  1.485538
 3.76  8.183800  4.342562  0.597070  1.481518
 3.77  8.183654  4.342399  0.597350  1.477512
 3.78  8.183465  4.342200  0.597640  1.473521
 3.79  8.183319  4.342037  0.597920  1.469546
 3.80  8.183189  4.341880  0.598200  1.465585
 3.81  8.183059  4.341731  0.598470  1.461639
 3.82  8.182913  4.341575  0.598750  1.457707
 3.83  8.182783  4.341426  0.599020  1.453790
 3.84  8.182653  4.341276  0.599290  1.449887
 3.85  8.182523  4.341127  0.599560  1.445998
 3.86  8.182393  4.340984  0.599820  1.442124
 3.87  8.182263  4.340835  0.600080  1.438264
 3.88  8.182133  4.340693  0.600340  1.434418
 3.89  8.182019  4.340550  0.600600  1.430586
 3.90  8.181889  4.340408  0.600860  1.426767
 3.91  8.181775  4.340272  0.601110  1.422963
 3.92  8.181661  4.340129  0.601360  1.419172
 3.93  8.181530  4.339994  0.601610  1.415395
 3.94  8.181416  4.339858  0.601850  1.411632
 3.95  8.181302  4.339730  0.602100  1.407882
 3.96  8.181188  4.339594  0.602340  1.404145
 3.97  8.181074  4.339466  0.602580  1.400422
 3.98  8.180960  4.339337  0.602820  1.396712
 3.99  8.180846  4.339208  0.603050  1.393015
 4.00  8.180748  4.339080  0.603290  1.389331
 4.01  8.180633  4.338951  0.603520  1.385660
 4.02  8.180535  4.338829  0.603750  1.382002
 4.03  8.180421  4.338708  0.603980  1.378357
 4.04  8.180323  4.338586  0.604200  1.374725
 4.05  8.180209  4.338464  0.604430  1.371105
 4.06  8.180111  4.338343  0.604650  1.367498
 4.07  8.180013  4.338228  0.604870  1.363904
 4.08  8.179915  4.338106  0.605090  1.360322
 4.09  8.179816  4.337992  0.605300  1.356752
 4.10  8.179718  4.337877  0.605520  1.353195
 4.11  8.179620  4.337762  0.605730  1.349650
 4.12  8.179522  4.337655  0.605940  1.346118
 4.13  8.179440  4.337540  0.606150  1.342597
 4.14  8.179342  4.337432  0.606360  1.339089
 4.15  8.179244  4.337324  0.606560  1.335592
 4.16  8.179162  4.337217  0.606760  1.332108
 4.17  8.179063  4.337109  0.606970  1.328635
 4.18  8.178981  4.337001  0.607170  1.325174
 4.19  8.178900  4.336901  0.607360  1.321725
 4.20  8.178801  4.336793  0.607560  1.318287
 4.21  8.178719  4.336692  0.607750  1.314861
 4.22  8.178637  4.336592  0.607950  1.311447
 4.23  8.178555  4.336491  0.608140  1.308044
 4.24  8.178473  4.336390  0.608330  1.304652
 4.25  8.178391  4.336297  0.608520  1.301272
 4.26  8.178309  4.336196  0.608700  1.297903
 4.27  8.178227  4.336102  0.608890  1.294545
 4.28  8.178161  4.336009  0.609070  1.291198
 4.29  8.178079  4.335915  0.609250  1.287863
 4.30  8.177997  4.335822  0.609430  1.284538
 4.31  8.177931  4.335728  0.609610  1.281225
 4.32  8.177849  4.335634  0.609790  1.277922
 4.33  8.177767  4.335548  0.609960  1.274630
 4.34  8.177701  4.335454  0.610140  1.271349
 4.35  8.177593  4.335324  0.610310  1.268079
 4.36  8.177510  4.335238  0.610480  1.264819
 4.37  8.177445  4.335151  0.610650  1.261570
 4.38  8.177379  4.335065  0.610820  1.258332
 4.39  8.177297  4.334978  0.610990  1.255104
 4.40  8.177231  4.334899  0.611150  1.251886
 4.41  8.177165  4.334812  0.611310  1.248679
 4.42  8.177099  4.334733  0.611480  1.245482
 4.43  8.177033  4.334646  0.611640  1.242295
 4.44  8.176968  4.334567  0.611800  1.239119
 4.45  8.176902  4.334487  0.611960  1.235953
 4.46  8.176836  4.334408  0.612110  1.232797
 4.47  8.176786  4.334335  0.612270  1.229650
 4.48  8.176721  4.334256  0.612420  1.226514
 4.49  8.176655  4.334176  0.612580  1.223388
 4.50  8.176589  4.334104  0.612730  1.220272
 4.51  8.176539  4.334025  0.612880  1.217165
 4.52  8.176473  4.333952  0.613030  1.214069
 4.53  8.176424  4.333880  0.613180  1.210982
 4.54  8.176358  4.333808  0.613320  1.207905
 4.55  8.176309  4.333735  0.613470  1.204837
 4.56  8.176243  4.333663  0.613610  1.201779
 4.57  8.176193  4.333598  0.613760  1.198731
 4.58  8.176144  4.333525  0.613900  1.195692
 4.59  8.176078  4.333453  0.614040  1.192662
 4.60  8.176028  4.333388  0.614180  1.189642
 4.61  8.175979  4.333322  0.614320  1.186631
 4.62  8.175929  4.333250  0.614450  1.183629
 4.63  8.175863  4.333185  0.614590  1.180637
 4.64  8.175814  4.333120  0.614720  1.177654
 4.65  8.175764  4.333054  0.614860  1.174680
 4.66  8.175715  4.332989  0.614990  1.171715
 4.67  8.175665  4.332931  0.615120  1.168759
 4.68  8.175616  4.332866  0.615250  1.165812
 4.69  8.175566  4.332800  0.615380  1.162874
 4.70  8.175516  4.332742  0.615510  1.159945
 4.71  8.175483  4.332677  0.615640  1.157025
 4.72  8.175434  4.332619  0.615770  1.154114
 4.73  8.175384  4.332561  0.615890  1.151211
 4.74  8.175335  4.332503  0.616020  1.148317
 4.75  8.175285  4.332445  0.616140  1.145432
 4.76  8.175252  4.332387  0.616260  1.142556
 4.77  8.175203  4.332329  0.616380  1.139688
 4.78  8.175153  4.332271  0.616500  1.136829
 4.79  8.175120  4.332213  0.616620  1.133978
 4.80  8.175070  4.332154  0.616740  1.131136
 4.81  8.175037  4.332104  0.616860  1.128302
 4.82  8.174988  4.332046  0.616980  1.125476
 4.83  8.174955  4.331995  0.617090  1.122659
 4.84  8.174905  4.331944  0.617210  1.119850
 4.85  8.174872  4.331886  0.617320  1.117049
 4.86  8.174839  4.331835  0.617430  1.114257
 4.87  8.174789  4.331784  0.617550  1.111473
 4.88  8.174756  4.331733  0.617660  1.108697
 4.89  8.174723  4.331682  0.617770  1.105929
 4.90  8.174690  4.331631  0.617880  1.103169
 4.91  8.174640  4.331580  0.617990  1.100417
 4.92  8.174607  4.331537  0.618100  1.097673
 4.93  8.174574  4.331486  0.618200  1.094937
 4.94  8.174541  4.331442  0.618310  1.092209
 4.95  8.174508  4.331391  0.618420  1.089489
 4.96  8.174475  4.331347  0.618520  1.086776
 4.97  8.174442  4.331297  0.618620  1.084072
 4.98  8.174408  4.331253  0.618730  1.081375
 4.99  8.174375  4.331209  0.618830  1.078686
 5.00  8.174342  4.331158  0.618930  1.076005
 5.01  8.174309  4.331115  0.619030  1.073331
 5.02  8.174276  4.331071  0.619130  1.070665
 5.03  8.174243  4.331027  0.619230  1.068006
 5.04  8.174226  4.330983  0.619330  1.065355
 5.05  8.174193  4.330940  0.619430  1.062711
 5.06  8.174160  4.330903  0.619530  1.060075
 5.07  8.174127  4.330860  0.619620  1.057446
 5.08  8.174094  4.330816  0.619720  1.054825
 5.09  8.174077  4.330779  0.619810  1.052211
 5.10  8.174044  4.330736  0.619910  1.049604
 5.11  8.174011  4.330699  0.620000  1.047005
 5.12  8.173994  4.330656  0.620100  1.044413
 5.13  8.173961  4.330619  0.620190  1.041828
 5.14  8.173945  4.330575  0.620280  1.039250
 5.15  8.173911  4.330539  0.620370  1.036680
 5.16  8.173895  4.330502  0.620460  1.034116
 5.17  8.173862  4.330466  0.620550  1.031560
 5.18  8.173845  4.330430  0.620640  1.029010
 5.19  8.173812  4.330393  0.620730  1.026468
 5.20  8.173795  4.330357  0.620820  1.023933
 5.21  8.173762  4.330320  0.620900  1.021404
 5.22  8.173746  4.330284  0.620990  1.018883
 5.23  8.173712  4.330247  0.621080  1.016368
 5.24  8.173696  4.330211  0.621160  1.013860
 5.25  8.173679  4.330174  0.621250  1.011359
 5.26  8.173646  4.330145  0.621330  1.008865
 5.27  8.173629  4.330109  0.621410  1.006378
 5.28  8.173613  4.330079  0.621500  1.003897
 5.29  8.173596  4.330043  0.621580  1.001423
 5.30  8.173563  4.330006  0.621660  0.998956
 5.31  8.173547  4.329977  0.621740  0.996495
 5.32  8.173530  4.329948  0.621820  0.994041
 5.33  8.173513  4.329911  0.621900  0.991594
 5.34  8.173523  4.329925  0.621980  0.989153
 5.35  8.173507  4.329896  0.622060  0.986719
 5.36  8.173490  4.329867  0.622140  0.984291
 5.37  8.173473  4.329830  0.622220  0.981869
 5.38  8.173457  4.329801  0.622300  0.979454
 5.39  8.173440  4.329772  0.622370  0.977045
 5.40  8.173424  4.329743  0.622450  0.974643
 5.41  8.173407  4.329713  0.622520  0.972247
 5.42  8.173390  4.329684  0.622600  0.969858
 5.43  8.173374  4.329655  0.622670  0.967474
 5.44  8.173357  4.329626  0.622750  0.965097
 5.45  8.173341  4.329604  0.622820  0.962726
 5.46  8.173324  4.329575  0.622900  0.960362
 5.47  8.173307  4.329545  0.622970  0.958003
 5.48  8.173291  4.329516  0.623040  0.955651
 5.49  8.173274  4.329494  0.623110  0.953305
 5.50  8.173258  4.329465  0.623180  0.950965
 5.51  8.173241  4.329436  0.623250  0.948630
 5.52  8.173224  4.329414  0.623320  0.946302
 5.53  8.173224  4.329385  0.623390  0.943980
 5.54  8.173208  4.329363  0.623460  0.941664
 5.55  8.173191  4.329333  0.623530  0.939354
 5.56  8.173175  4.329311  0.623600  0.937050
 5.57  8.173158  4.329289  0.623670  0.934752
 5.58  8.173158  4.329260  0.623740  0.932460
