 t       A(O)      A(F)      fg       z
 0.93  8.919217  4.891785  0.240100  4.037202
 0.94  8.923169  4.896706  0.239480  4.015066
 0.95  8.927092  4.901559  0.238840  3.993170
 0.96  8.930955  4.906345  0.238180  3.971509
 0.97  8.934785  4.911040  0.237490  3.950078
 0.98  8.938587  4.915693  0.236790  3.928875
 0.99  8.942332  4.920243  0.236070  3.907896
 1.00  8.946021  4.924753  0.235330  3.887135
 1.01  8.949586  4.929078  0.240930  3.866591
 1.02  8.948359  4.933299  0.245890  3.846259
 1.03  8.941790  4.927240  0.250570  3.826135
 1.04  8.934919  4.921382  0.255090  3.806217
 1.05  8.928258  4.915773  0.259490  3.786501
 1.06  8.921821  4.910349  0.263790  3.766984
 1.07  8.915588  4.905115  0.268000  3.747662
 1.08  8.909536  4.900059  0.272130  3.728532
 1.09  8.903644  4.895169  0.276200  3.709592
 1.10  8.897888  4.890430  0.280190  3.690838
 1.11  8.892339  4.885826  0.284130  3.672267
 1.12  8.886904  4.881361  0.288010  3.653877
 1.13  8.881622  4.876996  0.291830  3.635664
 1.14  8.876464  4.872755  0.295600  3.617627
 1.15  8.871434  4.868620  0.299320  3.599762
 1.16  8.866537  4.864593  0.303000  3.582066
 1.17  8.861737  4.860696  0.306620  3.564538
 1.18  8.857047  4.856896  0.310200  3.547173
 1.19  8.852462  4.853186  0.313740  3.529971
 1.20  8.848025  4.849549  0.317230  3.512929
 1.21  8.843626  4.846006  0.320690  3.496044
 1.22  8.839383  4.842564  0.324100  3.479314
 1.23  8.835187  4.839178  0.327470  3.462736
 1.24  8.831111  4.835868  0.330800  3.446309
 1.25  8.827120  4.832636  0.334100  3.430030
 1.26  8.823178  4.829436  0.337360  3.413897
 1.27  8.819364  4.826316  0.340580  3.397908
 1.28  8.815608  4.823259  0.343770  3.382061
 1.29  8.811906  4.820237  0.346920  3.366354
 1.30  8.808300  4.817274  0.350040  3.350785
 1.31  8.804748  4.814344  0.353120  3.335352
 1.32  8.801300  4.811455  0.356170  3.320053
 1.33  8.797914  4.808629  0.359190  3.304886
 1.34  8.794545  4.805837  0.362180  3.289850
 1.35  8.791285  4.803089  0.365130  3.274942
 1.36  8.788088  4.800378  0.368060  3.260161
 1.37  8.784915  4.797733  0.370950  3.245505
 1.38  8.781853  4.795104  0.373810  3.230972
 1.39  8.778814  4.792513  0.376640  3.216561
 1.40  8.775851  4.789969  0.379450  3.202270
 1.41  8.772912  4.787439  0.382220  3.188098
 1.42  8.770034  4.784979  0.384970  3.174043
 1.43  8.767213  4.782534  0.387690  3.160103
 1.44  8.764441  4.780135  0.390380  3.146277
 1.45  8.761719  4.777754  0.393040  3.132563
 1.46  8.759045  4.775417  0.395680  3.118960
 1.47  8.756418  4.773127  0.398290  3.105466
 1.48  8.753835  4.770853  0.400870  3.092080
 1.49  8.751293  4.768628  0.403430  3.078802
 1.50  8.748801  4.766425  0.405960  3.065628
 1.51  8.746346  4.764240  0.408470  3.052558
 1.52  8.743934  4.762100  0.410950  3.039591
 1.53  8.741560  4.759984  0.413410  3.026725
 1.54  8.739226  4.757886  0.415850  3.013960
 1.55  8.736931  4.755840  0.418260  3.001293
 1.56  8.734677  4.753790  0.420640  2.988723
 1.57  8.732455  4.751788  0.423010  2.976250
 1.58  8.730269  4.749806  0.425350  2.963872
 1.59  8.728117  4.747873  0.427670  2.951588
 1.60  8.726003  4.745938  0.429960  2.939397
 1.61  8.723922  4.744057  0.432240  2.927298
 1.62  8.721875  4.742168  0.434490  2.915289
 1.63  8.719858  4.740331  0.436720  2.903370
 1.64  8.717872  4.738486  0.438930  2.891539
 1.65  8.715922  4.736698  0.441120  2.879796
 1.66  8.714002  4.734907  0.443290  2.868139
 1.67  8.712104  4.733165  0.445440  2.856567
 1.68  8.710244  4.731421  0.447570  2.845080
 1.69  8.708415  4.729735  0.449680  2.833676
 1.70  8.706604  4.728038  0.451770  2.822354
 1.71  8.704827  4.726370  0.453840  2.811114
 1.72  8.703077  4.724726  0.455890  2.799954
 1.73  8.701357  4.723111  0.457930  2.788874
 1.74  8.699660  4.721491  0.459940  2.777872
 1.75  8.697988  4.719927  0.461940  2.766948
 1.76  8.696341  4.718357  0.463920  2.756101
 1.77  8.694718  4.716818  0.465880  2.745330
 1.78  8.693126  4.715304  0.467820  2.734634
 1.79  8.691549  4.713786  0.469750  2.724012
 1.80  8.689998  4.712293  0.471660  2.713464
 1.81  8.688472  4.710832  0.473550  2.702988
 1.82  8.686973  4.709397  0.475430  2.692584
 1.83  8.685490  4.707959  0.477280  2.682252
 1.84  8.684028  4.706547  0.479130  2.671989
 1.85  8.682593  4.705135  0.480950  2.661796
 1.86  8.681180  4.703783  0.482760  2.651671
 1.87  8.679784  4.702427  0.484560  2.641615
 1.88  8.678410  4.701067  0.486330  2.631625
 1.89  8.677054  4.699735  0.488090  2.621703
 1.90  8.675725  4.698435  0.489840  2.611846
 1.91  8.674414  4.697132  0.491570  2.602054
 1.92  8.673121  4.695858  0.493280  2.592326
 1.93  8.671846  4.694613  0.494980  2.582662
 1.94  8.670589  4.693364  0.496660  2.573061
 1.95  8.669355  4.692149  0.498330  2.563523
 1.96  8.668139  4.690931  0.499980  2.554046
 1.97  8.666942  4.689743  0.501620  2.544630
 1.98  8.665759  4.688551  0.503250  2.535275
 1.99  8.664595  4.687389  0.504860  2.525980
 2.00  8.663444  4.686225  0.506450  2.516743
 2.01  8.662317  4.685095  0.508030  2.507566
 2.02  8.661204  4.683962  0.509600  2.498446
 2.03  8.660104  4.682860  0.511150  2.489384
 2.04  8.659025  4.681789  0.512690  2.480378
 2.05  8.657960  4.680715  0.514220  2.471429
 2.06  8.656903  4.679638  0.515730  2.462535
 2.07  8.655871  4.678597  0.517230  2.453696
 2.08  8.654849  4.677550  0.518710  2.444912
 2.09  8.653847  4.676538  0.520180  2.436182
 2.10  8.652859  4.675524  0.521640  2.427506
 2.11  8.651885  4.674541  0.523080  2.418882
 2.12  8.650922  4.673557  0.524510  2.410311
 2.13  8.649977  4.672575  0.525930  2.401792
 2.14  8.649038  4.671620  0.527330  2.393324
 2.15  8.648114  4.670664  0.528720  2.384907
 2.16  8.647210  4.669744  0.530090  2.376540
 2.17  8.646309  4.668822  0.531450  2.368223
 2.18  8.645424  4.667899  0.532800  2.359956
 2.19  8.644549  4.667008  0.534130  2.351738
 2.20  8.643680  4.666111  0.535450  2.343568
 2.21  8.642834  4.665221  0.536750  2.335446
 2.22  8.641989  4.664360  0.538040  2.327371
 2.23  8.641160  4.663497  0.539320  2.319344
 2.24  8.640340  4.662667  0.540580  2.311364
 2.25  8.639530  4.661805  0.541830  2.303429
 2.26  8.638731  4.660973  0.543070  2.295541
 2.27  8.637941  4.660178  0.544290  2.287697
 2.28  8.637161  4.659381  0.545510  2.279899
 2.29  8.636392  4.658584  0.546700  2.272145
 2.30  8.635629  4.657780  0.547890  2.264436
 2.31  8.634881  4.657015  0.549060  2.256770
 2.32  8.634137  4.656249  0.550220  2.249147
 2.33  8.633404  4.655481  0.551370  2.241567
 2.34  8.632680  4.654717  0.552510  2.234030
 2.35  8.631963  4.653982  0.553630  2.226535
 2.36  8.631250  4.653246  0.554740  2.219082
 2.37  8.630548  4.652509  0.555840  2.211670
 2.38  8.629856  4.651811  0.556920  2.204299
 2.39  8.629169  4.651107  0.558000  2.196968
 2.40  8.628493  4.650407  0.559060  2.189678
 2.41  8.627816  4.649701  0.560110  2.182428
 2.42  8.627155  4.649034  0.561150  2.175217
 2.43  8.626500  4.648331  0.562170  2.168045
 2.44  8.625844  4.647658  0.563190  2.160913
 2.45  8.625199  4.646988  0.564190  2.153819
 2.46  8.624564  4.646354  0.565180  2.146763
 2.47  8.623935  4.645718  0.566170  2.139744
 2.48  8.623311  4.645046  0.567140  2.132764
 2.49  8.622692  4.644409  0.568090  2.125820
 2.50  8.622078  4.643807  0.569040  2.118914
 2.51  8.621469  4.643168  0.569980  2.112044
 2.52  8.620866  4.642565  0.570900  2.105210
 2.53  8.620278  4.641965  0.571820  2.098412
 2.54  8.619686  4.641361  0.572730  2.091650
 2.55  8.619105  4.640755  0.573620  2.084923
 2.56  8.618523  4.640148  0.574510  2.078231
 2.57  8.617956  4.639582  0.575380  2.071573
 2.58  8.617391  4.639011  0.576250  2.064950
 2.59  8.616836  4.638443  0.577110  2.058362
 2.60  8.616288  4.637871  0.577960  2.051807
 2.61  8.615744  4.637301  0.578810  2.045285
 2.62  8.615205  4.636769  0.579640  2.038797
 2.63  8.614673  4.636231  0.580470  2.032342
 2.64  8.614152  4.635660  0.581290  2.025920
 2.65  8.613630  4.635162  0.582100  2.019530
 2.66  8.613119  4.634627  0.582900  2.013172
 2.67  8.612614  4.634091  0.583700  2.006846
 2.68  8.612115  4.633591  0.584480  2.000552
 2.69  8.611622  4.633091  0.585260  1.994289
 2.70  8.611127  4.632590  0.586030  1.988058
 2.71  8.610645  4.632089  0.586800  1.981857
 2.72  8.610173  4.631592  0.587560  1.975687
 2.73  8.609696  4.631127  0.588310  1.969547
 2.74  8.609231  4.630625  0.589050  1.963438
 2.75  8.608770  4.630163  0.589780  1.957358
 2.76  8.608317  4.629697  0.590510  1.951308
 2.77  8.607863  4.629230  0.591230  1.945288
 2.78  8.607419  4.628767  0.591950  1.939297
 2.79  8.606981  4.628304  0.592650  1.933334
 2.80  8.606545  4.627873  0.593360  1.927401
 2.81  8.606112  4.627409  0.594050  1.921496
 2.82  8.605681  4.626978  0.594740  1.915619
 2.83  8.605267  4.626550  0.595420  1.909771
 2.84  8.604852  4.626123  0.596090  1.903950
 2.85  8.604437  4.625694  0.596760  1.898157
 2.86  8.604034  4.625304  0.597420  1.892391
 2.87  8.603626  4.624870  0.598070  1.886653
 2.88  8.603228  4.624479  0.598720  1.880941
 2.89  8.602837  4.624049  0.599370  1.875256
 2.90  8.602452  4.623657  0.600000  1.869598
 2.91  8.602066  4.623264  0.600630  1.863966
 2.92  8.601690  4.622876  0.601260  1.858361
 2.93  8.601317  4.622482  0.601880  1.852781
 2.94  8.600943  4.622089  0.602490  1.847228
 2.95  8.600575  4.621733  0.603090  1.841699
 2.96  8.600213  4.621339  0.603700  1.836197
 2.97  8.599851  4.620983  0.604290  1.830719
 2.98  8.599499  4.620630  0.604880  1.825267
 2.99  8.599149  4.620235  0.605460  1.819839
 3.00  8.598798  4.619878  0.606040  1.814436
 3.01  8.598459  4.619525  0.606620  1.809057
 3.02  8.598120  4.619206  0.607180  1.803703
 3.03  8.597787  4.618852  0.607740  1.798373
 3.04  8.597454  4.618494  0.608300  1.793067
 3.05  8.597126  4.618178  0.608850  1.787784
 3.06  8.596800  4.617819  0.609400  1.782525
 3.07  8.596484  4.617503  0.609940  1.777290
 3.08  8.596164  4.617182  0.610480  1.772077
 3.09  8.595854  4.616827  0.611010  1.766888
 3.10  8.595544  4.616510  0.611540  1.761722
 3.11  8.595236  4.616189  0.612060  1.756578
 3.12  8.594932  4.615910  0.612570  1.751457
 3.13  8.594634  4.615592  0.613090  1.746358
 3.14  8.594343  4.615275  0.613590  1.741282
 3.15  8.594051  4.614957  0.614090  1.736228
 3.16  8.593755  4.614673  0.614590  1.731195
 3.17  8.593469  4.614354  0.615090  1.726185
 3.18  8.593190  4.614075  0.615570  1.721196
 3.19  8.592911  4.613795  0.616060  1.716228
 3.20  8.592631  4.613514  0.616540  1.711282
 3.21  8.592358  4.613234  0.617010  1.706357
 3.22  8.592091  4.612953  0.617480  1.701453
 3.23  8.591823  4.612673  0.617950  1.696570
 3.24  8.591556  4.612392  0.618410  1.691707
 3.25  8.591295  4.612111  0.618870  1.686866
 3.26  8.591034  4.611830  0.619320  1.682044
 3.27  8.590779  4.611587  0.619770  1.677243
 3.28  8.590530  4.611306  0.620220  1.672462
 3.29  8.590279  4.611067  0.620660  1.667701
 3.30  8.590031  4.610785  0.621100  1.662960
 3.31  8.589788  4.610542  0.621530  1.658239
 3.32  8.589546  4.610299  0.621960  1.653537
 3.33  8.589314  4.610061  0.622380  1.648855
 3.34  8.589077  4.609778  0.622810  1.644192
 3.35  8.588841  4.609535  0.623220  1.639548
 3.36  8.588611  4.609291  0.623640  1.634923
 3.37  8.588385  4.609091  0.624050  1.630318
 3.38  8.588155  4.608847  0.624460  1.625731
 3.39  8.587935  4.608607  0.624860  1.621163
 3.40  8.587718  4.608363  0.625260  1.616613
 3.41  8.587494  4.608158  0.625660  1.612082
 3.42  8.587281  4.607918  0.626050  1.607569
 3.43  8.587069  4.607713  0.626440  1.603074
 3.44  8.586862  4.607473  0.626820  1.598598
 3.45  8.586651  4.607267  0.627200  1.594139
 3.46  8.586450  4.607027  0.627580  1.589698
 3.47  8.586245  4.606821  0.627960  1.585275
 3.48  8.586045  4.606620  0.628330  1.580870
 3.49  8.585850  4.606419  0.628700  1.576482
 3.50  8.585652  4.606213  0.629060  1.572111
 3.51  8.585457  4.606011  0.629420  1.567758
 3.52  8.585265  4.605805  0.629780  1.563422
 3.53  8.585077  4.605604  0.630140  1.559103
 3.54  8.584888  4.605402  0.630490  1.554800
 3.55  8.584707  4.605200  0.630840  1.550515
 3.56  8.584521  4.604993  0.631180  1.546246
 3.57  8.584339  4.604831  0.631530  1.541994
 3.58  8.584164  4.604629  0.631870  1.537759
 3.59  8.583984  4.604462  0.632200  1.533539
 3.60  8.583808  4.604259  0.632540  1.529336
 3.61  8.583640  4.604097  0.632870  1.525150
 3.62  8.583471  4.603894  0.633200  1.520979
 3.63  8.583301  4.603731  0.633520  1.516824
 3.64  8.583128  4.603524  0.633840  1.512685
 3.65  8.582965  4.603361  0.634160  1.508562
 3.66  8.582803  4.603198  0.634480  1.504455
 3.67  8.582640  4.603035  0.634790  1.500363
 3.68  8.582484  4.602872  0.635100  1.496287
 3.69  8.582328  4.602708  0.635410  1.492226
 3.70  8.582172  4.602545  0.635720  1.488180
 3.71  8.582022  4.602382  0.636020  1.484150
 3.72  8.581865  4.602218  0.636320  1.480135
 3.73  8.581716  4.602055  0.636620  1.476134
 3.74  8.581572  4.601891  0.636910  1.472149
 3.75  8.581423  4.601727  0.637200  1.468178
 3.76  8.581279  4.601564  0.637490  1.464222
 3.77  8.581136  4.601440  0.637780  1.460281
 3.78  8.580992  4.601276  0.638060  1.456354
 3.79  8.580856  4.601112  0.638350  1.452442
 3.80  8.580712  4.600988  0.638620  1.448544
 3.81  8.580575  4.600824  0.638900  1.444661
 3.82  8.580445  4.600660  0.639180  1.440791
 3.83  8.580308  4.600536  0.639450  1.436936
 3.84  8.580177  4.600412  0.639720  1.433095
 3.85  8.580047  4.600248  0.639990  1.429267
 3.86  8.579921  4.600128  0.640250  1.425454
 3.87  8.579790  4.599963  0.640510  1.421654
 3.88  8.579666  4.599839  0.640770  1.417868
 3.89  8.579536  4.599715  0.641030  1.414096
 3.90  8.579412  4.599590  0.641290  1.410337
 3.91  8.579288  4.599426  0.641540  1.406592
 3.92  8.579175  4.599306  0.641790  1.402860
 3.93  8.579051  4.599181  0.642040  1.399141
 3.94  8.578933  4.599057  0.642290  1.395435
 3.95  8.578816  4.598932  0.642530  1.391743
 3.96  8.578705  4.598807  0.642770  1.388064
 3.97  8.578592  4.598687  0.643010  1.384397
 3.98  8.578474  4.598562  0.643250  1.380744
 3.99  8.578363  4.598438  0.643490  1.377103
 4.00  8.578252  4.598313  0.643720  1.373475
 4.01  8.578146  4.598193  0.643950  1.369860
 4.02  8.578041  4.598108  0.644180  1.366257
 4.03  8.577930  4.597983  0.644410  1.362667
 4.04  8.577830  4.597863  0.644640  1.359090
 4.05  8.577726  4.597738  0.644860  1.355524
 4.06  8.577622  4.597653  0.645080  1.351972
 4.07  8.577521  4.597532  0.645300  1.348431
 4.08  8.577424  4.597407  0.645520  1.344902
 4.09  8.577319  4.597323  0.645740  1.341386
 4.10  8.577226  4.597202  0.645950  1.337882
 4.11  8.577128  4.597117  0.646160  1.334389
 4.12  8.577034  4.596996  0.646380  1.330909
 4.13  8.576936  4.596912  0.646580  1.327440
 4.14  8.576838  4.596786  0.646790  1.323983
 4.15  8.576751  4.596706  0.647000  1.320538
 4.16  8.576660  4.596581  0.647200  1.317104
 4.17  8.576573  4.596500  0.647400  1.313682
 4.18  8.576482  4.596415  0.647600  1.310272
 4.19  8.576395  4.596294  0.647800  1.306873
 4.20  8.576304  4.596209  0.648000  1.303485
 4.21  8.576212  4.596124  0.648190  1.300109
 4.22  8.576132  4.596003  0.648380  1.296744
 4.23  8.576047  4.595918  0.648570  1.293390
 4.24  8.575967  4.595837  0.648760  1.290047
 4.25  8.575882  4.595752  0.648950  1.286715
 4.26  8.575802  4.595672  0.649140  1.283394
 4.27  8.575717  4.595546  0.649320  1.280085
 4.28  8.575643  4.595465  0.649510  1.276786
 4.29  8.575558  4.595380  0.649690  1.273498
 4.30  8.575485  4.595299  0.649870  1.270220
 4.31  8.575407  4.595214  0.650050  1.266954
 4.32  8.575333  4.595133  0.650220  1.263698
 4.33  8.575259  4.595052  0.650400  1.260452
 4.34  8.575181  4.594967  0.650570  1.257217
 4.35  8.575107  4.594886  0.650740  1.253993
 4.36  8.575036  4.594801  0.650910  1.250779
 4.37  8.574962  4.594720  0.651080  1.247575
 4.38  8.574890  4.594635  0.651250  1.244382
 4.39  8.574823  4.594594  0.651420  1.241199
 4.40  8.574756  4.594514  0.651580  1.238026
 4.41  8.574684  4.594428  0.651750  1.234863
 4.42  8.574617  4.594347  0.651910  1.231711
 4.43  8.574546  4.594262  0.652070  1.228568
 4.44  8.574485  4.594181  0.652230  1.225435
 4.45  8.574418  4.594140  0.652390  1.222312
 4.46  8.574353  4.594055  0.652540  1.219200
 4.47  8.574286  4.593974  0.652700  1.216097
 4.48  8.574221  4.593929  0.652850  1.213003
 4.49  8.574161  4.593848  0.653010  1.209920
 4.50  8.574100  4.593767  0.653160  1.206846
 4.51  8.574035  4.593722  0.653310  1.203781
 4.52  8.573981  4.593641  0.653460  1.200727
 4.53  8.573921  4.593560  0.653610  1.197682
 4.54  8.573856  4.593515  0.653750  1.194646
 4.55  8.573802  4.593434  0.653900  1.191619
 4.56  8.573748  4.593393  0.654040  1.188602
 4.57  8.573683  4.593308  0.654190  1.185595
 4.58  8.573629  4.593267  0.654330  1.182596
 4.59  8.573576  4.593186  0.654470  1.179607
 4.60  8.573517  4.593141  0.654610  1.176627
 4.61  8.573464  4.593060  0.654750  1.173656
 4.62  8.573416  4.593019  0.654880  1.170695
 4.63  8.573362  4.592938  0.655020  1.167742
 4.64  8.573304  4.592893  0.655160  1.164798
 4.65  8.573257  4.592812  0.655290  1.161863
 4.66  8.573210  4.592771  0.655420  1.158937
 4.67  8.573152  4.592726  0.655550  1.156020
 4.68  8.573104  4.592645  0.655690  1.153112
 4.69  8.573057  4.592604  0.655810  1.150212
 4.70  8.573010  4.592563  0.655940  1.147322
 4.71  8.572958  4.592478  0.656070  1.144439
 4.72  8.572911  4.592437  0.656200  1.141566
 4.73  8.572864  4.592396  0.656320  1.138701
 4.74  8.572824  4.592315  0.656450  1.135845
 4.75  8.572772  4.592270  0.656570  1.132997
 4.76  8.572732  4.592229  0.656690  1.130157
 4.77  8.572684  4.592189  0.656820  1.127326
 4.78  8.572644  4.592107  0.656940  1.124504
 4.79  8.572599  4.592062  0.657060  1.121689
 4.80  8.572552  4.592021  0.657180  1.118883
 4.81  8.572511  4.591981  0.657290  1.116086
 4.82  8.572471  4.591940  0.657410  1.113296
 4.83  8.572430  4.591899  0.657530  1.110515
 4.84  8.572385  4.591814  0.657640  1.107741
 4.85  8.572352  4.591773  0.657760  1.104976
 4.86  8.572311  4.591732  0.657870  1.102219
 4.87  8.572271  4.591691  0.657980  1.099470
 4.88  8.572230  4.591651  0.658090  1.096729
 4.89  8.572192  4.591606  0.658200  1.093995
 4.90  8.572151  4.591565  0.658310  1.091270
 4.91  8.572118  4.591524  0.658420  1.088553
 4.92  8.572084  4.591483  0.658530  1.085843
 4.93  8.572043  4.591443  0.658640  1.083141
 4.94  8.572010  4.591402  0.658740  1.080447
 4.95  8.571971  4.591357  0.658850  1.077760
 4.96  8.571938  4.591316  0.658950  1.075082
 4.97  8.571904  4.591275  0.659060  1.072410
 4.98  8.571870  4.591234  0.659160  1.069747
 4.99  8.571836  4.591194  0.659260  1.067091
 5.00  8.571802  4.591153  0.659370  1.064442
 5.01  8.571771  4.591108  0.659470  1.061801
 5.02  8.571737  4.591067  0.659570  1.059168
 5.03  8.571703  4.591026  0.659670  1.056542
 5.04  8.571676  4.590985  0.659760  1.053923
 5.05  8.571643  4.590945  0.659860  1.051311
 5.06  8.571616  4.590904  0.659960  1.048707
 5.07  8.571582  4.590863  0.660050  1.046110
 5.08  8.571555  4.590863  0.660150  1.043521
 5.09  8.571523  4.590818  0.660250  1.040938
 5.10  8.571489  4.590777  0.660340  1.038363
 5.11  8.571462  4.590736  0.660430  1.035795
 5.12  8.571435  4.590695  0.660530  1.033234
 5.13  8.571408  4.590654  0.660620  1.030680
 5.14  8.571381  4.590654  0.660710  1.028133
 5.15  8.571354  4.590614  0.660800  1.025593
 5.16  8.571327  4.590573  0.660890  1.023060
 5.17  8.571300  4.590532  0.660980  1.020534
 5.18  8.571275  4.590487  0.661070  1.018015
 5.19  8.571248  4.590487  0.661160  1.015503
 5.20  8.571221  4.590446  0.661240  1.012997
 5.21  8.571194  4.590405  0.661330  1.010499
 5.22  8.571174  4.590364  0.661420  1.008007
 5.23  8.571147  4.590364  0.661500  1.005522
 5.24  8.571126  4.590323  0.661590  1.003043
 5.25  8.571099  4.590282  0.661670  1.000572
 5.26  8.571079  4.590282  0.661750  0.998107
 5.27  8.571052  4.590242  0.661840  0.995648
 5.28  8.571032  4.590201  0.661920  0.993197
 5.29  8.571011  4.590160  0.662000  0.990751
 5.30  8.570987  4.590156  0.662080  0.988313
 5.31  8.570960  4.590115  0.662160  0.985881
 5.32  8.570939  4.590074  0.662240  0.983455
 5.33  8.570919  4.590074  0.662320  0.981036
 5.34  8.570899  4.590033  0.662400  0.978623
 5.35  8.570878  4.590033  0.662480  0.976216
 5.36  8.570858  4.589992  0.662560  0.973816
 5.37  8.570838  4.589951  0.662630  0.971422
 5.38  8.570817  4.589951  0.662710  0.969035
 5.39  8.570797  4.589910  0.662790  0.966654
 5.40  8.570783  4.589869  0.662860  0.964279
 5.41  8.570763  4.589869  0.662940  0.961910
 5.42  8.570743  4.589828  0.663010  0.959548
 5.43  8.570722  4.589828  0.663090  0.957191
 5.44  8.570709  4.589788  0.663160  0.954841
 5.45  8.570689  4.589788  0.663230  0.952497
 5.46  8.570675  4.589747  0.663300  0.950159
 5.47  8.570655  4.589706  0.663380  0.947827
 5.48  8.570634  4.589706  0.663450  0.945501
 5.49  8.570621  4.589665  0.663520  0.943181
 5.50  8.570607  4.589665  0.663590  0.940867
 5.51  8.570583  4.589619  0.663660  0.938559
 5.52  8.570569  4.589619  0.663730  0.936257
 5.53  8.570549  4.589579  0.663800  0.933961
 5.54  8.570535  4.589579  0.663870  0.931671
 5.55  8.570522  4.589538  0.663930  0.929386
 5.56  8.570508  4.589538  0.664000  0.927107
 5.57  8.570494  4.589497  0.664070  0.924835
 5.58  8.570474  4.589497  0.664140  0.922567
