 t       A(O)      A(F)      fg       z
 0.63  8.931109  4.320702  0.195010  4.378891
 0.64  8.935808  4.331749  0.192930  4.352861
 0.65  8.940425  4.342594  0.190840  4.327142
 0.66  8.944917  4.353275  0.188730  4.301726
 0.67  8.949335  4.363779  0.186620  4.276609
 0.68  8.953654  4.374156  0.184510  4.251786
 0.69  8.957879  4.384379  0.182400  4.227249
 0.70  8.962013  4.394441  0.180280  4.202995
 0.71  8.966082  4.404438  0.178160  4.179017
 0.72  8.970035  4.414299  0.176050  4.155312
 0.73  8.973986  4.424096  0.173940  4.131873
 0.74  8.977933  4.433829  0.171840  4.108697
 0.75  8.981909  4.443507  0.169750  4.085778
 0.76  8.985882  4.453081  0.167670  4.063112
 0.77  8.989824  4.462602  0.165600  4.040694
 0.78  8.993789  4.472016  0.163540  4.018521
 0.79  8.997754  4.481317  0.161490  3.996587
 0.80  9.001711  4.490485  0.159450  3.974890
 0.81  9.005668  4.499502  0.157430  3.953424
 0.82  9.009616  4.508374  0.155420  3.932185
 0.83  9.013538  4.517071  0.153420  3.911171
 0.84  9.017456  4.525609  0.151440  3.890376
 0.85  9.021365  4.533961  0.149470  3.869798
 0.86  9.025273  4.542148  0.147510  3.849433
 0.87  9.029148  4.550154  0.145580  3.829277
 0.88  9.032999  4.558003  0.143660  3.809327
 0.89  9.036841  4.565679  0.141750  3.789579
 0.90  9.040655  4.573193  0.139870  3.770031
 0.91  9.044465  4.580559  0.138000  3.750678
 0.92  9.048247  4.587774  0.136140  3.731519
 0.93  9.052002  4.594798  0.134310  3.712549
 0.94  9.055753  4.601636  0.132490  3.693766
 0.95  9.059473  4.608292  0.130690  3.675167
 0.96  9.063171  4.614820  0.128900  3.656749
 0.97  9.066839  4.621178  0.127140  3.638509
 0.98  9.070481  4.627413  0.125390  3.620444
 0.99  9.074116  4.633526  0.123660  3.602552
 1.00  9.077730  4.639528  0.121950  3.584830
 1.01  9.081104  4.645137  0.127040  3.567275
 1.02  9.071777  4.641994  0.131550  3.549885
 1.03  9.061772  4.638015  0.135710  3.532658
 1.04  9.052286  4.634404  0.139660  3.515591
 1.05  9.043342  4.631308  0.143470  3.498681
 1.06  9.034840  4.628513  0.147140  3.481927
 1.07  9.026788  4.625989  0.150690  3.465325
 1.08  9.019120  4.623788  0.154140  3.448875
 1.09  9.011802  4.621753  0.157500  3.432573
 1.10  9.004831  4.619927  0.160780  3.416417
 1.11  8.998166  4.618191  0.163970  3.400406
 1.12  8.991795  4.616584  0.167080  3.384537
 1.13  8.985682  4.615031  0.170120  3.368808
 1.14  8.979838  4.613613  0.173100  3.353217
 1.15  8.974208  4.612283  0.176010  3.337763
 1.16  8.968811  4.611089  0.178850  3.322443
 1.17  8.963621  4.609988  0.181640  3.307256
 1.18  8.958614  4.608894  0.184370  3.292199
 1.19  8.953794  4.607889  0.187040  3.277271
 1.20  8.949174  4.606937  0.189650  3.262470
 1.21  8.944700  4.605997  0.192210  3.247795
 1.22  8.940397  4.605061  0.194720  3.233243
 1.23  8.936245  4.604132  0.197190  3.218813
 1.24  8.932218  4.603212  0.199600  3.204503
 1.25  8.928349  4.602299  0.201970  3.190313
 1.26  8.924608  4.601349  0.204300  3.176239
 1.27  8.921002  4.600406  0.206580  3.162281
 1.28  8.917499  4.599425  0.208810  3.148437
 1.29  8.914101  4.598406  0.211010  3.134706
 1.30  8.910846  4.597353  0.213170  3.121085
 1.31  8.907670  4.596303  0.215290  3.107575
 1.32  8.904607  4.595214  0.217370  3.094172
 1.33  8.901625  4.594127  0.219410  3.080877
 1.34  8.898765  4.593005  0.221420  3.067687
 1.35  8.895953  4.591882  0.223390  3.054601
 1.36  8.893262  4.590718  0.225330  3.041618
 1.37  8.890626  4.589599  0.227230  3.028736
 1.38  8.888080  4.588439  0.229100  3.015955
 1.39  8.885592  4.587239  0.230940  3.003272
 1.40  8.883198  4.586084  0.232750  2.990688
 1.41  8.880893  4.584926  0.234530  2.978199
 1.42  8.878616  4.583727  0.236280  2.965807
 1.43  8.876435  4.582530  0.238000  2.953508
 1.44  8.874284  4.581377  0.239690  2.941303
 1.45  8.872226  4.580179  0.241360  2.929189
 1.46  8.870199  4.578983  0.243000  2.917166
 1.47  8.868268  4.577826  0.244610  2.905233
 1.48  8.866368  4.576629  0.246200  2.893389
 1.49  8.864501  4.575433  0.247760  2.881632
 1.50  8.862697  4.574277  0.249300  2.869961
 1.51  8.860958  4.573106  0.250820  2.858376
 1.52  8.859252  4.571936  0.252310  2.846876
 1.53  8.857616  4.570777  0.253790  2.835458
 1.54  8.856010  4.569624  0.255230  2.824124
 1.55  8.854435  4.568473  0.256660  2.812871
 1.56  8.852932  4.567327  0.258070  2.801699
 1.57  8.851464  4.566197  0.259460  2.790606
 1.58  8.850024  4.565064  0.260830  2.779592
 1.59  8.848625  4.563946  0.262190  2.768656
 1.60  8.847254  4.562826  0.263520  2.757797
 1.61  8.845920  4.561716  0.264840  2.747014
 1.62  8.844619  4.560613  0.266140  2.736306
 1.63  8.843356  4.559520  0.267420  2.725673
 1.64  8.842164  4.558430  0.268690  2.715113
 1.65  8.840969  4.557341  0.269940  2.704626
 1.66  8.839812  4.556268  0.271180  2.694211
 1.67  8.838690  4.555197  0.272400  2.683867
 1.68  8.837565  4.554133  0.273610  2.673593
 1.69  8.836512  4.553076  0.274800  2.663389
 1.70  8.835462  4.552025  0.275970  2.653254
 1.71  8.834485  4.550985  0.277130  2.643187
 1.72  8.833510  4.549952  0.278280  2.633187
 1.73  8.832528  4.548926  0.279420  2.623254
 1.74  8.831625  4.547907  0.280540  2.613387
 1.75  8.830720  4.546899  0.281650  2.603585
 1.76  8.829852  4.545894  0.282740  2.593847
 1.77  8.828986  4.544905  0.283830  2.584173
 1.78  8.828157  4.543928  0.284900  2.574563
 1.79  8.827365  4.542954  0.285950  2.565014
 1.80  8.826571  4.541991  0.287000  2.555528
 1.81  8.825815  4.541040  0.288030  2.546103
 1.82  8.825100  4.540101  0.289040  2.536738
 1.83  8.824380  4.539166  0.290050  2.527433
 1.84  8.823701  4.538246  0.291040  2.518188
 1.85  8.823022  4.537335  0.292030  2.509001
 1.86  8.822385  4.536440  0.293000  2.499872
 1.87  8.821742  4.535548  0.293950  2.490801
 1.88  8.821142  4.534678  0.294900  2.481786
 1.89  8.820537  4.533807  0.295840  2.472828
 1.90  8.819974  4.532958  0.296760  2.463926
 1.91  8.819411  4.532121  0.297670  2.455079
 1.92  8.818886  4.531292  0.298560  2.446286
 1.93  8.818365  4.530485  0.299450  2.437548
 1.94  8.817878  4.529682  0.300320  2.428863
 1.95  8.817394  4.528897  0.301180  2.420231
 1.96  8.816906  4.528125  0.302030  2.411651
 1.97  8.816461  4.527365  0.302870  2.403124
 1.98  8.816016  4.526624  0.303700  2.394648
 1.99  8.815610  4.525891  0.304510  2.386223
 2.00  8.815203  4.525176  0.305310  2.377849
 2.01  8.814796  4.524475  0.306100  2.369524
 2.02  8.814393  4.523787  0.306880  2.361249
 2.03  8.814024  4.523112  0.307650  2.353023
 2.04  8.813660  4.522456  0.308400  2.344845
 2.05  8.813291  4.521804  0.309140  2.336716
 2.06  8.812966  4.521175  0.309870  2.328634
 2.07  8.812640  4.520555  0.310590  2.320600
 2.08  8.812310  4.519945  0.311300  2.312612
 2.09  8.812024  4.519352  0.312000  2.304670
 2.10  8.811698  4.518769  0.312680  2.296775
 2.11  8.811411  4.518200  0.313350  2.288924
 2.12  8.811124  4.517640  0.314020  2.281119
 2.13  8.810837  4.517094  0.314670  2.273358
 2.14  8.810594  4.516562  0.315300  2.265642
 2.15  8.810307  4.516034  0.315930  2.257969
 2.16  8.810059  4.515521  0.316550  2.250339
 2.17  8.809811  4.515017  0.317160  2.242753
 2.18  8.809568  4.514531  0.317760  2.235209
 2.19  8.809320  4.514046  0.318340  2.227707
 2.20  8.809116  4.513580  0.318920  2.220248
 2.21  8.808907  4.513113  0.319490  2.212829
 2.22  8.808663  4.512666  0.320050  2.205452
 2.23  8.808455  4.512219  0.320590  2.198115
 2.24  8.808250  4.511790  0.321130  2.190818
 2.25  8.808046  4.511366  0.321660  2.183562
 2.26  8.807877  4.510948  0.322180  2.176345
 2.27  8.807672  4.510543  0.322700  2.169167
 2.28  8.807508  4.510148  0.323200  2.162029
 2.29  8.807303  4.509763  0.323700  2.154928
 2.30  8.807138  4.509382  0.324190  2.147866
 2.31  8.806974  4.509011  0.324670  2.140842
 2.32  8.806809  4.508645  0.325140  2.133856
 2.33  8.806644  4.508289  0.325600  2.126907
 2.34  8.806479  4.507937  0.326050  2.119994
 2.35  8.806314  4.507595  0.326500  2.113118
 2.36  8.806189  4.507258  0.326940  2.106279
 2.37  8.806024  4.506926  0.327370  2.099475
 2.38  8.805859  4.506598  0.327790  2.092708
 2.39  8.805734  4.506281  0.328210  2.085975
 2.40  8.805568  4.505968  0.328620  2.079277
 2.41  8.805443  4.505660  0.329020  2.072615
 2.42  8.805278  4.505357  0.329410  2.065986
 2.43  8.805157  4.505063  0.329800  2.059392
 2.44  8.805032  4.504770  0.330180  2.052832
 2.45  8.804907  4.504481  0.330550  2.046306
 2.46  8.804741  4.504203  0.330920  2.039812
 2.47  8.804616  4.503924  0.331280  2.033352
 2.48  8.804490  4.503650  0.331630  2.026924
 2.49  8.804369  4.503381  0.331980  2.020529
 2.50  8.804244  4.503117  0.332320  2.014167
 2.51  8.804119  4.502853  0.332660  2.007836
 2.52  8.803993  4.502599  0.332990  2.001537
 2.53  8.803867  4.502344  0.333310  1.995269
 2.54  8.803787  4.502095  0.333630  1.989033
 2.55  8.803661  4.501850  0.333950  1.982827
 2.56  8.803535  4.501606  0.334250  1.976652
 2.57  8.803410  4.501366  0.334560  1.970508
 2.58  8.803329  4.501136  0.334860  1.964394
 2.59  8.803203  4.500902  0.335160  1.958310
 2.60  8.803118  4.500672  0.335450  1.952255
 2.61  8.802997  4.500452  0.335740  1.946230
 2.62  8.802911  4.500233  0.336030  1.940234
 2.63  8.802830  4.500017  0.336320  1.934267
 2.64  8.802704  4.499803  0.336600  1.928329
 2.65  8.802624  4.499598  0.336880  1.922420
 2.66  8.802538  4.499388  0.337150  1.916539
 2.67  8.802457  4.499188  0.337420  1.910686
 2.68  8.802372  4.498988  0.337690  1.904861
 2.69  8.802291  4.498793  0.337950  1.899063
 2.70  8.802210  4.498597  0.338220  1.893293
 2.71  8.802124  4.498403  0.338480  1.887551
 2.72  8.802043  4.498217  0.338730  1.881835
 2.73  8.802003  4.498032  0.338990  1.876146
 2.74  8.801917  4.497847  0.339240  1.870484
 2.75  8.801836  4.497667  0.339490  1.864848
 2.76  8.801795  4.497492  0.339730  1.859238
 2.77  8.801714  4.497317  0.339980  1.853655
 2.78  8.801674  4.497146  0.340220  1.848097
 2.79  8.801588  4.496972  0.340460  1.842565
 2.80  8.801548  4.496806  0.340690  1.837058
 2.81  8.801466  4.496641  0.340930  1.831576
 2.82  8.801426  4.496481  0.341160  1.826120
 2.83  8.801385  4.496321  0.341390  1.820688
 2.84  8.801345  4.496161  0.341610  1.815281
 2.85  8.801263  4.496005  0.341840  1.809899
 2.86  8.801223  4.495850  0.342060  1.804541
 2.87  8.801182  4.495700  0.342280  1.799207
 2.88  8.801142  4.495550  0.342500  1.793897
 2.89  8.801101  4.495400  0.342720  1.788611
 2.90  8.801060  4.495255  0.342930  1.783348
 2.91  8.801020  4.495110  0.343140  1.778109
 2.92  8.800979  4.494970  0.343350  1.772893
 2.93  8.800938  4.494830  0.343560  1.767700
 2.94  8.800898  4.494690  0.343770  1.762530
 2.95  8.800857  4.494549  0.343970  1.757383
 2.96  8.800817  4.494415  0.344170  1.752259
 2.97  8.800776  4.494285  0.344370  1.747156
 2.98  8.800740  4.494154  0.344570  1.742077
 2.99  8.800740  4.494024  0.344770  1.737019
 3.00  8.800699  4.493894  0.344970  1.731983
 3.01  8.800658  4.493764  0.345160  1.726969
 3.02  8.800618  4.493640  0.345350  1.721977
 3.03  8.800618  4.493515  0.345540  1.717006
 3.04  8.800581  4.493394  0.345730  1.712056
 3.05  8.800541  4.493275  0.345920  1.707128
 3.06  8.800541  4.493155  0.346100  1.702221
 3.07  8.800500  4.493035  0.346280  1.697334
 3.08  8.800505  4.492920  0.346470  1.692469
 3.09  8.800464  4.492805  0.346650  1.687623
 3.10  8.800464  4.492690  0.346820  1.682799
 3.11  8.800423  4.492576  0.347000  1.677995
 3.12  8.800428  4.492466  0.347180  1.673210
 3.13  8.800387  4.492351  0.347350  1.668446
 3.14  8.800387  4.492241  0.347520  1.663702
 3.15  8.800346  4.492132  0.347690  1.658978
 3.16  8.800351  4.492026  0.347860  1.654273
 3.17  8.800310  4.491922  0.348030  1.649588
 3.18  8.800310  4.491812  0.348200  1.644922
 3.19  8.800274  4.491712  0.348360  1.640275
 3.20  8.800274  4.491608  0.348530  1.635647
 3.21  8.800274  4.491503  0.348690  1.631039
 3.22  8.800238  4.491409  0.348850  1.626449
 3.23  8.800238  4.491304  0.349010  1.621878
 3.24  8.800238  4.491205  0.349170  1.617325
 3.25  8.800201  4.491110  0.349330  1.612791
 3.26  8.800201  4.491010  0.349480  1.608275
 3.27  8.800201  4.490916  0.349640  1.603778
 3.28  8.800206  4.490821  0.349800  1.599298
 3.29  8.800165  4.490727  0.349950  1.594837
 3.30  8.800170  4.490637  0.350100  1.590393
 3.31  8.800170  4.490543  0.350250  1.585968
 3.32  8.800170  4.490448  0.350400  1.581559
 3.33  8.800174  4.490359  0.350550  1.577169
 3.34  8.800133  4.490269  0.350700  1.572795
 3.35  8.800138  4.490185  0.350850  1.568439
 3.36  8.800138  4.490096  0.351000  1.564100
 3.37  8.800142  4.490011  0.351140  1.559779
 3.38  8.800142  4.489922  0.351290  1.555474
 3.39  8.800142  4.489838  0.351430  1.551186
 3.40  8.800147  4.489753  0.351570  1.546914
 3.41  8.800147  4.489669  0.351720  1.542660
 3.42  8.800151  4.489590  0.351860  1.538422
 3.43  8.800151  4.489506  0.352000  1.534200
 3.44  8.800156  4.489426  0.352140  1.529994
 3.45  8.800156  4.489347  0.352270  1.525805
 3.46  8.800160  4.489268  0.352410  1.521632
 3.47  8.800160  4.489189  0.352550  1.517475
 3.48  8.800165  4.489114  0.352680  1.513333
 3.49  8.800165  4.489036  0.352820  1.509208
 3.50  8.800169  4.488961  0.352950  1.505098
 3.51  8.800169  4.488882  0.353090  1.501004
 3.52  8.800174  4.488808  0.353220  1.496925
 3.53  8.800174  4.488734  0.353350  1.492862
 3.54  8.800178  4.488660  0.353480  1.488814
 3.55  8.800178  4.488586  0.353610  1.484781
 3.56  8.800182  4.488517  0.353740  1.480763
 3.57  8.800182  4.488443  0.353870  1.476761
 3.58  8.800228  4.488374  0.354000  1.472773
 3.59  8.800228  4.488300  0.354130  1.468800
 3.60  8.800232  4.488236  0.354250  1.464842
 3.61  8.800232  4.488162  0.354380  1.460898
 3.62  8.800237  4.488098  0.354500  1.456969
 3.63  8.800237  4.488025  0.354630  1.453055
 3.64  8.800241  4.487961  0.354750  1.449155
 3.65  8.800282  4.487892  0.354880  1.445269
 3.66  8.800286  4.487828  0.355000  1.441397
 3.67  8.800286  4.487759  0.355120  1.437540
 3.68  8.800291  4.487695  0.355240  1.433696
 3.69  8.800295  4.487637  0.355360  1.429867
 3.70  8.800336  4.487568  0.355480  1.426051
 3.71  8.800340  4.487509  0.355600  1.422249
 3.72  8.800340  4.487446  0.355720  1.418461
 3.73  8.800345  4.487382  0.355840  1.414687
 3.74  8.800386  4.487318  0.355960  1.410926
 3.75  8.800390  4.487259  0.356070  1.407178
 3.76  8.800390  4.487196  0.356190  1.403444
 3.77  8.800394  4.487137  0.356310  1.399723
 3.78  8.800440  4.487084  0.356420  1.396015
 3.79  8.800440  4.487020  0.356530  1.392321
 3.80  8.800444  4.486967  0.356650  1.388640
 3.81  8.800444  4.486903  0.356760  1.384971
 3.82  8.800489  4.486849  0.356870  1.381316
 3.83  8.800489  4.486786  0.356980  1.377673
 3.84  8.800494  4.486732  0.357090  1.374043
 3.85  8.800534  4.486674  0.357210  1.370426
 3.86  8.800539  4.486621  0.357310  1.366821
 3.87  8.800543  4.486567  0.357420  1.363229
 3.88  8.800543  4.486509  0.357530  1.359650
 3.89  8.800588  4.486455  0.357640  1.356083
 3.90  8.800588  4.486402  0.357750  1.352528
 3.91  8.800593  4.486348  0.357850  1.348985
 3.92  8.800634  4.486295  0.357960  1.345455
 3.93  8.800638  4.486242  0.358070  1.341937
 3.94  8.800638  4.486189  0.358170  1.338430
 3.95  8.800683  4.486135  0.358270  1.334936
 3.96  8.800688  4.486086  0.358380  1.331454
 3.97  8.800688  4.486034  0.358480  1.327983
 3.98  8.800733  4.485985  0.358580  1.324524
 3.99  8.800733  4.485932  0.358690  1.321077
 4.00  8.800737  4.485884  0.358790  1.317642
 4.01  8.800778  4.485831  0.358890  1.314218
 4.02  8.800782  4.485782  0.358990  1.310806
 4.03  8.800782  4.485729  0.359090  1.307405
 4.04  8.800828  4.485686  0.359190  1.304016
 4.05  8.800832  4.485637  0.359290  1.300637
 4.06  8.800832  4.485590  0.359390  1.297271
 4.07  8.800877  4.485541  0.359480  1.293915
 4.08  8.800877  4.485493  0.359580  1.290570
 4.09  8.800882  4.485445  0.359680  1.287237
 4.10  8.800922  4.485397  0.359780  1.283914
 4.11  8.800927  4.485354  0.359870  1.280603
 4.12  8.800927  4.485306  0.359970  1.277302
 4.13  8.800972  4.485263  0.360060  1.274012
 4.14  8.800976  4.485220  0.360160  1.270733
 4.15  8.800976  4.485172  0.360250  1.267465
 4.16  8.801021  4.485129  0.360340  1.264207
 4.17  8.801021  4.485081  0.360440  1.260960
 4.18  8.801026  4.485037  0.360530  1.257724
 4.19  8.801067  4.484990  0.360620  1.254498
 4.20  8.801071  4.484952  0.360710  1.251282
 4.21  8.801071  4.484904  0.360800  1.248077
 4.22  8.801116  4.484861  0.360890  1.244882
 4.23  8.801116  4.484818  0.360980  1.241697
 4.24  8.801121  4.484775  0.361070  1.238523
 4.25  8.801166  4.484737  0.361160  1.235358
 4.26  8.801166  4.484694  0.361250  1.232204
 4.27  8.801170  4.484651  0.361340  1.229060
 4.28  8.801211  4.484608  0.361430  1.225926
 4.29  8.801215  4.484570  0.361510  1.222801
 4.30  8.801215  4.484528  0.361600  1.219687
 4.31  8.801260  4.484484  0.361690  1.216582
 4.32  8.801260  4.484442  0.361770  1.213488
 4.33  8.801265  4.484404  0.361860  1.210403
 4.34  8.801305  4.484361  0.361950  1.207327
 4.35  8.801310  4.484323  0.362030  1.204261
 4.36  8.801310  4.484281  0.362110  1.201205
 4.37  8.801355  4.484243  0.362200  1.198158
 4.38  8.801355  4.484205  0.362280  1.195121
 4.39  8.801359  4.484167  0.362370  1.192093
 4.40  8.801400  4.484125  0.362450  1.189075
 4.41  8.801405  4.484087  0.362530  1.186066
 4.42  8.801405  4.484044  0.362610  1.183066
 4.43  8.801450  4.484011  0.362700  1.180075
 4.44  8.801450  4.483969  0.362780  1.177094
 4.45  8.801454  4.483936  0.362860  1.174122
 4.46  8.801495  4.483893  0.362940  1.171158
 4.47  8.801499  4.483861  0.363020  1.168204
 4.48  8.801499  4.483818  0.363100  1.165259
 4.49  8.801544  4.483785  0.363180  1.162323
 4.50  8.801544  4.483743  0.363260  1.159395
 4.51  8.801549  4.483710  0.363340  1.156477
 4.52  8.801589  4.483673  0.363420  1.153567
 4.53  8.801594  4.483634  0.363500  1.150666
 4.54  8.801594  4.483597  0.363580  1.147774
 4.55  8.801639  4.483564  0.363660  1.144891
 4.56  8.801639  4.483527  0.363730  1.142016
 4.57  8.801643  4.483494  0.363810  1.139150
 4.58  8.801684  4.483452  0.363890  1.136292
 4.59  8.801688  4.483419  0.363970  1.133443
 4.60  8.801688  4.483381  0.364040  1.130602
 4.61  8.801733  4.483349  0.364120  1.127770
 4.62  8.801733  4.483311  0.364200  1.124946
 4.63  8.801738  4.483278  0.364270  1.122130
 4.64  8.801779  4.483246  0.364350  1.119323
 4.65  8.801783  4.483214  0.364420  1.116524
 4.66  8.801783  4.483176  0.364500  1.113733
 4.67  8.801828  4.483143  0.364570  1.110950
 4.68  8.801828  4.483106  0.364650  1.108176
 4.69  8.801833  4.483073  0.364720  1.105409
 4.70  8.801873  4.483041  0.364800  1.102651
 4.71  8.801878  4.483008  0.364870  1.099900
 4.72  8.801878  4.482971  0.364950  1.097158
 4.73  8.801923  4.482943  0.365020  1.094424
 4.74  8.801923  4.482906  0.365090  1.091697
 4.75  8.801927  4.482873  0.365170  1.088978
 4.76  8.801968  4.482841  0.365240  1.086267
 4.77  8.801972  4.482808  0.365310  1.083564
 4.78  8.801972  4.482776  0.365380  1.080869
 4.79  8.802017  4.482743  0.365460  1.078181
 4.80  8.802017  4.482711  0.365530  1.075501
 4.81  8.802022  4.482679  0.365600  1.072829
 4.82  8.802062  4.482646  0.365670  1.070164
 4.83  8.802067  4.482619  0.365740  1.067507
 4.84  8.802067  4.482582  0.365810  1.064857
 4.85  8.802112  4.482554  0.365880  1.062215
 4.86  8.802112  4.482522  0.365950  1.059580
 4.87  8.802116  4.482489  0.366020  1.056953
 4.88  8.802157  4.482457  0.366090  1.054333
 4.89  8.802161  4.482429  0.366160  1.051720
 4.90  8.802161  4.482392  0.366230  1.049115
 4.91  8.802202  4.482360  0.366300  1.046517
 4.92  8.802206  4.482332  0.366370  1.043926
 4.93  8.802206  4.482300  0.366440  1.041343
 4.94  8.802251  4.482273  0.366510  1.038766
 4.95  8.802251  4.482241  0.366580  1.036197
 4.96  8.802256  4.482213  0.366650  1.033635
 4.97  8.802296  4.482181  0.366710  1.031080
 4.98  8.802301  4.482153  0.366780  1.028532
 4.99  8.802301  4.482121  0.366850  1.025991
 5.00  8.802346  4.482088  0.366920  1.023457
 5.01  8.802346  4.482062  0.366990  1.020930
 5.02  8.802350  4.482034  0.367050  1.018409
 5.03  8.802391  4.482002  0.367120  1.015896
 5.04  8.802391  4.481970  0.367190  1.013390
 5.05  8.802395  4.481942  0.367250  1.010890
 5.06  8.802395  4.481910  0.367320  1.008397
 5.07  8.802440  4.481882  0.367390  1.005911
 5.08  8.802440  4.481850  0.367450  1.003432
 5.09  8.802445  4.481823  0.367520  1.000959
 5.10  8.802485  4.481796  0.367580  0.998493
 5.11  8.802490  4.481768  0.367650  0.996033
 5.12  8.802490  4.481736  0.367710  0.993581
 5.13  8.802535  4.481709  0.367780  0.991134
 5.14  8.802535  4.481682  0.367840  0.988695
 5.15  8.802535  4.481650  0.367910  0.986261
 5.16  8.802580  4.481622  0.367970  0.983835
 5.17  8.802580  4.481595  0.368040  0.981415
 5.18  8.802584  4.481568  0.368100  0.979001
 5.19  8.802625  4.481536  0.368160  0.976593
 5.20  8.802629  4.481513  0.368230  0.974192
 5.21  8.802629  4.481481  0.368290  0.971797
 5.22  8.802634  4.481453  0.368360  0.969409
 5.23  8.802674  4.481427  0.368420  0.967027
 5.24  8.802674  4.481395  0.368480  0.964651
 5.25  8.802679  4.481372  0.368540  0.962281
 5.26  8.802719  4.481340  0.368610  0.959918
 5.27  8.802724  4.481318  0.368670  0.957560
 5.28  8.802724  4.481286  0.368730  0.955209
 5.29  8.802769  4.481263  0.368790  0.952864
 5.30  8.802769  4.481231  0.368860  0.950525
 5.31  8.802769  4.481204  0.368920  0.948192
 5.32  8.802773  4.481177  0.368980  0.945865
 5.33  8.802814  4.481150  0.369040  0.943545
 5.34  8.802818  4.481128  0.369100  0.941230
 5.35  8.802818  4.481095  0.369160  0.938921
 5.36  8.802863  4.481073  0.369220  0.936618
 5.37  8.802863  4.481046  0.369280  0.934321
 5.38  8.802863  4.481014  0.369340  0.932029
 5.39  8.802867  4.480992  0.369400  0.929744
 5.40  8.802908  4.480965  0.369460  0.927464
 5.41  8.802912  4.480937  0.369520  0.925191
 5.42  8.802912  4.480911  0.369580  0.922923
 5.43  8.802953  4.480884  0.369640  0.920660
 5.44  8.802957  4.480856  0.369700  0.918404
 5.45  8.802957  4.480829  0.369760  0.916153
 5.46  8.802962  4.480807  0.369820  0.913908
 5.47  8.803002  4.480780  0.369880  0.911668
 5.48  8.803002  4.480753  0.369930  0.909435
 5.49  8.803007  4.480726  0.369990  0.907206
 5.50  8.803007  4.480699  0.370050  0.904984
 5.51  8.803052  4.480676  0.370110  0.902766
 5.52  8.803052  4.480650  0.370170  0.900555
 5.53  8.803052  4.480623  0.370220  0.898349
 5.54  8.803097  4.480600  0.370280  0.896148
 5.55  8.803097  4.480568  0.370340  0.893953
 5.56  8.803101  4.480546  0.370400  0.891763
 5.57  8.803101  4.480519  0.370450  0.889579
 5.58  8.803142  4.480492  0.370510  0.887400
