 t       A(O)      A(F)      fg       z
 0.62  8.454434  4.383328  0.203000  6.603122
 0.63  8.459804  4.391273  0.202880  6.541809
 0.64  8.465045  4.399106  0.202720  6.481715
 0.65  8.470134  4.406793  0.202520  6.422800
 0.66  8.475144  4.414425  0.202280  6.365028
 0.67  8.480000  4.421918  0.202000  6.308364
 0.68  8.484799  4.429378  0.201680  6.252773
 0.69  8.489485  4.436763  0.201320  6.198225
 0.70  8.494034  4.444022  0.200930  6.144687
 0.71  8.498534  4.451264  0.200510  6.092130
 0.72  8.502893  4.458404  0.200060  6.040526
 0.73  8.507201  4.465520  0.199570  5.989848
 0.74  8.511388  4.472557  0.199060  5.940068
 0.75  8.515527  4.479586  0.198520  5.891162
 0.76  8.519542  4.486533  0.197950  5.843105
 0.77  8.523522  4.493493  0.197350  5.795874
 0.78  8.527388  4.500375  0.196730  5.749447
 0.79  8.531214  4.507271  0.196090  5.703801
 0.80  8.534929  4.514113  0.195430  5.658916
 0.81  8.538616  4.520967  0.194740  5.614772
 0.82  8.542188  4.527751  0.194040  5.571349
 0.83  8.545736  4.534544  0.193320  5.528629
 0.84  8.549206  4.541301  0.192570  5.486593
 0.85  8.552629  4.548088  0.191810  5.445225
 0.86  8.556022  4.554878  0.191040  5.404506
 0.87  8.559362  4.561593  0.190250  5.364422
 0.88  8.562655  4.568236  0.189440  5.324956
 0.89  8.565902  4.574830  0.188620  5.286093
 0.90  8.569096  4.581367  0.187780  5.247819
 0.91  8.572255  4.587771  0.186940  5.210119
 0.92  8.575367  4.594126  0.186080  5.172980
 0.93  8.578439  4.600354  0.185200  5.136389
 0.94  8.581472  4.606498  0.184320  5.100331
 0.95  8.584466  4.612521  0.183430  5.064797
 0.96  8.587411  4.618462  0.182520  5.029772
 0.97  8.590326  4.624252  0.181610  4.995245
 0.98  8.593204  4.629895  0.180690  4.961206
 0.99  8.596045  4.635432  0.179750  4.927644
 1.00  8.598853  4.640826  0.178810  4.894546
 1.01  8.601544  4.645943  0.183450  4.861905
 1.02  8.600273  4.650496  0.187910  4.829708
 1.03  8.592633  4.648396  0.192240  4.797948
 1.04  8.584091  4.643265  0.196480  4.766613
 1.05  8.575845  4.638332  0.200640  4.735696
 1.06  8.567875  4.633599  0.204730  4.705187
 1.07  8.560181  4.629082  0.208750  4.675079
 1.08  8.552739  4.624713  0.212720  4.645361
 1.09  8.545529  4.620530  0.216630  4.616027
 1.10  8.538550  4.616462  0.220480  4.587068
 1.11  8.531777  4.612556  0.224290  4.558477
 1.12  8.525204  4.608739  0.228040  4.530247
 1.13  8.518820  4.605051  0.231750  4.502369
 1.14  8.512626  4.601497  0.235410  4.474838
 1.15  8.506596  4.598035  0.239030  4.447646
 1.16  8.500730  4.594636  0.242600  4.420786
 1.17  8.495019  4.591374  0.246140  4.394253
 1.18  8.489459  4.588175  0.249630  4.368039
 1.19  8.484039  4.585040  0.253080  4.342139
 1.20  8.478758  4.582013  0.256490  4.316547
 1.21  8.473611  4.579012  0.259870  4.291256
 1.22  8.468588  4.576079  0.263210  4.266262
 1.23  8.463690  4.573212  0.266510  4.241558
 1.24  8.458906  4.570416  0.269770  4.217139
 1.25  8.454235  4.567608  0.273000  4.193001
 1.26  8.449673  4.564911  0.276200  4.169137
 1.27  8.445209  4.562198  0.279360  4.145543
 1.28  8.440845  4.559522  0.282490  4.122214
 1.29  8.436619  4.556922  0.285580  4.099145
 1.30  8.432438  4.554311  0.288640  4.076331
 1.31  8.428348  4.551721  0.291670  4.053769
 1.32  8.424343  4.549165  0.294670  4.031454
 1.33  8.420470  4.546684  0.297640  4.009380
 1.34  8.416633  4.544195  0.300570  3.987545
 1.35  8.412913  4.541781  0.303480  3.965944
 1.36  8.409226  4.539360  0.306350  3.944573
 1.37  8.405649  4.537021  0.309200  3.923428
 1.38  8.402153  4.534715  0.312010  3.902506
 1.39  8.398675  4.532405  0.314800  3.881801
 1.40  8.395304  4.530178  0.317560  3.861312
 1.41  8.391998  4.527991  0.320290  3.841034
 1.42  8.388716  4.525792  0.322990  3.820964
 1.43  8.385535  4.523683  0.325670  3.801099
 1.44  8.382414  4.521606  0.328320  3.781434
 1.45  8.379345  4.519572  0.330940  3.761968
 1.46  8.376337  4.517572  0.333540  3.742696
 1.47  8.373383  4.515611  0.336110  3.723616
 1.48  8.370484  4.513680  0.338650  3.704724
 1.49  8.367630  4.511780  0.341180  3.686017
 1.50  8.364833  4.509910  0.343670  3.667494
 1.51  8.362084  4.508071  0.346140  3.649150
 1.52  8.359371  4.506260  0.348590  3.630983
 1.53  8.356719  4.504475  0.351010  3.612990
 1.54  8.354107  4.502714  0.353410  3.595169
 1.55  8.351534  4.500980  0.355790  3.577517
 1.56  8.349013  4.499269  0.358140  3.560031
 1.57  8.346523  4.497577  0.360480  3.542709
 1.58  8.344087  4.495908  0.362790  3.525549
 1.59  8.341737  4.494307  0.365070  3.508547
 1.60  8.339377  4.492677  0.367340  3.491702
 1.61  8.337050  4.491072  0.369580  3.475012
 1.62  8.334769  4.489481  0.371810  3.458473
 1.63  8.332566  4.487953  0.374010  3.442085
 1.64  8.330354  4.486398  0.376190  3.425844
 1.65  8.328190  4.484862  0.378350  3.409748
 1.66  8.326051  4.483337  0.380490  3.393796
 1.67  8.323993  4.481871  0.382620  3.377986
 1.68  8.321916  4.480377  0.384720  3.362314
 1.69  8.319878  4.478895  0.386800  3.346781
 1.70  8.317922  4.477471  0.388860  3.331382
 1.71  8.315949  4.476015  0.390900  3.316118
 1.72  8.314005  4.474571  0.392930  3.300985
 1.73  8.312131  4.473181  0.394930  3.285982
 1.74  8.310255  4.471759  0.396920  3.271107
 1.75  8.308450  4.470397  0.398890  3.256358
 1.76  8.306620  4.468998  0.400840  3.241734
 1.77  8.304875  4.467655  0.402770  3.227233
 1.78  8.303104  4.466280  0.404690  3.212854
 1.79  8.301363  4.464917  0.406580  3.198594
 1.80  8.299697  4.463609  0.408470  3.184452
 1.81  8.298006  4.462271  0.410330  3.170426
 1.82  8.296389  4.460982  0.412170  3.156516
 1.83  8.294761  4.459669  0.414000  3.142719
 1.84  8.293196  4.458406  0.415820  3.129034
 1.85  8.291607  4.457112  0.417610  3.115459
 1.86  8.290094  4.455874  0.419390  3.101994
 1.87  8.288588  4.454649  0.421160  3.088636
 1.88  8.287073  4.453389  0.422910  3.075384
 1.89  8.285635  4.452185  0.424640  3.062238
 1.90  8.284161  4.450951  0.426360  3.049195
 1.91  8.282752  4.449774  0.428060  3.036254
 1.92  8.281334  4.448561  0.429750  3.023414
 1.93  8.279967  4.447406  0.431420  3.010674
 1.94  8.278636  4.446258  0.433070  2.998032
 1.95  8.277270  4.445081  0.434720  2.985488
 1.96  8.275970  4.443961  0.436340  2.973040
 1.97  8.274650  4.442807  0.437960  2.960686
 1.98  8.273382  4.441709  0.439560  2.948427
 1.99  8.272136  4.440620  0.441140  2.936259
 2.00  8.270871  4.439503  0.442710  2.924184
 2.01  8.269672  4.438432  0.444270  2.912198
 2.02  8.268483  4.437369  0.445800  2.900302
 2.03  8.267274  4.436278  0.447320  2.888494
 2.04  8.266119  4.435239  0.448830  2.876773
 2.05  8.264945  4.434166  0.450320  2.865138
 2.06  8.263838  4.433145  0.451800  2.853588
 2.07  8.262728  4.432139  0.453260  2.842123
 2.08  8.261642  4.431142  0.454710  2.830740
 2.09  8.260538  4.430112  0.456150  2.819439
 2.10  8.259488  4.429134  0.457570  2.808220
 2.11  8.258449  4.428171  0.458980  2.797081
 2.12  8.257378  4.427169  0.460380  2.786021
 2.13  8.256375  4.426226  0.461760  2.775040
 2.14  8.255384  4.425292  0.463130  2.764136
 2.15  8.254361  4.424319  0.464490  2.753308
 2.16  8.253393  4.423405  0.465840  2.742557
 2.17  8.252451  4.422501  0.467170  2.731880
 2.18  8.251507  4.421601  0.468490  2.721277
 2.19  8.250545  4.420674  0.469800  2.710748
 2.20  8.249638  4.419793  0.471100  2.700291
 2.21  8.248744  4.418929  0.472390  2.689905
 2.22  8.247818  4.418027  0.473660  2.679591
 2.23  8.246948  4.417171  0.474930  2.669346
 2.24  8.246104  4.416332  0.476180  2.659171
 2.25  8.245259  4.415497  0.477420  2.649064
 2.26  8.244383  4.414630  0.478650  2.639025
 2.27  8.243563  4.413816  0.479870  2.629053
 2.28  8.242755  4.413007  0.481070  2.619147
 2.29  8.241960  4.412208  0.482270  2.609307
 2.30  8.241178  4.411420  0.483450  2.599532
 2.31  8.240366  4.410594  0.484620  2.589821
 2.32  8.239595  4.409815  0.485780  2.580173
 2.33  8.238837  4.409041  0.486930  2.570588
 2.34  8.238092  4.408278  0.488070  2.561066
 2.35  8.237318  4.407483  0.489200  2.551605
 2.36  8.236585  4.406735  0.490310  2.542205
 2.37  8.235865  4.405993  0.491410  2.532865
 2.38  8.235158  4.405261  0.492510  2.523585
 2.39  8.234451  4.404535  0.493590  2.514364
 2.40  8.233713  4.403770  0.494660  2.505201
 2.41  8.233032  4.403059  0.495720  2.496097
 2.42  8.232350  4.402360  0.496770  2.487049
 2.43  8.231682  4.401666  0.497810  2.478058
 2.44  8.231027  4.400977  0.498840  2.469123
 2.45  8.230328  4.400256  0.499850  2.460244
 2.46  8.229685  4.399583  0.500860  2.451419
 2.47  8.229042  4.398922  0.501860  2.442649
 2.48  8.228412  4.398266  0.502850  2.433933
 2.49  8.227782  4.397616  0.503820  2.425270
 2.50  8.227122  4.396927  0.504790  2.416660
 2.51  8.226504  4.396294  0.505750  2.408103
 2.52  8.225901  4.395665  0.506690  2.399597
 2.53  8.225296  4.395042  0.507630  2.391142
 2.54  8.224705  4.394431  0.508560  2.382738
 2.55  8.224071  4.393776  0.509470  2.374384
 2.56  8.223493  4.393176  0.510380  2.366080
 2.57  8.222915  4.392581  0.511280  2.357826
 2.58  8.222351  4.391991  0.512170  2.349620
 2.59  8.221786  4.391408  0.513050  2.341463
 2.60  8.221235  4.390830  0.513920  2.333353
 2.61  8.220641  4.390220  0.514780  2.325291
 2.62  8.220103  4.389653  0.515630  2.317276
 2.63  8.219565  4.389092  0.516470  2.309307
 2.64  8.219027  4.388543  0.517310  2.301385
 2.65  8.218503  4.387999  0.518130  2.293508
 2.66  8.217935  4.387412  0.518950  2.285676
 2.67  8.217424  4.386880  0.519760  2.277890
 2.68  8.216913  4.386347  0.520560  2.270147
 2.69  8.216417  4.385826  0.521350  2.262449
 2.70  8.215919  4.385305  0.522130  2.254794
 2.71  8.215422  4.384790  0.522910  2.247183
 2.72  8.214938  4.384287  0.523680  2.239614
 2.73  8.214412  4.383740  0.524440  2.232088
 2.74  8.213927  4.383242  0.525190  2.224603
 2.75  8.213458  4.382751  0.525930  2.217161
 2.76  8.212987  4.382258  0.526670  2.209759
 2.77  8.212532  4.381778  0.527390  2.202399
 2.78  8.212076  4.381304  0.528110  2.195079
 2.79  8.211576  4.380787  0.528830  2.187799
 2.80  8.211135  4.380318  0.529530  2.180559
 2.81  8.210693  4.379856  0.530230  2.173359
 2.82  8.210250  4.379399  0.530920  2.166197
 2.83  8.209807  4.378942  0.531610  2.159074
 2.84  8.209379  4.378498  0.532280  2.151990
 2.85  8.208965  4.378053  0.532950  2.144944
 2.86  8.208536  4.377614  0.533620  2.137936
 2.87  8.208079  4.377132  0.534270  2.130965
 2.88  8.207665  4.376699  0.534920  2.124031
 2.89  8.207265  4.376272  0.535560  2.117133
 2.90  8.206850  4.375851  0.536200  2.110273
 2.91  8.206450  4.375437  0.536830  2.103448
 2.92  8.206064  4.375022  0.537450  2.096660
 2.93  8.205663  4.374613  0.538070  2.089906
 2.94  8.205277  4.374204  0.538690  2.083188
 2.95  8.204864  4.373764  0.539290  2.076505
 2.96  8.204477  4.373367  0.539890  2.069857
 2.97  8.204105  4.372977  0.540490  2.063243
 2.98  8.203734  4.372586  0.541080  2.056663
 2.99  8.203377  4.372202  0.541670  2.050117
 3.00  8.203020  4.371823  0.542250  2.043604
 3.01  8.202663  4.371452  0.542820  2.037124
 3.02  8.202321  4.371079  0.543390  2.030678
 3.03  8.201963  4.370713  0.543950  2.024264
 3.04  8.201578  4.370304  0.544510  2.017882
 3.05  8.201251  4.369951  0.545070  2.011533
 3.06  8.200908  4.369591  0.545620  2.005215
 3.07  8.200580  4.369244  0.546160  1.998929
 3.08  8.200252  4.368896  0.546700  1.992675
 3.09  8.199939  4.368556  0.547230  1.986451
 3.10  8.199611  4.368214  0.547760  1.980258
 3.11  8.199298  4.367880  0.548290  1.974096
 3.12  8.198985  4.367544  0.548810  1.967964
 3.13  8.198687  4.367216  0.549320  1.961863
 3.14  8.198346  4.366851  0.549830  1.955791
 3.15  8.198032  4.366528  0.550340  1.949749
 3.16  8.197750  4.366212  0.550840  1.943736
 3.17  8.197451  4.365896  0.551330  1.937752
 3.18  8.197168  4.365587  0.551830  1.931797
 3.19  8.196885  4.365277  0.552310  1.925871
 3.20  8.196601  4.364974  0.552800  1.919973
 3.21  8.196318  4.364670  0.553280  1.914104
 3.22  8.196050  4.364373  0.553750  1.908263
 3.23  8.195766  4.364083  0.554220  1.902449
 3.24  8.195497  4.363785  0.554690  1.896663
 3.25  8.195244  4.363501  0.555150  1.890904
 3.26  8.194976  4.363217  0.555610  1.885173
 3.27  8.194680  4.362890  0.556060  1.879468
 3.28  8.194411  4.362612  0.556510  1.873790
 3.29  8.194157  4.362334  0.556960  1.868139
 3.30  8.193920  4.362062  0.557400  1.862514
 3.31  8.193666  4.361791  0.557840  1.856915
 3.32  8.193428  4.361526  0.558270  1.851343
 3.33  8.193190  4.361261  0.558700  1.845795
 3.34  8.192952  4.361002  0.559130  1.840274
 3.35  8.192714  4.360744  0.559550  1.834778
 3.36  8.192475  4.360485  0.559970  1.829307
 3.37  8.192253  4.360233  0.560380  1.823860
 3.38  8.192030  4.359980  0.560790  1.818439
 3.39  8.191807  4.359735  0.561200  1.813042
 3.40  8.191584  4.359489  0.561610  1.807670
 3.41  8.191361  4.359250  0.562010  1.802322
 3.42  8.191095  4.358968  0.562400  1.796998
 3.43  8.190887  4.358729  0.562800  1.791698
 3.44  8.190680  4.358496  0.563190  1.786422
 3.45  8.190472  4.358263  0.563570  1.781169
 3.46  8.190264  4.358030  0.563960  1.775939
 3.47  8.190057  4.357804  0.564340  1.770733
 3.48  8.189865  4.357585  0.564710  1.765550
 3.49  8.189657  4.357359  0.565080  1.760389
 3.50  8.189465  4.357139  0.565450  1.755251
 3.51  8.189273  4.356919  0.565820  1.750136
 3.52  8.189080  4.356706  0.566180  1.745043
 3.53  8.188888  4.356493  0.566540  1.739973
 3.54  8.188696  4.356280  0.566900  1.734924
 3.55  8.188519  4.356074  0.567250  1.729897
 3.56  8.188343  4.355867  0.567600  1.724892
 3.57  8.188150  4.355661  0.567950  1.719909
 3.58  8.187973  4.355461  0.568300  1.714947
 3.59  8.187797  4.355261  0.568640  1.710006
 3.60  8.187636  4.355068  0.568970  1.705087
 3.61  8.187459  4.354868  0.569310  1.700188
 3.62  8.187282  4.354675  0.569640  1.695310
 3.63  8.187078  4.354445  0.569970  1.690453
 3.64  8.186917  4.354252  0.570290  1.685617
 3.65  8.186740  4.354065  0.570620  1.680801
 3.66  8.186579  4.353879  0.570940  1.676005
 3.67  8.186434  4.353699  0.571250  1.671229
 3.68  8.186272  4.353512  0.571570  1.666473
 3.69  8.186111  4.353339  0.571880  1.661737
 3.70  8.185966  4.353159  0.572190  1.657021
 3.71  8.185805  4.352986  0.572490  1.652324
 3.72  8.185659  4.352806  0.572800  1.647647
 3.73  8.185514  4.352639  0.573100  1.642989
 3.74  8.185368  4.352466  0.573390  1.638350
 3.75  8.185223  4.352299  0.573690  1.633730
 3.76  8.185078  4.352133  0.573980  1.629130
 3.77  8.184932  4.351966  0.574270  1.624548
 3.78  8.184786  4.351799  0.574560  1.619984
 3.79  8.184657  4.351639  0.574840  1.615439
 3.80  8.184511  4.351480  0.575120  1.610913
 3.81  8.184382  4.351320  0.575400  1.606405
 3.82  8.184252  4.351167  0.575680  1.601915
 3.83  8.184122  4.351013  0.575960  1.597443
 3.84  8.183993  4.350860  0.576230  1.592989
 3.85  8.183863  4.350707  0.576500  1.588553
 3.86  8.183733  4.350554  0.576770  1.584134
 3.87  8.183604  4.350407  0.577030  1.579733
 3.88  8.183490  4.350261  0.577300  1.575350
 3.89  8.183360  4.350115  0.577560  1.570984
 3.90  8.183246  4.349968  0.577810  1.566635
 3.91  8.183117  4.349828  0.578070  1.562303
 3.92  8.183003  4.349689  0.578320  1.557988
 3.93  8.182889  4.349549  0.578580  1.553690
 3.94  8.182775  4.349409  0.578830  1.549409
 3.95  8.182661  4.349277  0.579070  1.545145
 3.96  8.182548  4.349137  0.579320  1.540897
 3.97  8.182391  4.348961  0.579560  1.536666
 3.98  8.182277  4.348828  0.579800  1.532451
 3.99  8.182179  4.348695  0.580040  1.528252
 4.00  8.182065  4.348569  0.580280  1.524069
 4.01  8.181951  4.348436  0.580510  1.519903
 4.02  8.181854  4.348310  0.580740  1.515752
 4.03  8.181756  4.348184  0.580970  1.511618
 4.04  8.181642  4.348065  0.581200  1.507499
 4.05  8.181544  4.347939  0.581430  1.503395
 4.06  8.181446  4.347820  0.581650  1.499308
 4.07  8.181348  4.347693  0.581880  1.495235
 4.08  8.181250  4.347574  0.582100  1.491178
 4.09  8.181153  4.347462  0.582320  1.487137
 4.10  8.181055  4.347343  0.582530  1.483110
 4.11  8.180973  4.347223  0.582750  1.479099
 4.12  8.180875  4.347111  0.582960  1.475102
 4.13  8.180777  4.346999  0.583170  1.471121
 4.14  8.180696  4.346886  0.583380  1.467154
 4.15  8.180598  4.346774  0.583590  1.463202
 4.16  8.180516  4.346668  0.583800  1.459264
 4.17  8.180434  4.346556  0.584000  1.455341
 4.18  8.180352  4.346450  0.584200  1.451433
 4.19  8.180254  4.346345  0.584400  1.447539
 4.20  8.180173  4.346239  0.584600  1.443659
 4.21  8.180091  4.346134  0.584800  1.439793
 4.22  8.180009  4.346035  0.585000  1.435941
 4.23  8.179927  4.345930  0.585190  1.432104
 4.24  8.179845  4.345831  0.585380  1.428280
 4.25  8.179780  4.345732  0.585570  1.424470
 4.26  8.179698  4.345634  0.585760  1.420674
 4.27  8.179616  4.345535  0.585950  1.416891
 4.28  8.179534  4.345436  0.586140  1.413123
 4.29  8.179469  4.345345  0.586320  1.409367
 4.30  8.179387  4.345246  0.586500  1.405625
 4.31  8.179321  4.345154  0.586680  1.401897
 4.32  8.179239  4.345062  0.586860  1.398181
 4.33  8.179174  4.344971  0.587040  1.394479
 4.34  8.179108  4.344879  0.587220  1.390790
 4.35  8.179043  4.344787  0.587390  1.387114
 4.36  8.178961  4.344702  0.587570  1.383451
 4.37  8.178895  4.344611  0.587740  1.379801
 4.38  8.178830  4.344526  0.587910  1.376164
 4.39  8.178764  4.344441  0.588080  1.372539
 4.40  8.178698  4.344356  0.588250  1.368927
 4.41  8.178633  4.344271  0.588410  1.365328
 4.42  8.178567  4.344187  0.588580  1.361741
 4.43  8.178501  4.344109  0.588740  1.358166
 4.44  8.178452  4.344024  0.588900  1.354604
 4.45  8.178387  4.343946  0.589070  1.351055
 4.46  8.178321  4.343868  0.589220  1.347517
 4.47  8.178272  4.343783  0.589380  1.343992
 4.48  8.178206  4.343706  0.589540  1.340478
 4.49  8.178140  4.343628  0.589700  1.336977
 4.50  8.178091  4.343557  0.589850  1.333488
 4.51  8.178025  4.343479  0.590000  1.330011
 4.52  8.177976  4.343401  0.590150  1.326545
 4.53  8.177927  4.343330  0.590310  1.323091
 4.54  8.177861  4.343259  0.590450  1.319649
 4.55  8.177811  4.343181  0.590600  1.316218
 4.56  8.177762  4.343111  0.590750  1.312799
 4.57  8.177713  4.343040  0.590890  1.309392
 4.58  8.177647  4.342969  0.591040  1.305996
 4.59  8.177598  4.342905  0.591180  1.302611
 4.60  8.177548  4.342834  0.591320  1.299237
 4.61  8.177499  4.342763  0.591470  1.295875
 4.62  8.177450  4.342699  0.591610  1.292524
 4.63  8.177400  4.342628  0.591740  1.289184
 4.64  8.177351  4.342565  0.591880  1.285855
 4.65  8.177301  4.342501  0.592020  1.282537
 4.66  8.177252  4.342437  0.592150  1.279230
 4.67  8.177219  4.342373  0.592290  1.275934
 4.68  8.177170  4.342309  0.592420  1.272649
 4.69  8.177120  4.342245  0.592550  1.269374
 4.70  8.177071  4.342181  0.592680  1.266111
 4.71  8.177038  4.342124  0.592810  1.262857
 4.72  8.176989  4.342060  0.592940  1.259615
 4.73  8.176939  4.342004  0.593070  1.256382
 4.74  8.176906  4.341940  0.593200  1.253161
 4.75  8.176857  4.341883  0.593320  1.249949
 4.76  8.176824  4.341826  0.593450  1.246748
 4.77  8.176774  4.341769  0.593570  1.243558
 4.78  8.176741  4.341712  0.593690  1.240377
 4.79  8.176692  4.341655  0.593810  1.237207
 4.80  8.176659  4.341598  0.593930  1.234047
 4.81  8.176626  4.341541  0.594050  1.230897
 4.82  8.176577  4.341484  0.594170  1.227757
 4.83  8.176544  4.341435  0.594290  1.224627
 4.84  8.176511  4.341378  0.594410  1.221506
 4.85  8.176478  4.341328  0.594520  1.218396
 4.86  8.176445  4.341271  0.594640  1.215296
 4.87  8.176395  4.341221  0.594750  1.212205
 4.88  8.176362  4.341171  0.594870  1.209124
 4.89  8.176329  4.341121  0.594980  1.206052
 4.90  8.176296  4.341072  0.595090  1.202991
 4.91  8.176263  4.341022  0.595200  1.199938
 4.92  8.176230  4.340972  0.595310  1.196895
 4.93  8.176197  4.340922  0.595420  1.193862
 4.94  8.176164  4.340872  0.595530  1.190838
 4.95  8.176131  4.340829  0.595640  1.187824
 4.96  8.176098  4.340780  0.595750  1.184818
 4.97  8.176082  4.340737  0.595850  1.181822
 4.98  8.176049  4.340687  0.595960  1.178836
 4.99  8.176016  4.340644  0.596060  1.175858
 5.00  8.175983  4.340594  0.596170  1.172889
 5.01  8.175966  4.340551  0.596270  1.169930
 5.02  8.175933  4.340509  0.596370  1.166980
 5.03  8.175900  4.340466  0.596470  1.164038
 5.04  8.175884  4.340423  0.596570  1.161106
 5.05  8.175851  4.340380  0.596670  1.158182
 5.06  8.175818  4.340338  0.596770  1.155267
 5.07  8.175801  4.340295  0.596870  1.152361
 5.08  8.175768  4.340252  0.596970  1.149464
 5.09  8.175751  4.340216  0.597070  1.146575
 5.10  8.175718  4.340173  0.597160  1.143695
 5.11  8.175702  4.340131  0.597260  1.140824
 5.12  8.175669  4.340095  0.597350  1.137961
 5.13  8.175652  4.340052  0.597450  1.135107
 5.14  8.175619  4.340016  0.597540  1.132262
 5.15  8.175603  4.339981  0.597630  1.129424
 5.16  8.175586  4.339938  0.597730  1.126596
 5.17  8.175553  4.339902  0.597820  1.123775
 5.18  8.175537  4.339866  0.597910  1.120963
 5.19  8.175520  4.339831  0.598000  1.118159
 5.20  8.175504  4.339795  0.598090  1.115363
 5.21  8.175471  4.339759  0.598180  1.112576
 5.22  8.175454  4.339724  0.598270  1.109797
 5.23  8.175437  4.339688  0.598360  1.107025
 5.24  8.175421  4.339652  0.598440  1.104262
 5.25  8.175404  4.339616  0.598530  1.101507
 5.26  8.175371  4.339588  0.598620  1.098760
 5.27  8.175355  4.339552  0.598700  1.096021
 5.28  8.175338  4.339516  0.598790  1.093290
 5.29  8.175322  4.339488  0.598870  1.090567
 5.30  8.175305  4.339452  0.598950  1.087851
 5.31  8.175289  4.339424  0.599040  1.085143
 5.32  8.175272  4.339388  0.599120  1.082444
 5.33  8.175256  4.339359  0.599200  1.079751
 5.34  8.175239  4.339323  0.599280  1.077067
 5.35  8.175222  4.339295  0.599360  1.074390
 5.36  8.175206  4.339266  0.599440  1.071721
 5.37  8.175189  4.339238  0.599520  1.069059
 5.38  8.175173  4.339209  0.599600  1.066405
 5.39  8.175156  4.339180  0.599680  1.063759
 5.40  8.175156  4.339145  0.599760  1.061120
 5.41  8.175140  4.339116  0.599840  1.058488
 5.42  8.175123  4.339087  0.599910  1.055864
 5.43  8.175107  4.339066  0.599990  1.053247
 5.44  8.175090  4.339037  0.600070  1.050637
 5.45  8.175090  4.339009  0.600140  1.048035
 5.46  8.175074  4.338980  0.600220  1.045440
 5.47  8.175057  4.338951  0.600290  1.042852
 5.48  8.175041  4.338930  0.600370  1.040272
 5.49  8.175041  4.338901  0.600440  1.037698
 5.50  8.175024  4.338873  0.600510  1.035132
 5.51  8.175007  4.338851  0.600580  1.032573
 5.52  8.175007  4.338823  0.600660  1.030020
 5.53  8.174991  4.338801  0.600730  1.027475
 5.54  8.174974  4.338773  0.600800  1.024937
 5.55  8.174974  4.338751  0.600870  1.022406
 5.56  8.174958  4.338722  0.600940  1.019882
 5.57  8.174941  4.338701  0.601010  1.017364
 5.58  8.174941  4.338679  0.601080  1.014854
